Gene = RFESD
Position 7206: 0.1814097012294869
Position 9999: 0.13428138457597916
Position 9125: 0.12153276333510432
Position 6126: 0.09184505740289299
Position 9810: 0.09055993926042369
Position 8636: 0.07774312382828658
Position 9122: 0.06441869818951118
Position 1071: 0.06122269008279066
Position 894: 0.04871403988766801
Position 6237: 0.04846289140089924
Position 1164: 0.03997741976337227
Position 8835: 0.03682624598140858
Position 6324: 0.03673888453671064
Position 7135: 0.03601869645197187
Position 8569: 0.03580249997993341
Position 9255: 0.03350912609582978
Position 8406: 0.0213485548353065
Position 6197: 0.02126454534840461
Position 7232: 0.019811646121792426
Position 296: 0.01760026743292262
Position 5221: 0.017367402674166896
Position 1552: 0.016451820797326107
Position 1007: 0.016243617557537546
Position 8088: 0.016177697925509434
Position 8704: 0.014361850501502533
Position 5947: 0.012449416929326768
Position 5355: 0.01186159696450518
Position 805: 0.01102594488169639
Position 1527: 0.01024890485598367
Position 8362: 0.008411872081493695
Position 9072: 0.006211601400457406
Position 9836: 0.005998101696639823
Position 8450: 0.005883203654035705
Position 7539: 0.005741150923249042
Position 7672: 0.005543997857524253
Position 1776: 0.005160451075341029
Position 8655: 0.004487517603621634
Position 5306: 0.004291709792479535
Position 8163: 0.004118837026548224
Position 9507: 0.0038962323907504245
Position 10097: 0.0037404724981113056
Position 4331: 0.0035632081160657083
Position 4795: 0.003333038267449737
Position 1096: 0.0032885882845128177
Position 1189: 0.003242033524556322
Position 878: 0.0029999346634080664
Position 5081: 0.0029437233135994082
Position 3058: 0.0028571521579948186
Position 8900: 0.0022869105353806565
Position 5686: 0.0022846635427157718
Position 4585: 0.0022682945941060804
Position 313: 0.002253643265680415
Position 4347: 0.002241267570517661
Position 6106: 0.002206672500656323
Position 8515: 0.002002626581758423
Position 983: 0.0019376501226659826
Position 350: 0.0019171624699764198
Position 6451: 0.0018634146003042094
Position 1122: 0.0016763166572952585
Position 6411: 0.0016571406361144596
Position 4352: 0.001240985900276845
Position 7829: 0.0012233748677500848
Position 1409: 0.0012191582493671074
Position 5758: 0.0010924562834987086
Position 5434: 0.0009946381910225603
Position 2478: 0.000982041378463634
Position 1588: 0.0009445050818017499
Position 4559: 0.0008167409971129044
Position 1197: 0.0008008814707227924
Position 2361: 0.0006230975074056234
Position 2517: 0.0004632383135778195
Position 899: 0.0004529976210149168
Position 285: 0.00042020705786605003
Position 1549: 0.0003694416904948152
Position 2953: 0.000323564738263449
Position 1383: 0.00032317866950092483
Position 1800: 0.0003217066665742365
Position 3038: 0.0003086479655419268
Position 3777: 0.0003018299726357241
Position 6432: 0.0002838629125807091
Position 628: 0.00028062230762306695
Position 1126: 0.0002690530391690835
Position 1330: 0.0002482989305065628
Position 1830: 0.000177300402601977
Position 2032: 0.00016742181037290459
Position 1435: 0.00011980171154497425
Position 1415: 7.195662098364043e-05
Position 260: 6.65741051554452e-05
Position 2685: 5.3753038976234626e-05
Position 2035: 4.697326771553849e-05
Position 1387: 4.627783138254013e-05
Position 1146: 4.580515595935956e-05
Position 420: 4.136049850295224e-05
Position 2069: 4.102642632884108e-05
Position 1360: 3.6979385257041756e-05
Position 1073: 3.661858773755434e-05
Position 1612: 3.580428050630732e-05
Position 1532: 3.526493179988483e-05
Position 1018: 3.1642408068391496e-05
Position 528: 3.034286702499476e-05
Position 330: 2.626315862896254e-05
Position 911: 2.2792281422769296e-05
Position 1039: 2.05358338011391e-05
Position 1209: 2.0187701077390272e-05
Position 701: 1.7322696495551918e-05
Position 371: 1.207725637394419e-05
Position 361: 1.1817919661203976e-05
Position 781: 8.023007424341772e-06
Position 576: 3.922021892729981e-06
Position 497: 1.3082244308224424e-06
Position 377: 1.1117946337068096e-06
Position 1865: 8.860994471783663e-07
Position 647: 8.157515060194604e-07
Position 234: 6.001863158690341e-07
Position 706: 5.40028648126631e-07
Position 273: 4.5065608348846253e-07
Position 424: 4.2892527715745e-07
Position 767: 4.1024549805077066e-07
Position 385: 3.7462843064186726e-07
Position 276: 3.4978712946327236e-07
Position 457: 3.0819473766701286e-07
Position 341: 1.63148181766845e-07
Position 582: 8.755749598143367e-08
Position 596: 8.178080940485248e-08
Position 207: 3.876174276101008e-09
Position 591: 3.091101056465397e-09
Position 428: 2.2783539733619447e-09
Position 440: 1.296186515446715e-09
