Gene = CPTP
Position 3440: 0.006797605362275733
Position 306: 0.006473290636894637
Position 424: 0.005049023382201574
Position 2177: 0.005011411087346782
Position 3470: 0.004820702539425837
Position 2190: 0.004497670775526404
Position 2996: 0.004404339069329818
Position 2960: 0.003417956360336068
Position 1703: 0.00262182921850877
Position 3207: 0.0026175967483032586
Position 1881: 0.0024300820629682245
Position 2357: 0.002196981785731415
Position 1640: 0.0021530726957543754
Position 2422: 0.0015650098287793564
Position 3915: 0.0014752937716799894
Position 591: 0.0013876449199193741
Position 1094: 0.0013094327819008
Position 282: 0.0012454792357727814
Position 2567: 0.0011715423059929903
Position 1160: 0.0011570839007512227
Position 3679: 0.0010525952185150755
Position 898: 0.0010398309686593505
Position 2197: 0.0009488437332022484
Position 799: 0.0009060604997055913
Position 1036: 0.0009031025509348529
Position 1669: 0.0006796774578579201
Position 2485: 0.0006708311662236495
Position 3990: 0.0006446675385374525
Position 2082: 0.0006441827959837397
Position 693: 0.0006293854696272238
Position 1722: 0.0006162159633134557
Position 2200: 0.000595179392635199
Position 2247: 0.0005901766277915515
Position 3124: 0.0005163641015668406
Position 2708: 0.0004837645695585069
Position 977: 0.0004629951027195713
Position 220: 0.00045043291818397835
Position 1973: 0.0004340467784357295
Position 624: 0.00040139043037081126
Position 1117: 0.0003632406041910906
Position 824: 0.0003271450187737381
Position 598: 0.00028508132713009267
Position 279: 0.00022788001303082205
Position 1848: 0.00022511687067279697
Position 3891: 0.00021159741777495545
Position 793: 0.00019617788842527927
Position 915: 0.00017137215719577027
Position 1458: 0.00016651973629575205
Position 604: 0.00016409225295388677
Position 2043: 0.00016203693079263752
Position 726: 0.0001595396782212781
Position 2022: 0.00015135051240821617
Position 1191: 0.00014724833389821433
Position 1103: 0.0001349766916135929
Position 335: 0.00012886320053025172
Position 864: 0.00012455239597499446
Position 703: 0.0001237982153423822
Position 998: 9.194772974231824e-05
Position 740: 8.7821925914159e-05
Position 158: 7.014411498737631e-05
Position 435: 4.940332821847269e-05
Position 660: 4.9098476466408926e-05
Position 546: 4.678612386507586e-05
Position 323: 4.431148903536559e-05
Position 1795: 4.383372123761341e-05
Position 1312: 4.36994082035005e-05
Position 963: 4.262711374773479e-05
Position 690: 3.0801237990773815e-05
Position 507: 2.995671549863103e-05
Position 1354: 2.7308017207416085e-05
Position 1171: 2.5417771852649412e-05
Position 1424: 2.4182749655674034e-05
Position 209: 1.8598348971514406e-05
Position 1108: 1.7639958611639722e-05
Position 673: 1.7219306414343614e-05
Position 1182: 1.4258590852933006e-05
Position 1388: 1.3941896913588244e-05
Position 1418: 9.938044883926645e-06
Position 1309: 8.583550266846117e-06
Position 1345: 8.36598419458717e-06
Position 614: 7.304493209658497e-06
Position 1258: 6.634232862623299e-06
Position 747: 5.8517193139583385e-06
Position 805: 4.3029541954517855e-06
Position 362: 3.781030028521504e-06
Position 711: 3.232350838587972e-06
Position 382: 2.885202219972518e-06
Position 1502: 2.864197290743194e-06
Position 802: 1.883399329389709e-06
Position 954: 1.821903754227417e-06
Position 665: 1.7472111809084933e-06
Position 1227: 1.5649260240426445e-06
Position 905: 1.4606145975561637e-06
Position 184: 1.2346342619780373e-06
Position 992: 1.114942559495782e-06
Position 611: 8.789652221023554e-07
Position 985: 8.692889235365658e-07
Position 933: 6.938798227746835e-07
Position 705: 6.221795872333823e-07
Position 769: 5.006480707175782e-07
Position 750: 4.360666261411128e-07
Position 119: 1.9178324039394466e-07
Position 160: 1.9024174217918247e-07
Position 515: 3.1024155390054384e-08
Position 127: 5.136892181516128e-09
Position 137: 3.5745906029516025e-09
Position 168: 2.863429089968619e-09
Position 143: 1.2406817323861428e-09
Position 922: 1.1549672763541387e-09
Position 340: 4.0454237348567974e-10
Position 348: 3.851580557433595e-10
