Gene = GCSAML
Position 20854: 0.0013396451271778767
Position 1658: 0.0012697852420311675
Position 5392: 0.0012078624784030623
Position 5293: 0.0009847267469501079
Position 3450: 0.0008953796110204462
Position 3397: 0.000824862615817806
Position 1635: 0.0007915558519353991
Position 3580: 0.00076255847365136
Position 1586: 0.0007523852606244549
Position 3535: 0.0005975938476828614
Position 14267: 0.0005741848075310907
Position 3423: 0.0005331658227041998
Position 1440: 0.0004732539744851675
Position 16157: 0.0004538572806813179
Position 1676: 0.0004312383442449201
Position 15642: 0.00039449239164178885
Position 1332: 0.00038027383378139227
Position 7461: 0.00037175459020268796
Position 731: 0.00025772128954808243
Position 1342: 0.00025101488721950444
Position 2207: 0.000250784001759765
Position 13711: 0.00024157426633278676
Position 13896: 0.00018576960939400007
Position 10656: 0.00016369892704471044
Position 13613: 0.0001572718667372614
Position 3876: 0.00011211158582710262
Position 615: 7.437642099558516e-05
Position 3612: 7.211556724663566e-05
Position 3047: 5.7354548459780176e-05
Position 2130: 4.660304061396331e-05
Position 1012: 3.968352634827018e-05
Position 7913: 3.505571493652832e-05
Position 4621: 3.31956071678135e-05
Position 2431: 2.9788131702362503e-05
Position 5968: 2.8491099935312943e-05
Position 9599: 2.8113038154834727e-05
Position 10786: 2.508339358184596e-05
Position 3004: 2.453977639229555e-05
Position 632: 2.444400344434648e-05
Position 1907: 2.3371134382199857e-05
Position 7107: 2.2667919308476723e-05
Position 6482: 2.0974541633251426e-05
Position 8104: 2.0589248640982294e-05
Position 8415: 1.9531273677344702e-05
Position 2041: 1.9196511533428978e-05
Position 5480: 1.837873905241497e-05
Position 8440: 1.7125858104916198e-05
Position 3094: 1.6966276095487852e-05
Position 6068: 1.675574116944983e-05
Position 3663: 1.561091356748519e-05
Position 9821: 1.4262176513186193e-05
Position 6798: 1.4046924480158593e-05
Position 5553: 1.2897903110605519e-05
Position 7527: 1.2744452858940536e-05
Position 7703: 1.2722829511509228e-05
Position 8473: 1.195397814255032e-05
Position 1570: 1.095033813186484e-05
Position 3623: 1.0648312420413859e-05
Position 755: 1.0059878094812941e-05
Position 2175: 9.807432677036773e-06
Position 4709: 8.17867136704153e-06
Position 2396: 8.014463416498151e-06
Position 8955: 7.4433104724721415e-06
Position 4682: 7.313822000889523e-06
Position 7928: 6.651287128524557e-06
Position 3211: 6.619036223888388e-06
Position 585: 6.541779757131339e-06
Position 4463: 5.190538194572984e-06
Position 1076: 4.853968791464909e-06
Position 7334: 4.068532067706081e-06
Position 4587: 3.900391300929332e-06
Position 6944: 3.6976394171602435e-06
Position 2784: 3.6760728308679654e-06
Position 4509: 3.2565425787493634e-06
Position 777: 2.9797773661997483e-06
Position 6139: 2.869846643417206e-06
Position 6250: 2.4401592619325967e-06
Position 4525: 2.3995682378641076e-06
Position 4108: 2.068568564829049e-06
Position 2884: 1.7639970133567504e-06
Position 2771: 1.7307105648687191e-06
Position 2696: 1.5725284068182693e-06
Position 4759: 1.4746632135183711e-06
Position 1112: 1.1995265916834807e-06
Position 2928: 1.1258977776129081e-06
Position 3166: 1.1030722391031242e-06
Position 2268: 1.089706971238505e-06
Position 3233: 1.0339842136076942e-06
Position 2848: 6.860507000086708e-07
Position 938: 6.393823576562855e-07
Position 1207: 6.298426110349642e-07
Position 509: 6.150088688003224e-07
Position 490: 5.851446954156507e-07
Position 2608: 5.663513282387761e-07
Position 809: 5.531982649440172e-07
Position 2675: 5.503036478800667e-07
Position 2532: 5.481417977384499e-07
Position 1961: 5.085940458284698e-07
Position 848: 4.889671687704241e-07
Position 2464: 4.700375403105369e-07
Position 1981: 3.6843603523680394e-07
Position 973: 3.670440434277124e-07
Position 941: 3.182232855286133e-07
Position 396: 2.1964261253300408e-07
Position 1423: 1.2012933025336657e-07
Position 1511: 9.849121381328577e-08
Position 3549: 7.544409775396424e-08
Position 1641: 5.240825484134797e-08
Position 1706: 1.5882974965348308e-08
Position 1356: 1.2430746431863441e-08
Position 1600: 8.18854584523688e-09
Position 1460: 5.027849951548946e-09
Position 2140: 4.566519317395177e-09
Position 1367: 4.40362635110261e-09
Position 2127: 4.03495653446588e-09
Position 1703: 3.8089967764472184e-09
Position 692: 3.7240616124695452e-09
Position 433: 3.0800319135493284e-09
Position 1680: 2.7134303588496955e-09
Position 1266: 2.434363086401745e-09
Position 1263: 2.393423249618424e-09
Position 518: 5.700942217420924e-10
Position 528: 4.342828941765117e-10
Position 513: 4.166465534882457e-10
Position 289: 1.5072994684467857e-10
Position 442: 1.304369016413787e-10
Position 245: 9.822582999155909e-11
Position 351: 5.682226377425218e-11
Position 365: 3.8397681812226076e-11
Position 315: 3.294034569206856e-11
Position 283: 2.170957468132487e-11
Position 353: 1.786742758805496e-11
Position 338: 8.292883729290372e-12
Position 321: 6.11624362230426e-12
Position 299: 3.658825440665469e-12
Position 312: 3.5207144626653557e-12
Position 241: 1.6664307838872695e-12
