Gene = GLE1
Position 31654: 0.7986016900330629
Position 4259: 0.678217158439615
Position 29060: 0.6770066423050147
Position 35574: 0.6350344675959837
Position 18579: 0.5761915319961936
Position 33285: 0.47093855757047215
Position 1142: 0.35464647408325445
Position 28812: 0.33627063960203896
Position 857: 0.28934517472700527
Position 4175: 0.2270507421404011
Position 14644: 0.1557492286635344
Position 36771: 0.15358454990796547
Position 29115: 0.15055051423550184
Position 36401: 0.1417116461455826
Position 27964: 0.13608317034946948
Position 2515: 0.10970802947123962
Position 19876: 0.09017870548208246
Position 35271: 0.08245510017334114
Position 36301: 0.08065223836880063
Position 36980: 0.08042084293341922
Position 8625: 0.07887287212237741
Position 36437: 0.06056394147780337
Position 37221: 0.04908971981765848
Position 2295: 0.04780692344975621
Position 826: 0.044385325096657505
Position 19005: 0.0393860936400534
Position 20510: 0.03908841639026632
Position 36226: 0.03791039072510798
Position 5010: 0.032433274190125906
Position 33330: 0.0296064618733322
Position 36781: 0.027221785617324783
Position 2360: 0.025028183460198472
Position 4208: 0.024333087237756332
Position 20496: 0.023733968634121177
Position 33167: 0.023638018931212895
Position 28913: 0.019727180821755917
Position 35746: 0.019323490994986835
Position 13131: 0.018415303417671572
Position 22486: 0.018260006223338354
Position 16272: 0.017446668678874126
Position 414: 0.017009263651874235
Position 1074: 0.016876876069993142
Position 17041: 0.015056554616722177
Position 8601: 0.014685110748458867
Position 24461: 0.014070146762772445
Position 36419: 0.013788310255952669
Position 20416: 0.01371163996648879
Position 14680: 0.013414215091766515
Position 22701: 0.012951637319192284
Position 20507: 0.012766860704766248
Position 36115: 0.012597468187304462
Position 892: 0.012027374354720535
Position 4086: 0.011777987983843555
Position 22715: 0.011465769033500254
Position 34896: 0.011160695929505797
Position 22665: 0.009750019750616273
Position 33660: 0.009086885981246942
Position 35136: 0.009081812065796216
Position 20303: 0.008977768280285778
Position 2633: 0.008932816968186172
Position 19946: 0.008536920313543264
Position 20453: 0.008517611239913674
Position 20575: 0.00815101802075154
Position 9767: 0.007922447443950244
Position 37546: 0.007839281374719068
Position 32138: 0.0061882962727743355
Position 36344: 0.0056319560986921174
Position 35094: 0.005607789134247571
Position 35988: 0.005558200328516547
Position 4302: 0.005409943408760846
Position 3959: 0.005332454928273882
Position 13251: 0.005319799351810215
Position 29222: 0.00531201037499268
Position 37422: 0.005294025887486615
Position 14435: 0.005261227904214974
Position 24443: 0.005169555650396908
Position 375: 0.004846268887326518
Position 22723: 0.004808335476414062
Position 2324: 0.004665776460365224
Position 1191: 0.0046615524283723335
Position 19872: 0.004292144033269986
Position 7859: 0.0040044580773352535
Position 7845: 0.0039044824996465758
Position 4368: 0.0037520459105153657
Position 35948: 0.003539828738365407
Position 841: 0.0033829536403308493
Position 5145: 0.0033657416699164264
Position 4988: 0.0033242575363789466
Position 34820: 0.002997223242214464
Position 29338: 0.0029461742054523008
Position 16928: 0.002771633597498241
Position 37470: 0.002748264682926023
Position 36326: 0.0027311937564181506
Position 2384: 0.0024779275859408206
Position 20287: 0.002191247712647504
Position 773: 0.0020958043343587036
Position 36030: 0.002062731452956304
Position 36867: 0.0020583902631574067
Position 4185: 0.0020545864445579067
Position 24467: 0.0020393034394761184
Position 3811: 0.001981490103493936
Position 31852: 0.001972899946259681
Position 2248: 0.0019140385032593683
Position 4893: 0.001871275798978218
Position 27538: 0.001798132383341644
Position 24395: 0.001464882279429836
Position 35289: 0.001430902965404195
Position 16950: 0.0014218869121659515
Position 20348: 0.0013980477279431493
Position 21366: 0.0013838291004477732
Position 24542: 0.001145885637670502
Position 22673: 0.001138802321411354
Position 21680: 0.0010999547502679172
Position 869: 0.0009964275065364092
Position 610: 0.0007205938323251222
Position 21503: 0.0006735773658062427
Position 4236: 0.0006156317488232903
Position 20355: 0.0005923466166255845
Position 4774: 0.0005856978305423053
Position 36610: 0.0005819929007951121
Position 5117: 0.0005749242189966375
Position 385: 0.0005747553495663654
Position 21701: 0.00049408806594472
Position 916: 0.00044556893509973546
Position 31950: 0.0004328866177996211
Position 23789: 0.00027997528905776727
Position 661: 0.0002773252570935314
Position 432: 0.00022409028637233473
Position 23786: 0.0002227867893578887
Position 1233: 0.00016588054550334335
Position 23324: 0.00015849392466359052
Position 19564: 0.0001017232344891885
Position 898: 8.981589542347226e-05
Position 503: 8.736007549866386e-05
Position 455: 8.594088047910962e-05
Position 23624: 7.924481894773858e-05
Position 19424: 6.992209706873735e-05
Position 25442: 6.662356572657799e-05
Position 30043: 5.847298318280966e-05
Position 2268: 5.459269814992823e-05
Position 590: 4.7229620680350586e-05
Position 488: 4.251891351835502e-05
Position 23766: 4.2184665262591876e-05
Position 268: 4.21195856312713e-05
Position 546: 4.107337290795563e-05
Position 686: 3.5982767320808e-05
Position 11640: 3.5569015924223614e-05
Position 950: 3.262170280571674e-05
Position 22362: 2.8726726321778105e-05
Position 623: 2.1853465664740162e-05
Position 28390: 2.16502126572981e-05
Position 152: 2.0021172785019894e-05
Position 672: 1.9213611266373626e-05
Position 927: 1.1671211373550972e-05
Position 1328: 1.1216810545375068e-05
Position 11664: 1.0195669100013129e-05
Position 23815: 9.601361251027056e-06
Position 738: 7.691835762281115e-06
Position 163: 7.350964873662177e-06
Position 23722: 6.767052341510286e-06
Position 141: 6.5520017320468156e-06
Position 797: 5.9471922642999194e-06
Position 23320: 4.483368041582108e-06
Position 748: 4.293718280991368e-06
Position 24340: 4.127783886217259e-06
Position 25924: 3.945075927007189e-06
Position 1531: 3.7598043567168924e-06
Position 23017: 3.7010935392667476e-06
Position 24088: 3.3031638046237195e-06
Position 24106: 2.971890446917572e-06
Position 904: 2.9367275475223735e-06
Position 23344: 2.7618601641911496e-06
Position 24308: 2.5848030897504897e-06
Position 509: 2.4101629683152315e-06
Position 1100: 2.4096466049659465e-06
Position 8538: 2.3477670510504495e-06
Position 303: 2.2994694025769285e-06
Position 1397: 2.2311315030623994e-06
Position 1364: 2.1418397059456487e-06
Position 728: 2.0399011363201556e-06
Position 1745: 1.0082694226824288e-06
Position 540: 9.826666159696277e-07
Position 1696: 9.696575888623078e-07
Position 1823: 8.992836437194667e-07
Position 1814: 8.378966280930472e-07
Position 1856: 7.909239943115587e-07
Position 34784: 7.8355731533042e-07
Position 1719: 7.674658947647216e-07
Position 397: 6.977316270438681e-07
Position 954: 6.155155608659634e-07
Position 1414: 4.29270730938162e-07
Position 132: 2.7614953097915324e-07
Position 20734: 2.463167929000313e-07
Position 22879: 6.239676310684639e-08
Position 22903: 6.181044888803528e-08
Position 22939: 3.6188985509314915e-08
Position 548: 2.6638929196376203e-08
Position 117: 2.289359621622463e-08
Position 22825: 1.45029732210566e-08
Position 708: 1.361973025009268e-08
Position 22640: 5.506612984992966e-09
Position 1088: 5.297049119052479e-10
Position 974: 6.162916333093312e-11
Position 99: 1.1366962066694036e-12
Position 204: 3.637053616285652e-13
Position 230: 5.403613438540255e-15
Position 223: 3.794417100976336e-15
