Gene = ANKUB1
Position 16675: 0.014730190728077214
Position 9276: 0.012841486385272476
Position 8066: 0.012175417841627885
Position 481: 0.010979762360899368
Position 14773: 0.009743018174560214
Position 3329: 0.009492611654088837
Position 14066: 0.009411007005882807
Position 14140: 0.007551974360293013
Position 2295: 0.006725314669059375
Position 14334: 0.006275276178887475
Position 5514: 0.0057750430927469495
Position 14411: 0.005415466995000574
Position 5314: 0.004734676697556775
Position 7163: 0.004326811075023666
Position 1445: 0.003982038852301564
Position 14788: 0.003827599547966229
Position 1429: 0.0034776828299959888
Position 4818: 0.00324860115504126
Position 12810: 0.0030849612227546817
Position 1744: 0.0030129098370105132
Position 1484: 0.0029460402404139292
Position 14737: 0.0021365794549513166
Position 4745: 0.001969312004868214
Position 649: 0.001957083346870937
Position 14815: 0.0018702193132844637
Position 12728: 0.0018083554506179295
Position 5628: 0.0014043488479876275
Position 1317: 0.0013601339652726558
Position 12979: 0.0013519155041061112
Position 1490: 0.001229918860369391
Position 2309: 0.0009810239953970186
Position 1334: 0.0009697226735323811
Position 13160: 0.0009381564522842859
Position 1605: 0.0008823230779950013
Position 877: 0.0008635142568312455
Position 3686: 0.0007902975792212877
Position 237: 0.0006358660064670469
Position 13029: 0.0006220152357003165
Position 1493: 0.0005984651506625017
Position 1682: 0.0005922657427206093
Position 3442: 0.0005837748819229637
Position 1935: 0.0005588013451651767
Position 397: 0.0005288725091649929
Position 1375: 0.0005158714503637314
Position 3362: 0.0005027802963374625
Position 1530: 0.0004666187479391922
Position 12531: 0.0003382644801029635
Position 4086: 0.0003002271868726481
Position 11622: 0.0002767464725707771
Position 860: 0.00024686969796787933
Position 203: 0.0002213922131847929
Position 1202: 0.00021470259927305102
Position 301: 0.00021245881467020698
Position 1279: 0.00020571116293179644
Position 1611: 0.00018941671713401269
Position 1011: 0.00018054640248641417
Position 405: 0.00016473343719939647
Position 620: 0.00015868481049085694
Position 900: 0.0001525482576092045
Position 331: 0.00015197242921387652
Position 656: 0.00014695860215130073
Position 1809: 0.00013802484924938397
Position 4099: 0.00013177130156960312
Position 1753: 0.0001221874145731265
Position 1222: 0.00012104735141302431
Position 5370: 0.00011607843578945976
Position 1346: 0.00011085066449328057
Position 1180: 0.00010282829487379565
Position 9419: 0.00010128052865390088
Position 824: 8.034804569749482e-05
Position 1240: 6.543819552428554e-05
Position 1852: 6.358576818782746e-05
Position 2932: 5.778471348053664e-05
Position 2716: 5.534434263997346e-05
Position 2884: 5.4270214409073836e-05
Position 5353: 5.1195995543936954e-05
Position 336: 4.7581656843451324e-05
Position 7334: 4.085799612943228e-05
Position 599: 3.99310098819724e-05
Position 1533: 3.835142807876221e-05
Position 3520: 3.758658127263884e-05
Position 5025: 3.564310472848492e-05
Position 5003: 3.4061353110704886e-05
Position 2910: 3.3064357941510586e-05
Position 2394: 2.6310267081812535e-05
Position 5335: 2.4447326458812645e-05
Position 1655: 2.2646468113231845e-05
Position 4118: 2.1174882616595937e-05
Position 729: 2.0018538708004865e-05
Position 422: 1.8896542278327165e-05
Position 525: 1.650803065312806e-05
Position 1704: 1.53007891956946e-05
Position 907: 1.470849041415568e-05
Position 2677: 1.3806830667232491e-05
Position 5078: 1.3107398987041012e-05
Position 4629: 1.2244857038596887e-05
Position 3359: 9.793188171986349e-06
Position 181: 9.589135255022057e-06
Position 534: 9.328217140005886e-06
Position 2042: 8.130556300365528e-06
Position 3924: 8.015205309507382e-06
Position 3718: 7.784912713012342e-06
Position 259: 7.498080856918462e-06
Position 2208: 6.912305023867658e-06
Position 740: 6.782454180708101e-06
Position 1139: 5.782097244451648e-06
Position 713: 5.535039337525043e-06
Position 1979: 5.384661277081104e-06
Position 4879: 5.148160496921923e-06
Position 4158: 4.304720288737577e-06
Position 964: 4.062703051618869e-06
Position 461: 3.674652870443436e-06
Position 1384: 3.533625070189061e-06
Position 864: 3.4212415506591294e-06
Position 256: 2.861050437784483e-06
Position 710: 2.231126950135408e-06
Position 2137: 1.908670296896885e-06
Position 150: 1.6953393811777335e-06
Position 2096: 1.0554191611343877e-06
Position 210: 1.0544742700534178e-06
Position 3466: 1.0126658600371321e-06
Position 346: 2.716970707811143e-07
Position 340: 2.5548878618808807e-07
Position 408: 2.219212792095634e-07
Position 625: 1.4004232292594474e-07
Position 126: 1.131826221679877e-07
Position 627: 8.186407807892316e-08
Position 546: 5.974173152477684e-08
Position 769: 4.929590710934317e-09
Position 948: 1.5517385852729951e-09
Position 1050: 7.189921451679849e-10
Position 79: 4.840360824421236e-10
Position 744: 4.4393083582626573e-10
Position 110: 4.2913203791763225e-10
Position 72: 1.2422728032623163e-10
Position 123: 1.2036325837116326e-13
