Gene = UIMC1
Position 42058: 1.5085167341851544e-05
Position 3314: 1.3071361542155625e-05
Position 940: 1.2325141002254016e-05
Position 1401: 1.1471059489823306e-05
Position 879: 1.1241657208082656e-05
Position 3182: 1.0689833603082489e-05
Position 519: 9.682643885704833e-06
Position 663: 8.45823611927014e-06
Position 534: 7.4599341727580185e-06
Position 343: 6.429119758666779e-06
Position 2331: 5.707573182553736e-06
Position 850: 5.43037871543465e-06
Position 957: 5.3078542958625366e-06
Position 844: 4.4646849664140345e-06
Position 2156: 3.90730935556225e-06
Position 289: 1.9907222574249886e-06
Position 217: 3.281947894683776e-07
Position 147: 1.583369522179012e-07
Position 359: 8.175547038189473e-08
Position 205: 3.0134818704440754e-08
Position 354: 2.034781487116869e-08
Position 349: 1.4708128554380054e-08
Position 357: 1.1907847168868539e-08
Position 258: 3.2543656182235785e-09
Position 336: 2.414568762528721e-09
Position 559: 1.1298695397907243e-09
Position 286: 7.457682707981047e-10
Position 368: 1.0024081430040229e-11
Position 549: 5.5223772824230394e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 23784: 0.9999999985394481
Position 30927: 0.9957165908909408
Position 37652: 0.9510327151482937
Position 4906: 0.8121189910078119
Position 41406: 0.7302141764166047
Position 26017: 0.5233786007573143
Position 3964: 0.28219045520551383
Position 32835: 0.278934538992639
Position 35541: 0.2560177143099157
Position 27132: 0.24131123773371288
Position 42192: 0.20305821212949254
Position 41155: 0.19753425268256192
Position 28042: 0.18736901847109338
Position 9458: 0.17297361485145346
Position 7244: 0.1625418925799301
Position 16004: 0.16161121152489552
Position 9345: 0.15804113232301362
Position 13629: 0.10050433259023688
Position 46382: 0.0755731294611417
Position 30507: 0.07121944098070868
Position 41498: 0.06744271333526268
Position 36701: 0.06592467489796626
Position 13665: 0.05736122216313096
Position 42564: 0.05474755898495015
Position 24953: 0.05233239552851933
Position 36733: 0.05174803786132542
Position 27090: 0.04764159651922993
Position 3619: 0.047587537279962844
Position 42718: 0.04552477067055086
Position 1067: 0.04091708912709733
Position 45194: 0.033466259659626914
Position 41376: 0.03284740935144192
Position 41934: 0.032470636634157654
Position 2762: 0.0317073293128368
Position 43655: 0.027478192840316624
Position 43291: 0.026299495948703844
Position 47422: 0.025443450591313102
Position 26808: 0.02495096542630837
Position 32831: 0.021975913293691245
Position 42532: 0.021907976026275044
Position 4865: 0.0201579876634064
Position 8730: 0.019250659415381
Position 31427: 0.01763601777721637
Position 44921: 0.015111408097627049
Position 3940: 0.014482833004070921
Position 4845: 0.01430287271613593
Position 7240: 0.01359579245954194
Position 40211: 0.01346444352326204
Position 7264: 0.011805925646293134
Position 1197: 0.010520810172628688
Position 26043: 0.010070752147104593
Position 43375: 0.009198271481990353
Position 1383: 0.0085592259227653
Position 1650: 0.00846986152673558
Position 3920: 0.00835000639811204
Position 39521: 0.008167643421582951
Position 41747: 0.007127745065065415
Position 26026: 0.006353196345314354
Position 35498: 0.00623755075005577
Position 39953: 0.005725259872670703
Position 4042: 0.0052353603488095425
Position 26832: 0.004961706686785991
Position 31103: 0.004625404503242205
Position 3937: 0.004285774173432405
Position 799: 0.004114324866916636
Position 38532: 0.004034055076290529
Position 1429: 0.003984174389386112
Position 38062: 0.003881945663039983
Position 743: 0.0038455131011794577
Position 35896: 0.0035761451663402647
Position 38508: 0.0034015185476542037
Position 1016: 0.00336217210143482
Position 38568: 0.0029744293947226285
Position 40624: 0.0026031973435307523
Position 766: 0.0023176052495556343
Position 2758: 0.0019865725188527323
Position 2997: 0.0019294660699963227
Position 452: 0.0019187171239729418
Position 1636: 0.0019020126418261354
Position 4818: 0.001809950820899003
Position 31372: 0.0018091884361458152
Position 40409: 0.001735191250192142
Position 1174: 0.0017075301672002296
Position 3987: 0.0016897875831135142
Position 3997: 0.0016791450393557734
Position 35228: 0.0016137214695025335
Position 1654: 0.001463083243210863
Position 41890: 0.001447412493230173
Position 777: 0.001439147001061988
Position 3772: 0.0013974191318733428
Position 4014: 0.0012854447238564099
Position 24998: 0.0011305779556818123
Position 1023: 0.0011112116037074805
Position 1797: 0.0010444609853839351
Position 31447: 0.0010431425125051945
Position 31918: 0.0010417400667274196
Position 40125: 0.0010167459608663308
Position 1136: 0.000994713730792427
Position 697: 0.0009048547908202646
Position 6548: 0.0008917064457637327
Position 3775: 0.0007756648456512102
Position 38903: 0.0007191501898716322
Position 404: 0.0007132985003142829
Position 8380: 0.0006578702837535679
Position 4296: 0.0006094369805790656
Position 964: 0.0005856363634375419
Position 8286: 0.0005415215633109276
Position 37957: 0.00046610240502635005
Position 6608: 0.0004279645520205486
Position 38698: 0.000385298300885084
Position 32523: 0.00036239546838078804
Position 37116: 0.00031200817887359656
Position 1717: 0.00028573012252766357
Position 33699: 0.0002534127069969452
Position 4292: 0.0002450139371610092
Position 434: 0.0002366797877188598
Position 753: 0.00018248069250439283
Position 6559: 0.0001718696741646044
Position 1824: 0.00016637210312307656
Position 4126: 0.00015563919943097825
Position 1350: 0.00014208588838737069
Position 4972: 0.0001418397806485638
Position 38038: 0.0001359463422436908
Position 1211: 0.0001343243910613472
Position 31597: 0.00011976845240526197
Position 32356: 0.00011518962229522995
Position 4637: 8.623465594349325e-05
Position 34501: 7.891356797107215e-05
Position 319: 7.130022510410064e-05
Position 34526: 7.034244235360905e-05
Position 32376: 6.82582128014163e-05
Position 7385: 6.001030221653605e-05
Position 2948: 5.457141481620027e-05
Position 2922: 4.9661039237548585e-05
Position 33675: 4.765481463916032e-05
Position 2038: 4.754226138049035e-05
Position 7411: 4.1013728883611747e-05
Position 3240: 3.8781006401387606e-05
Position 859: 3.41197457776725e-05
Position 1556: 3.289226866242648e-05
Position 1002: 2.371368269923061e-05
Position 31163: 1.9720976182739587e-05
Position 469: 1.4919198840040962e-05
Position 2352: 7.966274465315179e-06
Position 2313: 7.5200361216892265e-06
Position 2442: 7.29192584131904e-06
Position 31114: 6.899499415890669e-06
Position 418: 5.79651113417664e-06
Position 2538: 5.790585803777247e-06
Position 1224: 4.588460154486947e-06
Position 2919: 4.474098056248695e-06
Position 1203: 4.28301627205849e-06
Position 1868: 3.962031074550021e-06
Position 1607: 3.6695436784235025e-06
Position 2783: 3.218205308909989e-06
Position 587: 3.0723543303332305e-06
Position 1107: 1.8994603033970563e-06
Position 1289: 1.6059951913397472e-06
Position 2448: 1.5963529495556214e-06
Position 167: 1.4254511951366402e-06
Position 842: 1.18947406530344e-06
Position 701: 1.1025590986826595e-06
Position 1753: 8.972565135852113e-07
Position 1707: 8.054043168926573e-07
Position 715: 7.526231006020677e-07
Position 534: 5.83291164345555e-07
Position 705: 5.722045805007937e-07
Position 584: 5.644933187153983e-07
Position 283: 5.022662361162391e-07
Position 185: 4.923676675378206e-07
Position 1084: 4.5265015273140733e-07
Position 1076: 3.7203248569072354e-07
Position 637: 1.744901174955678e-07
Position 1243: 1.475545471859471e-07
Position 940: 1.3979132773303084e-07
Position 844: 1.1892367095099295e-07
Position 507: 3.2556463975796873e-08
Position 267: 2.4697652699119867e-08
Position 7643: 8.088214979447264e-10
Position 5093: 4.0644107126381276e-10
Position 4634: 1.1291162224315031e-13
Position 4705: 1.0865947081855553e-13
