Gene = NREP
Position 157: 6.220619257979205e-07
Position 879: 5.1909389679969e-07
Position 466: 5.003275501631949e-07
Position 856: 4.601155470046418e-07
Position 305: 4.5115851815557094e-07
Position 721: 2.5079448452282817e-07
Position 810: 2.109352474466994e-07
Position 1115: 1.5724297688670984e-07
Position 1199: 9.372488045703083e-08
Position 182: 8.9663879295987e-08
Position 796: 6.982126425207264e-08
Position 130: 5.1866304267944513e-08
Position 892: 4.846300466420981e-08
Position 24: 3.142733673909867e-08
Position 241: 2.1863664294157336e-08
Position 170: 9.458650957263477e-09
Position 5: 7.210818306340734e-09
Position 92: 2.937018374498881e-09
Position 357: 2.5085676260831635e-09
Position 468: 7.163545148818373e-10
Position 486: 7.016987647097329e-10
Position 290: 5.033679294579129e-10
Position 288: 4.9370959482980644e-14
Position 38: 2.639142809615445e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22085: 0.4321569598253751
Position 19148: 0.232783287858789
Position 5328: 0.21394304156193517
Position 13186: 0.18660736802760022
Position 19536: 0.0638270369556343
Position 9935: 0.049940012478432924
Position 6449: 0.041992892336820346
Position 5971: 0.03745811234135569
Position 4346: 0.03165756703674926
Position 12249: 0.026404345673122394
Position 9240: 0.026084662289457078
Position 15641: 0.010445363471548803
Position 9525: 0.00962640695180723
Position 1191: 0.009092468998656046
Position 491: 0.006989974946753659
Position 548: 0.0061634673342917945
Position 2512: 0.006145677199536467
Position 5272: 0.0061238507438762125
Position 7921: 0.005763513633434415
Position 466: 0.005468509904752098
Position 11150: 0.005050885071663386
Position 12145: 0.005040676944475863
Position 1010: 0.004243889754042292
Position 1517: 0.003029326940017032
Position 2793: 0.0025205346950043076
Position 2092: 0.0024916065639250073
Position 5335: 0.0024451187573950386
Position 7149: 0.002376850896521189
Position 8146: 0.0022531827038800092
Position 12522: 0.002196132882329848
Position 12460: 0.0021296729944973313
Position 12278: 0.001970575391799983
Position 529: 0.0017379058338510363
Position 7277: 0.0017333046712782324
Position 5216: 0.001709646666180331
Position 4664: 0.0014485609727346207
Position 753: 0.0014131182360587807
Position 3843: 0.0014043427269750286
Position 3335: 0.0013695263009292674
Position 7310: 0.0013035308801850351
Position 5891: 0.0012695745346680146
Position 8029: 0.0011865026764236845
Position 8658: 0.0010702129491345837
Position 4110: 0.0010389893944249573
Position 1568: 0.0010273427966859673
Position 1322: 0.0009745423424957868
Position 4722: 0.0009583579264287934
Position 2459: 0.0009044026292705929
Position 3867: 0.0008836470966345276
Position 4131: 0.0008404117548384022
Position 3185: 0.0007902843390281358
Position 2160: 0.0007471205404555101
Position 5910: 0.0007235339921820368
Position 1585: 0.0007002303759223932
Position 2359: 0.0006679956662066529
Position 8833: 0.0006093991838580496
Position 4927: 0.000575454567255808
Position 846: 0.0005549109120188271
Position 2389: 0.00054889960356263
Position 1488: 0.0005389806480455881
Position 2861: 0.0005269083624290103
Position 9546: 0.0005133512095260924
Position 510: 0.0005034671978049921
Position 1520: 0.00045113831186068974
Position 3114: 0.0004145163743537519
Position 3373: 0.0004101336823435894
Position 7587: 0.00036137794051012396
Position 6222: 0.00032584223079839804
Position 6633: 0.00031725609777353186
Position 2536: 0.00027935539496492606
Position 2897: 0.0002627572822017626
Position 4967: 0.0002467658193318165
Position 1238: 0.00024025101255785442
Position 1497: 0.00023633362944910273
Position 6920: 0.00022616433310922512
Position 269: 0.00021186675152488926
Position 5133: 0.00020276787592397
Position 3050: 0.0002027315106845077
Position 1459: 0.00020062444669615665
Position 6977: 0.00018650538449270057
Position 2719: 0.00017557857790564024
Position 2558: 0.00017205202010510433
Position 7324: 0.0001682308510149952
Position 1122: 0.0001590910466502289
Position 4580: 0.0001403661107616832
Position 1729: 0.0001238290221352336
Position 6291: 0.00012149908414506884
Position 399: 0.00011179167127440722
Position 3798: 0.00010902069185744747
Position 1554: 0.00010831171018147159
Position 6070: 0.00010779133839497278
Position 830: 9.920932345407493e-05
Position 4593: 9.346749050566785e-05
Position 2335: 9.222460320159206e-05
Position 6619: 8.946176085573997e-05
Position 2088: 8.516131013625346e-05
Position 3398: 8.355949588358396e-05
Position 4365: 8.318842431198285e-05
Position 5016: 6.975110155486634e-05
Position 3723: 5.726894438594208e-05
Position 3124: 5.47799013578522e-05
Position 3047: 4.935815630784841e-05
Position 210: 4.6202121193011846e-05
Position 1601: 4.542149104405949e-05
Position 2683: 4.0506002557061484e-05
Position 2630: 3.966197921629889e-05
Position 3275: 3.9356126462118305e-05
Position 1792: 3.847704302369925e-05
Position 3226: 3.63429293332666e-05
Position 3149: 3.6165455661853406e-05
Position 2664: 3.2208793045928305e-05
Position 638: 2.9033235613554242e-05
Position 604: 2.895208016639719e-05
Position 664: 2.6610765264806796e-05
Position 1352: 2.6490965380723084e-05
Position 1087: 2.5757234988065015e-05
Position 2305: 2.4967703516254773e-05
Position 327: 1.9488330838454448e-05
Position 1063: 1.7285999370720704e-05
Position 216: 1.380674617030625e-05
Position 895: 1.3098358867920942e-05
Position 554: 6.351658683443689e-06
Position 1267: 5.534972798611258e-06
Position 1387: 5.489175527613972e-06
Position 810: 1.4292214953163543e-06
Position 601: 1.2559068866052606e-06
Position 788: 1.158884494366444e-06
Position 1290: 1.1428343789551786e-06
Position 1153: 1.0619522170817124e-06
Position 1324: 9.090107359507923e-07
Position 2264: 6.861651974193581e-07
Position 1648: 5.044152618050965e-07
Position 668: 4.765922659315223e-07
Position 758: 3.822539528301442e-07
Position 644: 1.9956718572155178e-07
Position 692: 1.751229637620235e-07
Position 761: 1.7469382771267578e-07
Position 1195: 1.697287298829284e-07
Position 408: 1.4831832838900802e-07
Position 1501: 1.2973456071053918e-07
Position 686: 1.1034989211270731e-07
Position 288: 3.172414338052833e-08
Position 671: 1.688707002595346e-08
Position 1273: 9.857848671020701e-09
Position 856: 9.369431214435654e-09
Position 921: 6.930699171014603e-09
Position 337: 5.16382675246053e-09
Position 1296: 1.6386390355693596e-09
Position 277: 2.2876301187344442e-10
Position 241: 5.569510786838394e-11
Position 234: 5.112316555901398e-11
Position 673: 5.031980570892315e-11
