Gene = LECT2
Position 5407: 0.0013377244643282627
Position 4056: 0.0012281015841988509
Position 3020: 0.0011821417935460746
Position 1206: 0.0011778701040832847
Position 2453: 0.001166100961404467
Position 7777: 0.0011620921149387818
Position 3236: 0.0011051290105811573
Position 5012: 0.0010878417502710052
Position 7232: 0.0010367676966753733
Position 710: 0.0009781779095546928
Position 5060: 0.0009592676920794157
Position 3774: 0.0009375045490009338
Position 2279: 0.0009061471241996481
Position 2962: 0.0008882606360445722
Position 3756: 0.0008627357916975552
Position 656: 0.0008113656088234969
Position 6968: 0.000810686391274645
Position 2311: 0.0007486916498094698
Position 4445: 0.0007438052439881341
Position 7565: 0.000706993483491624
Position 3608: 0.0006772694124144354
Position 6667: 0.0006736921644272227
Position 2901: 0.0006693578919543301
Position 2104: 0.0006613424388667118
Position 6736: 0.0006481046035176729
Position 5419: 0.0006345501673970782
Position 2266: 0.0006235106669656579
Position 2678: 0.000612067712735806
Position 7048: 0.0005935352534981671
Position 2075: 0.0005881541579649385
Position 6954: 0.0005785129388774411
Position 7337: 0.0004921003726506552
Position 3480: 0.0004701799412226654
Position 4371: 0.00041934441318449334
Position 2219: 0.00041566296097835805
Position 7381: 0.0003846463417476287
Position 6770: 0.000378827509774803
Position 3684: 0.00037109064883821983
Position 3172: 0.00035808103589162225
Position 6578: 0.0003272045431842525
Position 7249: 0.0003225758392555564
Position 863: 0.0003121912050178854
Position 5994: 0.0002952425740884819
Position 383: 0.0002877550463773211
Position 3891: 0.00027617273846388405
Position 4831: 0.00027562369603790994
Position 335: 0.0002745513041414271
Position 950: 0.00027359841129314874
Position 659: 0.0002589519731344383
Position 3631: 0.00021843650587309802
Position 6236: 0.00020821802963356137
Position 6390: 0.00020414281767971448
Position 755: 0.00020084410675391337
Position 448: 0.00020068857900419106
Position 2752: 0.0001936920957180646
Position 5228: 0.00018065388707230596
Position 5801: 0.0001750981346639285
Position 5597: 0.00014306857815772807
Position 5440: 0.00012850716362298144
Position 2487: 0.00012800599549817084
Position 1695: 0.00012456798334948942
Position 5930: 0.00012454842784767435
Position 1490: 0.00012076395241432602
Position 6008: 0.00011850458472377781
Position 5295: 0.00011666770871013099
Position 4528: 0.0001143314502336597
Position 520: 0.00011192739911445096
Position 4729: 0.00010954352744561083
Position 5662: 0.00010277454548224144
Position 2971: 9.522248532348645e-05
Position 4096: 8.977639675952587e-05
Position 4270: 8.946324889184644e-05
Position 4673: 8.849587336204119e-05
Position 4292: 8.684837836976815e-05
Position 1786: 8.556486312851947e-05
Position 4412: 8.262669958744234e-05
Position 4041: 8.209333337751537e-05
Position 813: 7.338295485916977e-05
Position 1536: 7.221016204251798e-05
Position 2512: 5.369616365298573e-05
Position 3931: 5.166291981902779e-05
Position 4137: 4.718228303845622e-05
Position 1750: 4.08416375377046e-05
Position 3132: 3.9844697443287456e-05
Position 2921: 3.905929995404056e-05
Position 2281: 3.686008634525136e-05
Position 1875: 3.245655974939524e-05
Position 1579: 2.9521453165697456e-05
Position 2829: 2.8428803459733223e-05
Position 1741: 2.8150362114845897e-05
Position 1669: 2.788990979938189e-05
Position 2005: 2.5347673099744232e-05
Position 1948: 2.449815763095592e-05
Position 722: 2.4430494879089254e-05
Position 2149: 2.4364344577401486e-05
Position 3996: 2.3934997613088823e-05
Position 1037: 2.370829022568413e-05
Position 1546: 2.157243341916545e-05
Position 4920: 2.08779682086383e-05
Position 1701: 1.9301654095627847e-05
Position 1861: 1.750720446822025e-05
Position 3027: 1.707762533096084e-05
Position 1178: 1.7000186345321396e-05
Position 823: 1.656988526181976e-05
Position 4945: 1.6247465593168693e-05
Position 3497: 1.6074856922527067e-05
Position 492: 1.5595454072324597e-05
Position 1585: 1.5046274486944407e-05
Position 461: 1.5010672951147822e-05
Position 1183: 1.4881069224042533e-05
Position 605: 1.3689929232743785e-05
Position 2336: 1.3552564273141687e-05
Position 2568: 1.3244537361311881e-05
Position 781: 1.2804405499688203e-05
Position 868: 1.0893803224957047e-05
Position 623: 1.0593640879718904e-05
Position 531: 9.957944147894265e-06
Position 351: 9.877696755077186e-06
Position 1744: 9.56929273308162e-06
Position 909: 9.557977286928378e-06
Position 1218: 8.581127652803638e-06
Position 629: 8.02435901139928e-06
Position 666: 7.51056948944264e-06
Position 1589: 7.319120174117105e-06
Position 3809: 5.838764105207235e-06
Position 769: 5.07591034895212e-06
Position 216: 4.839669808127875e-06
Position 3317: 4.0203903248266115e-06
Position 1709: 4.0144683370214326e-06
Position 147: 3.683379647497372e-06
Position 731: 3.5348334311966614e-06
Position 414: 3.4056453091722687e-06
Position 1722: 3.018999000726434e-06
Position 2116: 1.9120115252449525e-06
Position 1983: 1.7086175077107234e-06
Position 956: 1.6320419856164087e-06
Position 826: 1.5315731478762318e-06
Position 1007: 1.438549384434041e-06
Position 1922: 1.2566587768101338e-06
Position 403: 1.1633473307681622e-06
Position 2036: 1.0602234609513285e-06
Position 2291: 9.080396494522724e-07
Position 2359: 8.575415582524486e-07
Position 1858: 6.219858115654752e-07
Position 1974: 5.703064311867158e-07
Position 2536: 3.408452998742384e-07
Position 2519: 3.0319739109809576e-07
Position 2163: 2.766893918952315e-07
Position 4260: 1.9246182383067138e-07
Position 4385: 1.8868529107112016e-07
Position 1965: 1.8153260755037805e-07
Position 3038: 1.2213295986999557e-07
Position 2764: 8.508293330237811e-08
Position 2634: 8.017238538558982e-08
Position 2794: 7.822403306712871e-08
Position 1883: 7.406457769712022e-08
Position 3958: 7.363250151107629e-08
Position 1953: 7.146307976997424e-08
Position 1797: 5.9542415278327305e-08
Position 2322: 4.2315339572700645e-08
Position 1725: 1.3201170880016144e-08
Position 2613: 5.046598656525978e-09
Position 2531: 6.682731327660166e-10
