Gene = SSU72
Position 916: 0.00035250648241253027
Position 2704: 0.00035175916585513653
Position 2874: 0.0003517035427726615
Position 9996: 0.0003401559813043884
Position 514: 0.0003299687445541848
Position 10109: 0.00032219868965410026
Position 11873: 0.0003150717605626629
Position 3006: 0.0002799642140686137
Position 1799: 0.00027080737678581704
Position 10733: 0.00021654246374068153
Position 2842: 0.00019521435845185756
Position 342: 0.0001860000074568475
Position 1331: 0.0001254102543937313
Position 10135: 9.752882357079472e-05
Position 13498: 6.715557918325952e-05
Position 10464: 9.9770563762595e-06
Position 10528: 8.422827817480561e-06
Position 333: 3.4574379655119604e-06
Position 907: 3.1428563305461183e-06
Position 243: 2.901117129398114e-06
Position 769: 2.5096636947074513e-06
Position 522: 2.2527402697606033e-06
Position 1135: 2.22481782103878e-06
Position 787: 1.8413315414788303e-06
Position 128: 1.6709175705903535e-06
Position 339: 1.0662080143314522e-06
Position 1157: 9.8661877921854e-07
Position 615: 9.608852423881762e-07
Position 551: 9.5972105188131e-07
Position 455: 7.396071715109134e-07
Position 1062: 5.63144108552932e-07
Position 37: 5.522055566265829e-07
Position 610: 4.847614349267553e-07
Position 94: 3.7901337727829476e-07
Position 395: 3.4066492019543484e-07
Position 31: 3.392268006154464e-07
Position 618: 3.3609717525091156e-07
Position 813: 2.176992906519996e-07
Position 662: 2.1066821730994435e-07
Position 958: 1.3551450687252174e-07
Position 930: 1.226669222286386e-07
Position 1126: 3.823343388113752e-08
Position 1100: 2.8189240563109845e-08
Position 989: 1.8120844229236524e-08
Position 115: 3.9294603311237594e-09
Position 344: 1.997665964188064e-09
Position 70: 1.7672580483964959e-09
Position 6: 1.4041961194448126e-09
Position 202: 1.3635370132734032e-09
Position 209: 8.076881750465203e-10
Position 410: 2.249079210522701e-10
Position 26: 1.2421684201663373e-10
Position 320: 5.402293362469319e-11
Position 172: 1.6563716975116167e-11
Position 199: 5.983436218737415e-14
Position 317: 1.2588143222109586e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 32701: 0.9989877309743022
Position 9952: 0.9953154382341077
Position 10453: 0.8606153126585143
Position 12003: 0.5459463866794431
Position 13106: 0.21685886616596745
Position 22662: 0.17490225409422602
Position 15471: 0.15325408893077475
Position 16508: 0.11782154669198883
Position 13363: 0.09047258206212606
Position 32884: 0.06266767251902759
Position 10428: 0.045724398928298556
Position 6831: 0.045719328074882465
Position 9182: 0.03880603418757077
Position 10613: 0.03238904651257757
Position 9125: 0.02859223206410095
Position 5536: 0.027151346945250027
Position 9319: 0.026952059930493166
Position 5369: 0.026688244802856215
Position 7434: 0.02604851665417383
Position 10172: 0.025795869482739608
Position 11769: 0.02530668783834657
Position 10193: 0.02281205712324772
Position 11828: 0.020308117954914304
Position 15532: 0.019973635321120644
Position 13366: 0.017744238580534918
Position 13381: 0.017283870167066038
Position 4589: 0.013796954465088346
Position 11836: 0.01296521983798731
Position 854: 0.010965786321930938
Position 1245: 0.010132114639051086
Position 11775: 0.008839271344026376
Position 7116: 0.006993024991200794
Position 7119: 0.006964359538198952
Position 3103: 0.006547895228514082
Position 4783: 0.006520039740449934
Position 14050: 0.005280490993817505
Position 12006: 0.0050789753343607235
Position 7703: 0.004460968596849614
Position 9081: 0.0039204445937903905
Position 14075: 0.0038710015906893106
Position 16504: 0.0037953721803031318
Position 4593: 0.0036975524931044525
Position 10148: 0.0034366542469683363
Position 6963: 0.003090455229243528
Position 12696: 0.002981871082812012
Position 4816: 0.0028746547150206164
Position 4519: 0.0026657902354622993
Position 475: 0.0026020069035862753
Position 1446: 0.0020442168062485707
Position 12039: 0.0019076641748712834
Position 4676: 0.0017656043492307106
Position 10175: 0.0017107585146363873
Position 5511: 0.0017106052896150336
Position 6983: 0.0015639020893222476
Position 4700: 0.0015129500590182396
Position 1062: 0.001508206527171466
Position 4840: 0.0013330733948609774
Position 11657: 0.0013240892672654726
Position 972: 0.001246636559119717
Position 10223: 0.0011046077218376334
Position 9987: 0.0010983299642295162
Position 1177: 0.0010741473242869971
Position 6635: 0.001072349246297717
Position 3210: 0.0009873435534281491
Position 1744: 0.0009767053273407882
Position 6735: 0.0009363849094900541
Position 930: 0.0009307496347707841
Position 3180: 0.0008560066655018309
Position 891: 0.0008558971400849375
Position 2774: 0.0008268821152931326
Position 4309: 0.0008260699100365791
Position 10679: 0.000789220817696847
Position 10616: 0.0007733913659790061
Position 5487: 0.000757942810988643
Position 5203: 0.000741936883230055
Position 10269: 0.0006798148988673062
Position 5246: 0.0006596175899585644
Position 10225: 0.0005990080762044991
Position 1747: 0.0005975481782668346
Position 359: 0.000586268976486308
Position 11500: 0.0005765190582238454
Position 4003: 0.0005752751043313277
Position 12855: 0.000531642475366369
Position 4491: 0.0005227084940826049
Position 3310: 0.00036837937263159074
Position 2607: 0.00035175916585513626
Position 11503: 0.00034364040339956845
Position 13042: 0.0003291463364482738
Position 10293: 0.00030068647821751495
Position 1798: 0.0002824620299001939
Position 15562: 0.0002671735683874808
Position 1613: 0.0002632984382213381
Position 3185: 0.00024881274105720107
Position 13403: 0.00021428634730653423
Position 11713: 0.00020981042488434336
Position 10701: 0.00019928918752523157
Position 10744: 0.00018215301429771826
Position 10275: 0.00016011053855769576
Position 9916: 0.00011564519335616831
Position 22228: 8.520464207614887e-05
Position 12579: 8.416685200103352e-05
Position 16996: 5.964146539607025e-05
Position 6768: 4.4481264222684554e-05
Position 5402: 3.1669191174236467e-05
Position 20972: 2.5139329815167267e-05
Position 22629: 2.2591962602657836e-05
Position 5096: 2.0002905231131583e-05
Position 17463: 1.793455208916497e-05
Position 5541: 1.59340794217036e-05
Position 16675: 1.4483500043252468e-05
Position 20969: 1.1240535127651571e-05
Position 6690: 1.0927465333299382e-05
Position 20799: 9.139049247867645e-06
Position 13293: 6.21341190514542e-06
Position 19717: 5.785762090080036e-06
Position 11013: 4.402432312005417e-06
Position 1616: 4.389984205450757e-06
Position 18355: 4.1409932541594075e-06
Position 1011: 3.7949395526523956e-06
Position 10801: 2.7911421610854607e-06
Position 11010: 2.496512437121769e-06
Position 3123: 2.1726504824424707e-06
Position 3230: 1.7553782067437471e-06
Position 1023: 1.6889461746081585e-06
Position 14385: 1.555948140373775e-06
Position 578: 1.468706574449013e-06
Position 534: 1.1920830450117575e-06
Position 1442: 9.807540738878902e-07
Position 15338: 8.568430555537065e-07
Position 11334: 7.347375631926005e-07
Position 12558: 3.6939718843083026e-07
Position 12328: 3.364001894483793e-07
Position 627: 3.208677444372422e-07
Position 784: 2.885377598720401e-07
Position 554: 2.1059197285439516e-07
Position 391: 1.474701915264405e-07
Position 352: 1.3263995465189296e-07
Position 989: 1.1337479609196378e-07
Position 1031: 9.868432026743638e-08
Position 491: 8.082548427631874e-08
Position 147: 4.261467188753637e-08
Position 545: 3.0744376603495465e-08
Position 1092: 2.9532110491712484e-08
Position 485: 1.5440079920884833e-08
Position 10646: 4.310679681636079e-10
Position 10623: 3.6750859839137026e-10
