Gene = ATP6V1A
Position 658: 1.1503969109519738e-05
Position 384: 9.440561791432743e-06
Position 514: 8.82993451627802e-06
Position 320: 5.301325674541581e-06
Position 1220: 5.089195161877506e-06
Position 324: 4.983983852356429e-06
Position 414: 4.8686736281712244e-06
Position 621: 3.6604009547432333e-06
Position 1476: 3.3826027785220973e-06
Position 1495: 3.2860150101024092e-06
Position 835: 2.818443938748667e-06
Position 575: 2.773270875134866e-06
Position 516: 2.5221272703415385e-06
Position 1499: 1.716061051413466e-06
Position 171: 1.467779511270113e-06
Position 912: 1.210074114238151e-06
Position 586: 8.148019094062961e-07
Position 510: 5.662229351551282e-07
Position 649: 3.576275436683304e-07
Position 492: 3.233313583018247e-07
Position 165: 3.1355100906603067e-07
Position 1337: 1.200209140713062e-07
Position 780: 9.136314912384802e-08
Position 733: 8.352507140876552e-08
Position 157: 3.8821967899250215e-09
Position 153: 2.9147030317671146e-09
Position 169: 2.7733344693436146e-09
Position 496: 1.2498123759494852e-09
Position 151: 1.141881809029167e-09
Position 482: 7.702016107475793e-10
Position 132: 6.484315594062648e-10
Position 160: 5.658042402485364e-10
Position 162: 2.524843411192284e-10
Position 144: 1.8464427274344802e-10
Position 147: 1.2810887431385005e-10
Position 134: 2.31265761143281e-11
Position 94: 9.20766187378267e-13
Position 91: 7.006783295476268e-13
Position 120: 2.7057423126352968e-17
