Gene = RP11-11N7.5
Position 4569: 2.6645937699506143e-05
Position 4246: 2.6260349955596117e-05
Position 2025: 2.3581221088607105e-05
Position 4422: 2.003872283774996e-05
Position 2231: 1.7893422375945044e-05
Position 3579: 1.777864578989441e-05
Position 3077: 1.7714471566138572e-05
Position 312: 1.71269414734482e-05
Position 1172: 1.6690956159656555e-05
Position 2725: 1.5174558786832624e-05
Position 2738: 1.2786840890440762e-05
Position 3096: 1.228704645826867e-05
Position 794: 9.176925339314557e-06
Position 1410: 8.597495407361441e-06
Position 1116: 7.9589675358731e-06
Position 733: 7.537422447996127e-06
Position 916: 7.232197794428037e-06
Position 500: 5.75375988942001e-06
Position 1146: 4.083572297353407e-06
Position 192: 4.002927438273313e-06
Position 664: 3.475457640390669e-06
Position 1795: 2.5073082677046134e-06
Position 869: 2.49812848588443e-06
Position 168: 2.366859073289472e-06
Position 462: 2.098389571893319e-06
Position 260: 1.9902347228847517e-06
Position 1291: 1.964922661685441e-06
Position 206: 1.6633289905890804e-06
Position 1461: 1.1203540966848581e-06
Position 1598: 8.89074941120093e-07
Position 1502: 8.1873870532809e-07
Position 1347: 8.185974320670751e-07
Position 3167: 5.324580348313564e-07
Position 3299: 4.48805929919438e-07
Position 598: 2.4524817420810694e-07
Position 264: 2.3247696930446635e-07
Position 425: 2.2956891459075984e-07
Position 696: 2.2062577245932535e-07
Position 618: 2.0746202665042212e-07
Position 644: 2.0694977907468036e-07
Position 361: 1.714699248095541e-07
Position 314: 1.5562628295103664e-07
Position 578: 1.0804705360539538e-07
Position 628: 7.638305637169593e-08
Position 521: 3.963860803317501e-08
Position 667: 3.55317920906481e-08
Position 1096: 2.8049282701563743e-08
Position 570: 2.1217311178874033e-08
Position 436: 8.822940924491718e-09
Position 1008: 4.918450140891057e-09
Position 1144: 1.4553121668030224e-09
Position 512: 2.7189613591525783e-10
Position 468: 2.473638779035567e-10
Position 221: 1.6561490787372186e-10
Position 518: 1.1537367550964433e-10
Position 434: 9.704901880357135e-11
Position 587: 4.743208658493011e-11
Position 115: 5.139495228389433e-12
Position 136: 1.4944919831181672e-12
Position 73: 2.0919547134814448e-13
Position 120: 6.140186798645026e-14
Position 86: 2.910243263702678e-15
Position 129: 9.944014996262265e-16
Position 97: 4.175660729008613e-16
