Gene = TCEANC2
Position 240: 8.795939366155765e-05
Position 1782: 8.754558168781277e-05
Position 406: 7.297398168825748e-05
Position 403: 6.882621475241047e-05
Position 336: 6.098281241155238e-05
Position 314: 3.911322801395264e-05
Position 605: 3.267505828838918e-05
Position 584: 2.782590394951641e-05
Position 3300: 2.6484740934113992e-05
Position 526: 1.8906466750555227e-05
Position 180: 1.8169386854610918e-05
Position 67: 1.093005169770672e-05
Position 1747: 8.500432859073997e-06
Position 546: 8.182260899693172e-06
Position 392: 8.044113633194538e-06
Position 115: 7.646482056781946e-06
Position 1205: 5.57147527487574e-06
Position 1147: 4.556236585880821e-06
Position 1268: 3.846410370719354e-06
Position 348: 3.470235374746215e-06
Position 1504: 2.801149164651144e-06
Position 28: 2.08315917163079e-06
Position 1736: 1.2811907332565342e-06
Position 1198: 9.574898928929766e-07
Position 1201: 5.31236394429938e-07
Position 1124: 4.0168783292769755e-07
Position 2022: 2.706342820489706e-07
Position 2540: 2.2025344853369803e-07
Position 977: 4.399907200443792e-08
Position 953: 3.237809233666033e-08
Position 72: 1.2396451687851455e-08
Position 1315: 2.132295597855016e-09
Position 1168: 2.099866656192775e-09
Position 991: 9.912378419237986e-10
Position 297: 2.659209749106436e-10
Position 177: 1.9594259037937096e-10
Position 1220: 5.100008841057609e-11
Position 1077: 4.7921795390625184e-11
Position 1214: 4.373728076559632e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 779: 0.9845620902949118
Position 15154: 0.7939031882076099
Position 14730: 0.5924724268049302
Position 18820: 0.36278788991738914
Position 19389: 0.26664115149891526
Position 13266: 0.21117019920531654
Position 18235: 0.20090871595373047
Position 13222: 0.17874978745742484
Position 13608: 0.10176223511459687
Position 11419: 0.09996133902936048
Position 23716: 0.07476043239568889
Position 17902: 0.05993774868542978
Position 8023: 0.04984205704929097
Position 10472: 0.04673848414157141
Position 1903: 0.03041775540192014
Position 13190: 0.02172683155841146
Position 1927: 0.020172049961484275
Position 14951: 0.01934007727611834
Position 8808: 0.015072483961459184
Position 17064: 0.011479068002518678
Position 18144: 0.011024356664968126
Position 1979: 0.007236217449766428
Position 7241: 0.007071517687897501
Position 6071: 0.006837850022021334
Position 8755: 0.006314294135285658
Position 15454: 0.0058374450336173625
Position 17717: 0.005513180712757468
Position 2143: 0.005133467273358842
Position 8487: 0.004862108211775048
Position 5457: 0.00458141176544718
Position 850: 0.004422893198556691
Position 16259: 0.0043929886364063786
Position 15420: 0.0041492385889620054
Position 16378: 0.004016387325484337
Position 756: 0.0037098564519209083
Position 16630: 0.0035971125955685627
Position 5997: 0.0033711681294647656
Position 303: 0.002997403115644516
Position 15382: 0.0029481259285711386
Position 9965: 0.0027153582776787877
Position 2728: 0.002134668347258979
Position 1397: 0.0020799869933992086
Position 801: 0.0015880100195375386
Position 293: 0.0014849339934430211
Position 1074: 0.0014491745927136803
Position 8442: 0.0014257822908200315
Position 9928: 0.0013558607452772722
Position 3645: 0.0013098725116778066
Position 1957: 0.0012849111925243171
Position 253: 0.00077736644809859
Position 13059: 0.0006334316473144675
Position 5974: 0.0005568861432045727
Position 11006: 0.000409405909783454
Position 2565: 0.00036044945366228313
Position 2448: 0.00034275615940290277
Position 3774: 0.0002798568912353264
Position 8599: 0.00023613326197218854
Position 1628: 0.0002105892980109293
Position 1401: 0.00018176411622488616
Position 6418: 0.00018148215262434178
Position 10056: 0.00017225870797535461
Position 4646: 0.000167990285732239
Position 4974: 0.00016120131509488907
Position 6224: 0.0001299869217300054
Position 8136: 0.00012778667891248736
Position 10257: 0.0001058528201667134
Position 7658: 0.00010185425089984587
Position 369: 8.702330869935324e-05
Position 8525: 8.668318341144495e-05
Position 1039: 8.026655409142897e-05
Position 3665: 7.616088663828647e-05
Position 452: 7.584227420357923e-05
Position 696: 7.45312669404773e-05
Position 6264: 7.409276580952694e-05
Position 9353: 7.230741885330505e-05
Position 1310: 7.154295308176797e-05
Position 2362: 6.698208961780949e-05
Position 3192: 5.838750469153833e-05
Position 5436: 5.751837668891603e-05
Position 605: 5.645473538134397e-05
Position 3981: 5.1810827261123096e-05
Position 5396: 5.1668092583129525e-05
Position 7015: 4.767811622471996e-05
Position 7984: 4.627749727855912e-05
Position 2452: 4.4549912825141616e-05
Position 2387: 3.954170363374385e-05
Position 637: 3.453900598942099e-05
Position 5000: 3.436514473789587e-05
Position 290: 3.1326590389160247e-05
Position 4057: 3.0996968675475146e-05
Position 4214: 3.073031495445617e-05
Position 2480: 2.936491307080072e-05
Position 5786: 2.6922127894748588e-05
Position 3090: 2.600004628379929e-05
Position 4877: 2.5837548556695873e-05
Position 5515: 2.3048356060235986e-05
Position 3957: 2.1547240851863317e-05
Position 4696: 2.1152507278213925e-05
Position 5082: 1.933012335741588e-05
Position 2016: 1.793401809154801e-05
Position 2021: 1.6544261425723784e-05
Position 5576: 1.599619854587675e-05
Position 670: 1.586959778727454e-05
Position 4508: 1.5119594911225463e-05
Position 255: 1.4699396007404255e-05
Position 4264: 1.4571638282855233e-05
Position 738: 1.3244079130075133e-05
Position 622: 1.3047501012013185e-05
Position 4172: 1.0060733089945756e-05
Position 1421: 9.8913398769193e-06
Position 792: 9.728137268315484e-06
Position 2299: 9.177486397495757e-06
Position 745: 8.935219896389187e-06
Position 1547: 8.829697422987256e-06
Position 1265: 8.389203693631993e-06
Position 2630: 8.295780854670023e-06
Position 344: 8.185500909614133e-06
Position 3986: 7.513680024075713e-06
Position 3500: 6.791908593071192e-06
Position 2907: 6.465152761351803e-06
Position 1155: 5.898427597847251e-06
Position 542: 5.692943859676211e-06
Position 1201: 5.272954856913739e-06
Position 2241: 5.267225654722682e-06
Position 1544: 4.893596187339141e-06
Position 323: 4.19830793285562e-06
Position 1325: 3.7523038419100267e-06
Position 805: 3.3677757012685162e-06
Position 2511: 3.164450180142508e-06
Position 262: 3.0143883064382015e-06
Position 580: 2.5397398167519904e-06
Position 2527: 1.7060310148513555e-06
Position 272: 1.6474482841411224e-06
Position 336: 1.5020683820378309e-06
Position 2503: 1.46868460968727e-06
Position 223: 1.399691892310705e-06
Position 492: 1.2494346716771232e-06
Position 890: 8.744099078988159e-07
Position 1929: 5.517931931599949e-07
Position 220: 5.50706032046994e-07
Position 923: 5.43890989787709e-07
Position 639: 4.899055640478613e-07
Position 472: 2.747737292077453e-07
Position 470: 2.498458706470208e-07
Position 1573: 1.7256705391183014e-07
Position 1823: 1.080509764546563e-07
Position 1642: 9.556349449132415e-08
Position 1662: 9.267950678950686e-08
Position 1703: 6.838019681569775e-08
Position 564: 4.183001968402913e-08
Position 857: 3.586165778082307e-08
Position 560: 2.0756854372696063e-08
Position 1001: 1.659688248185577e-08
Position 587: 1.0916007424204367e-08
Position 479: 1.0033308193005904e-08
Position 862: 3.746251760032753e-09
Position 544: 1.5414442285180038e-09
Position 698: 1.4842282502822839e-09
Position 876: 1.4656145860902105e-09
Position 902: 1.219048095170095e-09
Position 207: 1.4085800227527743e-12
Position 173: 4.134825388179668e-13
