Gene = YAE1D1
Position 884: 3.1723485645313256e-06
Position 1364: 2.1235617102161307e-06
Position 997: 1.8368884690315506e-06
Position 568: 1.785213872829903e-06
Position 614: 1.7545071336607643e-06
Position 1429: 1.6951210295218896e-06
Position 995: 7.421572136676211e-07
Position 449: 4.839663238641656e-07
Position 557: 3.6776022051444976e-07
Position 256: 2.16357773233121e-07
Position 562: 2.1057547339227278e-07
Position 135: 2.026762115655884e-07
Position 112: 1.8167022560800555e-07
Position 463: 1.610825224059473e-07
Position 625: 1.307184754350306e-07
Position 245: 7.596414687775799e-08
Position 235: 5.97523270717297e-08
Position 115: 2.458169619578473e-08
Position 109: 8.722429287463173e-09
Position 1207: 1.272339007480228e-10
Position 75: 1.896202164232656e-12
