Gene = ZC3H11A
Position 1590: 7.862057007895344e-06
Position 55183: 6.452054217865597e-06
Position 43565: 6.042033858714647e-06
Position 244: 4.7307692681585735e-06
Position 1726: 4.3028064827185416e-06
Position 1388: 4.155995162171397e-06
Position 34574: 4.128615002560705e-06
Position 38241: 4.0144641602306935e-06
Position 544: 3.952500678461961e-06
Position 171: 3.693802544112415e-06
Position 1559: 3.4998988905732996e-06
Position 1452: 3.2129741970285017e-06
Position 895: 3.189590745640827e-06
Position 1526: 3.181719268442467e-06
Position 258: 2.8380145116949067e-06
Position 45893: 1.935437774213693e-06
Position 929: 1.5838159494876148e-06
Position 501: 1.078316639141626e-06
Position 1904: 1.044781393614945e-06
Position 182: 9.96054845869649e-07
Position 666: 8.155333538884908e-07
Position 639: 7.467931907340112e-07
Position 499: 6.702824945696003e-07
Position 34625: 6.355001006960118e-07
Position 34599: 6.34261500975689e-07
Position 36100: 5.282774223874219e-07
Position 328: 4.988931355869609e-07
Position 513: 4.268302851102337e-07
Position 39384: 4.1882522230715853e-07
Position 188: 1.7126109102173714e-07
Position 42461: 1.6061220604810307e-07
Position 35702: 1.595910251271026e-07
Position 549: 1.5756108392149588e-07
Position 582: 1.1156384319296482e-07
Position 246: 5.560653825096e-08
Position 36288: 4.2231206185019924e-08
Position 750: 2.7118405764570847e-08
Position 193: 2.4255943795687068e-08
Position 748: 2.346233398571212e-08
Position 891: 2.1719591777755543e-08
Position 180: 2.0002395696716984e-08
Position 743: 1.5438555805071604e-08
Position 756: 1.4868876942422882e-08
Position 897: 5.570907168250475e-09
Position 910: 4.116113076199045e-09
Position 322: 5.759308658863037e-10
