Gene = SSC4D
Position 343: 2.4917646710472537e-06
Position 345: 2.166754638454276e-06
Position 347: 1.946425932858521e-06
Position 369: 1.312651627363476e-06
Position 349: 1.137478089761968e-06
Position 57: 8.991191013415266e-07
Position 351: 8.645706690300905e-07
Position 319: 7.666476495154679e-07
Position 353: 7.578805396434911e-07
Position 355: 7.098632167926875e-07
Position 357: 7.039099061842086e-07
Position 359: 6.690061114355596e-07
Position 480: 6.15373929426943e-07
Position 361: 5.675079179130462e-07
Position 365: 5.419079946788425e-07
Position 242: 5.195277075506267e-07
Position 363: 5.178024232683122e-07
Position 327: 3.19005301643914e-07
Position 325: 2.653127866520574e-07
Position 587: 2.4520335378797843e-07
Position 165: 1.3633935801810392e-07
Position 139: 2.1367581087024647e-08
Position 564: 1.2195209282636448e-08
Position 163: 1.8722505022628437e-09
Position 307: 2.1934599404940147e-11
Position 367: 2.116123020115122e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10897: 0.9391383735119757
Position 15978: 0.9165775375813107
Position 6489: 0.9078645478342631
Position 14364: 0.8723667983612706
Position 17653: 0.8338731449503644
Position 15737: 0.8165359369869124
Position 8651: 0.6803695965590061
Position 19319: 0.5824979027378416
Position 11996: 0.5417815045887527
Position 11862: 0.4673063366594495
Position 9103: 0.35330055127663307
Position 5189: 0.29641454470078404
Position 136: 0.2933176823909255
Position 9280: 0.20540891258674482
Position 15773: 0.14708882295487832
Position 17872: 0.13779265261761733
Position 1320: 0.10764107030067784
Position 20097: 0.09581193189374436
Position 17885: 0.07684073308789072
Position 1437: 0.06771635295572878
Position 4119: 0.06482977906217391
Position 14526: 0.06280344384261634
Position 14546: 0.055051709371429426
Position 14274: 0.054363983416073854
Position 19980: 0.05087153401467745
Position 17555: 0.04657083050422641
Position 11427: 0.03963813522465822
Position 1464: 0.0387870700683588
Position 19697: 0.0382272487818101
Position 9176: 0.038032184672808236
Position 13464: 0.036596375957081116
Position 20226: 0.03467851832353393
Position 19303: 0.032721201141516026
Position 15790: 0.0326420173860586
Position 9497: 0.03222958345332368
Position 18277: 0.03031769255058726
Position 483: 0.03010120188656559
Position 208: 0.0293097177214664
Position 19447: 0.02923836370582377
Position 6533: 0.028175830526291207
Position 5255: 0.028132198125434927
Position 13369: 0.026961159363913405
Position 5437: 0.02681424531594905
Position 18740: 0.025340643571476612
Position 7629: 0.025046005248468818
Position 1334: 0.024899000489357462
Position 1344: 0.023123532305724875
Position 9228: 0.021477637258853943
Position 16417: 0.020821282241243442
Position 8428: 0.020487309211069685
Position 18567: 0.020054058893328643
Position 20266: 0.019881863353364174
Position 10756: 0.019511810680440906
Position 11680: 0.017577688157155866
Position 14301: 0.01738107004487441
Position 12304: 0.013377588902307076
Position 578: 0.012891972141198442
Position 9151: 0.012214660291574453
Position 10914: 0.011708449625146933
Position 16909: 0.011417852931281114
Position 183: 0.011190225936838018
Position 19653: 0.011103089689633536
Position 13120: 0.010072043538498093
Position 14388: 0.0096731819724427
Position 8687: 0.00960898782744268
Position 9324: 0.009324550185681983
Position 1278: 0.009160994662184908
Position 9128: 0.008996473274518585
Position 14563: 0.00863131084444664
Position 18587: 0.008406068699711017
Position 16110: 0.008105882637008299
Position 8600: 0.007748237279414742
Position 9516: 0.007640517268997346
Position 5522: 0.006830658670992774
Position 1441: 0.006339887595481243
Position 11549: 0.0061839975138135985
Position 1164: 0.00613931688549808
Position 9086: 0.006131886338584372
Position 730: 0.0060951261580284855
Position 11717: 0.006011792398687144
Position 7600: 0.005293645948771594
Position 1349: 0.00507882191765832
Position 10307: 0.004985846959043395
Position 14572: 0.004293089509277904
Position 8655: 0.004265694371831387
Position 8837: 0.004170676674212461
Position 18881: 0.004139159358884651
Position 18297: 0.0038307079893212382
Position 11776: 0.003592967590601576
Position 20282: 0.0034187374156562232
Position 18273: 0.0034027795637338984
Position 7758: 0.0033401833669952493
Position 377: 0.0031918285103789204
Position 19262: 0.0028589203613841154
Position 19953: 0.0026445295735315942
Position 8438: 0.0025168229182580527
Position 11707: 0.0023576712767349552
Position 6762: 0.0023128473468032843
Position 19602: 0.002285123492424271
Position 7666: 0.002249525491676687
Position 541: 0.0021319337803783743
Position 17163: 0.002028630711024165
Position 18425: 0.001982901306151617
Position 17312: 0.001956463783126169
Position 17560: 0.0018364308762094665
Position 449: 0.001812649183905377
Position 8795: 0.0015415813652276218
Position 10787: 0.001495048854043962
Position 3940: 0.0014317840269754626
Position 14278: 0.0014208651033967906
Position 19202: 0.001270684271129343
Position 1755: 0.0012214173379928076
Position 419: 0.0011992928331116478
Position 11684: 0.0011855059728100134
Position 1478: 0.0011757334229439253
Position 18766: 0.0011514793789753881
Position 2919: 0.0010821557744915432
Position 940: 0.000978806743612535
Position 500: 0.0009728325352141944
Position 11040: 0.0008490932563752218
Position 834: 0.0008431232993516306
Position 1194: 0.0007033265325845492
Position 15796: 0.0006427939100091494
Position 7740: 0.0006189304972857718
Position 18809: 0.0006185407363718605
Position 18746: 0.0005973620940495949
Position 17848: 0.0005473109083940161
Position 17511: 0.000535111389476187
Position 17579: 0.0005195666215195829
Position 1353: 0.0005053380683157523
Position 8732: 0.0004878689862616025
Position 4632: 0.00048737651633101926
Position 7789: 0.00047989829994919176
Position 14726: 0.0004778391439966371
Position 17447: 0.00044327493357208564
Position 815: 0.0004259815249530731
Position 18331: 0.0004037178152422454
Position 7663: 0.0004036802548954036
Position 16801: 0.00040212221373544973
Position 909: 0.0003926218998277968
Position 523: 0.0003580392430145192
Position 16401: 0.0003335382670280826
Position 15715: 0.0002944522403581484
Position 1813: 0.00026423997664725037
Position 11124: 0.00025554254979039885
Position 4652: 0.0002538087357251663
Position 18742: 0.00024358737844336285
Position 16208: 0.00021305384546139628
Position 4247: 0.0001769570605618628
Position 914: 0.00017171754932655012
Position 17928: 0.00014128705515884912
Position 15935: 0.00013081576501801806
Position 587: 9.282649745036318e-05
Position 760: 6.533210054854242e-05
Position 1205: 5.816159037368807e-05
Position 17726: 5.1332224585649634e-05
Position 17461: 3.592356606116837e-05
Position 962: 3.434625717472793e-05
Position 12177: 3.133584951997285e-05
Position 959: 2.9758616358989873e-05
Position 1061: 2.9209927318911608e-05
Position 214: 2.8504768037617754e-05
Position 843: 2.8166509015833648e-05
Position 1571: 2.7618616638241136e-05
Position 632: 2.4446915736579982e-05
Position 1233: 2.025506471722389e-05
Position 11906: 1.8892755933862606e-05
Position 1138: 1.7814431073090624e-05
Position 604: 1.4340880616533e-05
Position 619: 1.388457470649535e-05
Position 245: 1.3801410115330084e-05
Position 146: 1.3101727730295999e-05
Position 850: 1.0992513523614523e-05
Position 154: 1.0971745645364623e-05
Position 1243: 1.066359536620781e-05
Position 864: 1.0247126658541855e-05
Position 1283: 7.734538403700952e-06
Position 15946: 6.96674012081209e-06
Position 874: 6.6825707928073775e-06
Position 754: 5.61218131354859e-06
Position 16031: 5.4722960817383465e-06
Position 1202: 5.183688030559439e-06
Position 151: 4.415048151394459e-06
Position 17900: 4.011512198470161e-06
Position 893: 3.6286172572812637e-06
Position 598: 3.129559034594662e-06
Position 248: 2.979842145586506e-06
Position 15941: 2.18999297900193e-06
Position 8665: 1.4965900314295958e-06
Position 379: 1.4667589633950265e-06
Position 16247: 1.213953565113007e-06
Position 9548: 9.206726015250638e-07
Position 110: 7.4201633289457e-07
Position 558: 7.240070873976148e-07
Position 16290: 3.636780398240098e-07
Position 699: 1.0209142856858075e-07
Position 17907: 8.979150247037395e-08
Position 1559: 3.898758763899542e-08
Position 220: 3.017674446735653e-08
Position 281: 1.7797226755785188e-08
Position 373: 1.49261215600271e-08
Position 98: 9.7034827687388e-09
Position 706: 8.765524126888202e-09
Position 251: 7.180585125751364e-09
Position 94: 6.641047688498808e-09
Position 257: 6.21403329883481e-10
Position 261: 7.337954467605659e-11
Position 381: 6.96359346856763e-11
Position 268: 4.676009280946454e-11
Position 383: 4.115091505908778e-11
Position 307: 3.1103739235759618e-12
Position 263: 2.7852841754274036e-12
