Gene = SDHC
Position 16186: 0.00024723731264922295
Position 19192: 0.00022944429968066714
Position 20169: 0.00019218748637998454
Position 15561: 0.00018027482176666152
Position 14564: 0.00017968749030620922
Position 274: 0.00012316026235232512
Position 10375: 0.00011732120863383014
Position 14695: 0.000106223969463237
Position 2017: 9.566671434345847e-05
Position 1087: 9.051338209948964e-05
Position 1838: 7.75380703531108e-05
Position 14969: 7.481664576814269e-05
Position 880: 6.621607544536543e-05
Position 2074: 6.003977488013869e-05
Position 1348: 5.9889116217471575e-05
Position 722: 5.487803223923414e-05
Position 2029: 5.124618142294665e-05
Position 502: 5.008663668777296e-05
Position 15799: 4.812635624329535e-05
Position 1835: 3.95375491610431e-05
Position 1808: 2.8236800711613955e-05
Position 1213: 2.5887068701985857e-05
Position 539: 2.0889976311001217e-05
Position 528: 1.921328833828137e-05
Position 1293: 1.8696271887888392e-05
Position 530: 1.3910940288902005e-05
Position 1358: 1.3518592282121219e-05
Position 1319: 1.2397842088443206e-05
Position 1118: 1.0504799424158713e-05
Position 1128: 1.0001770745973242e-05
Position 10703: 9.653312870451559e-06
Position 1072: 9.644823989561254e-06
Position 291: 9.263285028636253e-06
Position 889: 8.56889892142104e-06
Position 808: 8.4459327677226e-06
Position 10239: 7.627846165249354e-06
Position 606: 7.6203559287134865e-06
Position 1884: 6.351819792437901e-06
Position 660: 5.6011403998644185e-06
Position 981: 5.341018888471633e-06
Position 2782: 5.134847238643003e-06
Position 388: 3.2383820588785664e-06
Position 3329: 3.0794804811712033e-06
Position 1963: 3.0188817367639973e-06
Position 747: 2.8193264716887537e-06
Position 1650: 2.533239242623704e-06
Position 561: 2.3995244889614535e-06
Position 1440: 1.7605536282426155e-06
Position 1564: 1.7381958670290876e-06
Position 297: 9.619387478479792e-07
Position 6591: 8.96967800062433e-07
Position 5794: 7.547989818671835e-07
Position 315: 2.4134499342851516e-07
Position 483: 9.97115877006212e-08
Position 701: 6.649344950883068e-08
Position 688: 5.7762327605481524e-08
Position 559: 3.724008484249781e-08
Position 829: 3.454606023154941e-08
Position 724: 2.6156851040346402e-08
Position 476: 2.3187880831698372e-08
Position 622: 1.74138252725547e-08
Position 213: 6.634690614483252e-09
Position 767: 5.202666236540812e-09
Position 178: 4.851737777637914e-09
Position 168: 3.885279334450433e-09
Position 771: 2.7047640728992364e-09
Position 694: 1.8225921718724287e-09
Position 555: 1.6206833083802644e-09
Position 135: 7.845242256016736e-11
Position 190: 3.471537727199973e-11
Position 148: 2.075840586365796e-12
Position 557: 8.755686762403272e-13
