Gene = MROH9
Position 157: 0.00011962082064684116
Position 2180: 0.00011866305540840089
Position 4309: 0.00011856010946284381
Position 4674: 0.00011656992514829042
Position 2040: 0.00010373760570468511
Position 4101: 9.872922745117838e-05
Position 1034: 9.524274605920485e-05
Position 3701: 9.145554702647637e-05
Position 4714: 8.863939975653053e-05
Position 3557: 8.338208313318113e-05
Position 2681: 8.253026507147083e-05
Position 3261: 8.214508432557176e-05
Position 174: 7.617986542525768e-05
Position 3810: 7.175371681592151e-05
Position 3554: 6.71414927193893e-05
Position 3480: 6.672314022954449e-05
Position 2357: 6.349286567230964e-05
Position 1951: 6.217923604525789e-05
Position 2711: 6.048031705289905e-05
Position 2183: 5.467309551918917e-05
Position 3173: 4.4925492657474983e-05
Position 352: 4.0019657979106466e-05
Position 1821: 3.502016913537035e-05
Position 1975: 3.4061443645088214e-05
Position 1463: 3.380689653697622e-05
Position 924: 3.167723641030616e-05
Position 524: 2.8137073911138127e-05
Position 791: 1.9466032852393514e-05
Position 1062: 1.7752686798896023e-05
Position 2630: 1.2234881013894176e-05
Position 2552: 4.683029578314389e-06
Position 2555: 3.9623868496261645e-06
Position 2633: 2.3608030632212544e-06
Position 848: 1.8666687167147325e-08
