Gene = CLEC5A
Position 16251: 0.050256670347657885
Position 1590: 0.0389490515625197
Position 3562: 0.038414440861273345
Position 9038: 0.036693878996849845
Position 15555: 0.03505950563228658
Position 1217: 0.030057477371443268
Position 7608: 0.028594561689955396
Position 17750: 0.024857335957666576
Position 855: 0.02458731181443916
Position 9172: 0.02356615871746346
Position 3040: 0.02310193917538822
Position 8739: 0.02244225206532189
Position 1965: 0.02202684891451386
Position 2013: 0.021685718883380452
Position 8255: 0.020040108322376793
Position 1628: 0.01771127023405264
Position 10770: 0.017263122807506845
Position 3026: 0.016416966573351465
Position 1542: 0.016228331652075715
Position 8671: 0.015977920817229263
Position 3621: 0.015708696099211036
Position 2935: 0.015642393312992726
Position 8764: 0.014904480886848395
Position 16933: 0.01382207877947259
Position 11413: 0.013659309231151011
Position 8381: 0.013284701386466187
Position 2511: 0.013132062538546858
Position 5994: 0.01238926027963095
Position 8058: 0.01228564819501692
Position 10065: 0.01205111277572057
Position 10798: 0.010837191197979486
Position 7340: 0.010110326679364182
Position 3986: 0.009299446636284833
Position 8012: 0.009201418974138115
Position 16980: 0.00765786164495068
Position 16977: 0.007292680634576084
Position 943: 0.006846011960991292
Position 8456: 0.006834935505628304
Position 2603: 0.006500757053202225
Position 19221: 0.006102924907864947
Position 7810: 0.005865281243926271
Position 1978: 0.0057521076371984505
Position 2524: 0.005464375627500287
Position 2067: 0.004997591580395179
Position 6460: 0.004863432295999162
Position 5303: 0.004553350251245008
Position 1002: 0.004432364904518322
Position 1486: 0.00394900412229413
Position 13795: 0.0036632593140663626
Position 16034: 0.003545443778361971
Position 1239: 0.0034026953901050015
Position 13052: 0.0033530580553288317
Position 3451: 0.0028844884239051403
Position 568: 0.002590696207648582
Position 8631: 0.002408172009302964
Position 1566: 0.0021574849037394564
Position 5189: 0.0021359617997406388
Position 680: 0.002022929662791697
Position 616: 0.002018431725668456
Position 10180: 0.0017251682865550419
Position 798: 0.0017131416479228589
Position 3468: 0.0014222488735954088
Position 276: 0.0012759732902854347
Position 2438: 0.0012744374186960939
Position 1067: 0.0011639803606440097
Position 1100: 0.0011422981762958197
Position 10183: 0.0011361089522437537
Position 7982: 0.0010667315694485946
Position 972: 0.0010548194692614318
Position 978: 0.0008596085366246764
Position 1029: 0.0008426533926510822
Position 2243: 0.0007449710481707267
Position 4050: 0.0007281164788915453
Position 2189: 0.0006808838636154598
Position 626: 0.0006371941994723581
Position 1391: 0.0006270523845199274
Position 1256: 0.000626716203478744
Position 3343: 0.000572727642948867
Position 1370: 0.0004935145917417119
Position 4767: 0.0004856862667279256
Position 2039: 0.0004384315520850131
Position 2174: 0.0003801660479535994
Position 730: 0.00032640718938645706
Position 3073: 0.0002907861992705671
Position 883: 0.0002875113340276354
Position 73: 0.0002732980091599638
Position 1026: 0.00023793890534973657
Position 13233: 0.00023510259414882899
Position 5274: 0.00021802767510927266
Position 1883: 0.00020486939176980604
Position 2606: 0.00019593079505201018
Position 4621: 0.00016454408423270583
Position 1492: 0.0001546359045323806
Position 903: 0.00015398251561040067
Position 419: 0.0001527769610429589
Position 623: 0.00015163074895630042
Position 1604: 0.00013934960040287204
Position 1016: 0.0001156881675083246
Position 87: 0.00011312894609206674
Position 1461: 0.00010791995822944281
Position 1057: 0.00010478380979699306
Position 1223: 9.623077689474219e-05
Position 4520: 9.316115421769272e-05
Position 375: 7.776811760615137e-05
Position 398: 7.724117441793278e-05
Position 116: 7.185289140370629e-05
Position 1106: 6.50987484969371e-05
Position 951: 6.22642052870018e-05
Position 869: 5.668806326770445e-05
Position 1275: 4.1775430713437164e-05
Position 1226: 3.5250985157374565e-05
Position 1123: 3.398296419389419e-05
Position 299: 3.350898895471755e-05
Position 394: 3.326519255814879e-05
Position 90: 2.8659918854913778e-05
Position 599: 2.7299412259773917e-05
Position 597: 2.4885830234270255e-05
Position 1263: 2.2439870495200512e-05
Position 1155: 2.0223211206469478e-05
Position 442: 1.639300054537687e-05
Position 1281: 1.421849220879211e-05
Position 7913: 1.3597494325677722e-05
Position 593: 1.3396820953707922e-05
Position 122: 1.2507151173679929e-05
Position 153: 1.045650189172542e-05
Position 282: 8.06498168930472e-06
Position 464: 7.946943908977476e-06
Position 303: 6.737665249312575e-06
Position 4855: 6.642594629543138e-06
Position 774: 5.6198704071415935e-06
Position 341: 4.119232562188186e-06
Position 76: 3.269213668435954e-06
Position 130: 2.5906785218704055e-06
Position 480: 2.412420571557761e-06
Position 1457: 2.392424381996086e-06
Position 1284: 2.0707346480221332e-06
Position 3266: 1.769408492773551e-06
Position 1171: 1.5952535643175138e-06
Position 405: 1.4942164850515263e-06
Position 3316: 1.463169529876471e-06
Position 739: 1.3091152103701223e-06
Position 234: 1.1880332346202839e-06
Position 1395: 1.1369877178289997e-06
Position 473: 1.043948123019345e-06
Position 1642: 1.0348192836376756e-06
Position 1398: 9.79273441910494e-07
Position 320: 8.003405139050404e-07
Position 425: 7.021849636974964e-07
Position 460: 6.674918772773228e-07
Position 359: 6.541398894556901e-07
Position 166: 5.685672522585114e-07
Position 380: 5.507768816263376e-07
Position 149: 5.168754264241749e-07
Position 455: 4.903922034736355e-07
Position 353: 4.784044423306692e-07
Position 1903: 3.7800430824706446e-07
Position 226: 3.552187681971707e-07
Position 3953: 1.3834086100415875e-07
Position 313: 2.5508668075666175e-08
Position 1733: 4.704208756355271e-09
Position 378: 4.0507384040626044e-09
Position 1836: 3.6692517806556626e-09
Position 134: 3.5624528266567517e-09
Position 450: 3.078739992175828e-09
Position 174: 2.2186879737089383e-09
Position 431: 2.177776599410002e-09
Position 158: 1.04084924892414e-09
Position 439: 1.8862000054246273e-11
Position 408: 9.827838215124517e-12
Position 458: 7.591967719771909e-12
Position 176: 1.2641008763237817e-12
Position 170: 8.805829338344012e-13
