Gene = CNST
Position 4211: 0.00012832989800925907
Position 645: 0.00012438988010342872
Position 2668: 0.00012237121303404025
Position 1624: 0.000107937976869505
Position 697: 9.36294876846111e-05
Position 1137: 9.114191675983401e-05
Position 642: 8.779759045234225e-05
Position 1224: 6.19830069405176e-05
Position 138: 5.663143684305035e-05
Position 1584: 4.566695668633491e-05
Position 579: 4.411988322337307e-05
Position 351: 3.99385884493537e-05
Position 417: 3.767478011522743e-05
Position 2939: 3.65999744290525e-05
Position 701: 3.565084552150593e-05
Position 538: 3.1595518770403545e-05
Position 1992: 2.7937730360096844e-05
Position 1096: 2.7242142360691674e-05
Position 1237: 1.900562640320786e-05
Position 2714: 1.5730139451614312e-05
Position 88: 1.2983448979858303e-05
Position 150: 3.0793870009800594e-06
Position 887: 2.461024077078074e-06
Position 359: 5.88443966514718e-07
Position 13: 5.372036387868728e-07
Position 742: 4.176833144184661e-07
Position 543: 2.064093753841073e-07
Position 811: 1.9907575036240513e-07
Position 603: 1.847254085171406e-07
Position 128: 1.840737416753867e-07
Position 627: 1.5779127234199638e-07
Position 479: 5.7290441844131645e-08
Position 541: 5.0915372982300776e-08
Position 800: 4.774747250609503e-09
Position 630: 2.687418802970171e-09
Position 421: 7.85454490146353e-10
Position 703: 2.791669173636384e-10
Position 310: 8.393867229081996e-11
Position 438: 1.6487332460935298e-11
Position 392: 9.657046719915198e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5097: 0.5042185106197209
Position 10614: 0.3795344017801384
Position 3411: 0.35015302123716935
Position 3156: 0.32878475877043967
Position 6293: 0.21055251310046663
Position 12889: 0.1878365899938236
Position 5973: 0.11069756350270016
Position 3453: 0.10871215540893434
Position 5546: 0.06922155835998878
Position 7998: 0.06726229626364116
Position 2890: 0.051344748905492434
Position 6327: 0.051159393532513
Position 3387: 0.04566951854272467
Position 5602: 0.041528274422092025
Position 6707: 0.040342164129481585
Position 13468: 0.03721514041971898
Position 9300: 0.036468358096579154
Position 6017: 0.0341288875867324
Position 6089: 0.0308395029490562
Position 974: 0.023216024583084367
Position 6115: 0.02310002000281352
Position 3712: 0.02171771793724797
Position 10919: 0.021281275050464125
Position 5253: 0.020788033766220043
Position 12337: 0.01694352332457928
Position 11216: 0.016879789788983413
Position 12766: 0.016872974727381713
Position 6550: 0.016463950731919037
Position 3750: 0.01539931178646739
Position 6483: 0.014194763179274142
Position 8024: 0.010541503126946381
Position 13947: 0.010375795249546328
Position 3783: 0.010274200038323678
Position 4273: 0.009982130984700396
Position 3176: 0.009279756821999796
Position 5635: 0.009015104451661236
Position 8159: 0.008973322874463072
Position 10428: 0.00843493720027605
Position 8574: 0.008350984040903191
Position 3152: 0.007121821710344569
Position 6535: 0.006678519487035246
Position 462: 0.005411157922577324
Position 4056: 0.00537666561014584
Position 2498: 0.004863965550197066
Position 3499: 0.004785502704663203
Position 7127: 0.004704454445105589
Position 3816: 0.004603831663885471
Position 10070: 0.004097606522409403
Position 217: 0.0038745375415041895
Position 1914: 0.0038305566553955687
Position 11512: 0.0037706615614095866
Position 7580: 0.003348155732355056
Position 5192: 0.0032414586499618617
Position 8186: 0.0032010367918456823
Position 321: 0.0030352497808421555
Position 5123: 0.0029159714869369693
Position 2565: 0.0027647120680497493
Position 10754: 0.002667971381876501
Position 10684: 0.002621047477566345
Position 4511: 0.00241059416962067
Position 6940: 0.0023166140663990744
Position 4727: 0.0021576219690496094
Position 7399: 0.002026389111162772
Position 3660: 0.0020193248056415876
Position 3600: 0.0020051427431947233
Position 2653: 0.0019149004832411097
Position 7205: 0.0016439962695203795
Position 5836: 0.00160545452529791
Position 1461: 0.0014892467924002564
Position 6091: 0.0014822151407330988
Position 3799: 0.0014404330107265822
Position 5279: 0.0014172302838909123
Position 2541: 0.0013825716893941073
Position 411: 0.001296122324815045
Position 7470: 0.0012892378596236868
Position 5565: 0.0012625339444201572
Position 4027: 0.0012072800116883638
Position 3520: 0.0011679913751307463
Position 7050: 0.0011202824557014514
Position 3725: 0.0010494129195570564
Position 1944: 0.0009224044919549171
Position 8265: 0.0008500871446281591
Position 553: 0.0007594998489007031
Position 7166: 0.0005618080241947114
Position 4745: 0.0005119001325814279
Position 3335: 0.0005090805901454661
Position 2184: 0.00043746313547311083
Position 2660: 0.0003945266072679242
Position 4299: 0.0003873469317700881
Position 6461: 0.00038588848545904533
Position 2474: 0.00037283786463233274
Position 3293: 0.00035894830658215283
Position 4723: 0.00034656952736823276
Position 4516: 0.000344824848471996
Position 4616: 0.00027414252435639723
Position 4012: 0.0002593873627988849
Position 4558: 0.0002087582662752935
Position 2312: 0.00018424067592101278
Position 384: 0.0001829671432559471
Position 1331: 0.00018211466611211768
Position 2109: 0.0001630253074089107
Position 2151: 0.0001511531891901398
Position 5255: 0.00013534119379663234
Position 3979: 0.00013090834184012416
Position 5411: 0.00010762352828911208
Position 1991: 0.00010639052321863461
Position 2315: 8.412376701015898e-05
Position 1354: 8.07840472798326e-05
Position 2965: 7.75150033257985e-05
Position 2732: 7.700624688116449e-05
Position 4112: 7.439007309793589e-05
Position 1431: 7.303101454479554e-05
Position 2735: 6.878888615179542e-05
Position 3951: 5.3322855863756855e-05
Position 697: 5.241002670833703e-05
Position 820: 5.0598413608075726e-05
Position 1853: 4.790868775699437e-05
Position 1491: 3.162755939009504e-05
Position 1241: 2.6632978816450854e-05
Position 186: 2.521893211854974e-05
Position 5322: 1.8730215938312575e-05
Position 3123: 1.2820983495383714e-05
Position 1015: 8.99377891839269e-06
Position 2998: 1.0428566148050885e-06
Position 1883: 9.498526567859004e-07
Position 2249: 6.733335945099767e-07
Position 1606: 5.42170288952902e-07
Position 1753: 4.794954284480642e-07
Position 1800: 4.775261216291503e-07
Position 1147: 3.5549529545167874e-07
Position 905: 3.4557454727238427e-07
Position 286: 3.017440260228436e-07
Position 329: 2.566120283123836e-07
Position 134: 1.9349062068073028e-07
Position 173: 1.281139724115921e-07
Position 192: 7.715167303134646e-08
Position 158: 7.339563903498998e-08
Position 767: 6.95508490820872e-08
Position 243: 6.695251892956771e-08
Position 1181: 1.6038836102707076e-08
Position 1527: 1.2339834888638105e-08
Position 275: 1.0054255058089121e-08
Position 635: 8.965040479598886e-09
Position 470: 8.018374464677384e-09
Position 222: 7.603438056516286e-09
Position 1123: 6.987420027383515e-09
Position 789: 4.783411030269226e-09
Position 503: 4.605596530595283e-09
Position 713: 3.4578960980775043e-09
Position 123: 1.207324489666835e-09
Position 1050: 1.190881260307906e-09
Position 107: 7.6062805002699e-10
Position 869: 6.135098882638085e-10
Position 986: 5.171676772279146e-10
Position 233: 4.797183740899633e-10
Position 937: 4.2850954450370775e-10
Position 230: 3.0215231661369755e-10
Position 225: 1.9072166392064215e-10
Position 119: 1.1781803654002524e-10
Position 227: 8.112182146297962e-11
Position 103: 1.9121111619587275e-11
Position 112: 1.7499412356057874e-13
Position 78: 1.1255683460352364e-13
Position 85: 3.781275484879833e-14
