Gene = GATAD1
Position 8314: 0.0001837714071894127
Position 8745: 0.0001668935127397943
Position 2429: 0.00015700373374584134
Position 1536: 0.00015533488308224362
Position 7052: 0.00015156897626359436
Position 711: 0.0001398403368911492
Position 1226: 0.00012433751607949768
Position 2475: 0.00011981389254447323
Position 2925: 0.00010782249149624508
Position 1373: 0.00010691742731651154
Position 7542: 9.639130508576921e-05
Position 1090: 9.424946495879884e-05
Position 2460: 9.360707700155216e-05
Position 735: 9.121867612407808e-05
Position 721: 8.280744590605017e-05
Position 1202: 6.256616113614132e-05
Position 790: 6.126022679721079e-05
Position 2084: 5.7615209801632315e-05
Position 1069: 5.697629711078919e-05
Position 1587: 5.533996681810809e-05
Position 1307: 5.4492662283932305e-05
Position 891: 5.41878426010053e-05
Position 1556: 5.2566290986844833e-05
Position 1860: 5.224633486157221e-05
Position 440: 5.2082529810079374e-05
Position 476: 5.114253728392411e-05
Position 2139: 4.9493265198996845e-05
Position 1078: 4.947576046065755e-05
Position 997: 4.3382476983364365e-05
Position 6983: 4.2248721199650163e-05
Position 1133: 4.0688939558390956e-05
Position 1304: 3.830570100222089e-05
Position 2971: 3.7375628084402434e-05
Position 1726: 2.924168886263171e-05
Position 2658: 2.6212899620948905e-05
Position 3048: 2.5581807149862784e-05
Position 1377: 2.4298631763266576e-05
Position 1164: 2.1189808770374253e-05
Position 427: 1.7940293157730754e-05
Position 305: 1.517059738061412e-05
Position 1389: 1.2035782678071245e-05
Position 557: 8.342731781713643e-06
Position 743: 8.082837894180686e-06
Position 1607: 8.003016991288115e-06
Position 294: 7.740556817831249e-06
Position 3413: 5.832246890460156e-06
Position 728: 5.625600515167142e-06
Position 7296: 4.402865505785586e-06
Position 751: 4.0038837065959155e-06
Position 267: 2.937971850424737e-06
Position 339: 1.6178068608879261e-06
Position 566: 1.0142735544793664e-06
Position 1950: 8.745194175559628e-07
Position 342: 6.999690915023155e-07
Position 1698: 5.507020362660939e-07
Position 7628: 4.981306669072701e-07
Position 1443: 1.8844511910912249e-07
Position 1568: 1.5945117147353925e-07
Position 1429: 1.255838666503619e-07
Position 1730: 1.143170188747243e-07
Position 599: 8.97894012291051e-08
Position 500: 6.361055141861537e-08
Position 525: 9.802591710624853e-09
Position 522: 6.25108749377906e-09
Position 573: 2.0733757310258375e-09
Position 207: 1.5815181682779721e-09
Position 351: 1.4942848215327894e-09
Position 151: 1.1295714120714672e-09
Position 315: 3.2938388491649476e-10
Position 346: 3.032272051054424e-10
Position 122: 3.7680776643083064e-11
Position 357: 1.640608755200714e-11
Position 128: 1.4121903395371656e-12
Position 192: 7.754725992550428e-14
Position 88: 1.8372974759822314e-15
Position 530: 4.816175290658458e-16
