Gene = PCNP
Position 18843: 0.019510589037562684
Position 11591: 0.018740818043881915
Position 18781: 0.018364180778163083
Position 5822: 0.015050782193761552
Position 5856: 0.010778411459617809
Position 5627: 0.009579699572144145
Position 16494: 0.009042748083751816
Position 18173: 0.008990923698510823
Position 14933: 0.008851899864234559
Position 20175: 0.00719086385859326
Position 11523: 0.006726495288293165
Position 5150: 0.006505312378024114
Position 2166: 0.006420895171121233
Position 13683: 0.005960963702139927
Position 17044: 0.005468004600350555
Position 3450: 0.005125378502154385
Position 19059: 0.0050484932918179746
Position 13660: 0.00480784135040936
Position 12136: 0.004142081423478324
Position 5559: 0.003648743425765386
Position 16314: 0.0036322247625172814
Position 18870: 0.003564338433779613
Position 19180: 0.0032305001609316568
Position 2437: 0.0029466530678426764
Position 14884: 0.0029363148607634924
Position 16282: 0.00288034490295411
Position 3639: 0.0028151134600230905
Position 5653: 0.002745244606961792
Position 1600: 0.002319221306441481
Position 5533: 0.0021822461368466357
Position 17176: 0.0020464359751401974
Position 5676: 0.0019205471466708247
Position 2546: 0.0018847618745228732
Position 2468: 0.0017107076719212794
Position 19315: 0.0013928568487089907
Position 5098: 0.001146709682511392
Position 2513: 0.0009916246333021455
Position 16254: 0.0008313963187878265
Position 5093: 0.000775587600194262
Position 12548: 0.0006899043825293102
Position 4660: 0.000638626915096829
Position 19221: 0.0006201834444913436
Position 302: 0.0006100910843497781
Position 3610: 0.0005894520919015888
Position 3664: 0.0005417719664018776
Position 4040: 0.0005187561376342145
Position 739: 0.00038998900824700045
Position 14677: 0.00037215868532949344
Position 12888: 0.0003658426914505766
Position 2522: 0.0003513312732578678
Position 14246: 0.0003090202925063146
Position 1461: 0.0003031033063420493
Position 1841: 0.00028824840466214354
Position 14528: 0.00027522462845669805
Position 15335: 0.0002471229763280986
Position 13929: 0.00015282484039514732
Position 2674: 0.00015073767932766648
Position 651: 0.00014251429982534248
Position 12338: 0.00010086332353746505
Position 872: 8.921988860371004e-05
Position 2558: 8.422498880554691e-05
Position 416: 8.183950900174611e-05
Position 11735: 4.811611314379227e-05
Position 3425: 4.4465873570259975e-05
Position 761: 4.198699181645641e-05
Position 696: 2.6232968060113122e-05
Position 7226: 1.8098141164125008e-05
Position 1627: 1.6858749984614783e-05
Position 18572: 1.615838389461683e-05
Position 7200: 1.5962567043176578e-05
Position 962: 1.5795397349021772e-05
Position 818: 1.552818337107673e-05
Position 860: 1.4106330515280204e-05
Position 6598: 1.349006658376697e-05
Position 1807: 1.2861053548243296e-05
Position 661: 1.2808220819047534e-05
Position 315: 1.2087486416075004e-05
Position 1735: 1.134944276294788e-05
Position 4014: 9.05519449997301e-06
Position 1934: 7.506960793282908e-06
Position 1021: 7.177172482964421e-06
Position 699: 5.478244026015165e-06
Position 2383: 3.977501947500069e-06
Position 621: 3.9010696798521995e-06
Position 1727: 3.898874905561487e-06
Position 1718: 2.5166600498872753e-06
Position 1894: 2.265562663492271e-06
Position 486: 2.238994275149986e-06
Position 4334: 2.125849829535728e-06
Position 11601: 2.124653970882937e-06
Position 898: 2.018631785220231e-06
Position 11625: 1.9343690157613873e-06
Position 2018: 1.8083640343388203e-06
Position 441: 1.7999029675596628e-06
Position 523: 1.676138101470362e-06
Position 1555: 1.4107800223684933e-06
Position 1959: 1.3961382318539525e-06
Position 1635: 1.2903621084830937e-06
Position 247: 1.1364789497516206e-06
Position 4410: 8.204369548289142e-07
Position 1632: 5.975026749192575e-07
Position 3310: 5.815261029650811e-07
Position 582: 5.718550015894412e-07
Position 1108: 3.313400888297756e-07
Position 969: 2.6157919719252475e-07
Position 1146: 2.468362984278852e-07
Position 1775: 2.1605243118851205e-08
Position 883: 2.1008276893473058e-08
Position 1303: 1.795846300722696e-08
Position 421: 8.13518999775438e-09
