Gene = BTBD8
Position 1822: 0.00046097242996726386
Position 10797: 0.0004086038525071942
Position 4159: 0.0003135607724133808
Position 3482: 0.0003068524560731945
Position 1027: 0.0002921599569210874
Position 10928: 0.00026193803900541394
Position 4344: 0.0002598777642109513
Position 4340: 0.00024687036007486576
Position 935: 0.00020275513191789354
Position 2132: 0.00016502113185771407
Position 4184: 0.00013797284750252783
Position 9242: 0.0001366523919420553
Position 6340: 0.00011686796087361301
Position 2455: 0.00011664386518069406
Position 4137: 0.00011404386420773224
Position 327: 0.00011008011185857311
Position 4855: 9.215765367418617e-05
Position 595: 6.435608888353628e-05
Position 1739: 5.436614257744809e-05
Position 4288: 5.34810252370516e-05
Position 3616: 4.9028003840084526e-05
Position 2200: 3.7578185413069614e-05
Position 2221: 3.547658957200575e-05
Position 2510: 3.4402065876517064e-05
Position 3564: 3.4222103444730455e-05
Position 33: 3.165662260972447e-05
Position 283: 3.0212039982574277e-05
Position 4693: 2.7651528286371595e-05
Position 4297: 2.3016877238988896e-05
Position 2026: 1.4931290828405217e-05
Position 353: 1.3518011181808704e-05
Position 258: 9.161886902092035e-06
Position 148: 6.945888026743081e-06
Position 355: 4.107347692536455e-06
Position 221: 3.936175461711066e-06
Position 17: 1.3458717691842628e-06
Position 246: 1.0364917149293827e-06
Position 104: 2.1079645721335325e-07
Position 293: 1.0516553784960219e-07
Position 218: 7.929397474148132e-08
Position 825: 4.51773563772235e-08
Position 416: 2.386567729499693e-08
Position 837: 1.5195090471006647e-08
Position 325: 1.110236245843703e-08
Position 307: 8.3301665239164e-09
Position 83: 9.931874447017878e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 22136: 0.9999952929621992
Position 27547: 0.9996699122121225
Position 8361: 0.9803834183472063
Position 49350: 0.9792072337033741
Position 8954: 0.7540667566339139
Position 50383: 0.4984914603705694
Position 7187: 0.3568427701145054
Position 9172: 0.24079367525552475
Position 25282: 0.17894113201225142
Position 49648: 0.1718147742225577
Position 50048: 0.16981792159071668
Position 49678: 0.13908307751953364
Position 12131: 0.122205735195779
Position 27260: 0.11570709742645123
Position 3964: 0.09421693918403558
Position 11219: 0.09246484118865869
Position 14004: 0.08217375128915672
Position 11533: 0.07592933328609379
Position 10903: 0.07409605503114519
Position 7145: 0.07225333931552362
Position 6872: 0.06753265827736801
Position 27123: 0.05670160040417923
Position 8911: 0.055992178209588454
Position 482: 0.053715656530990245
Position 22554: 0.043136166942937725
Position 9140: 0.030892673935230732
Position 14378: 0.03017246993282619
Position 11189: 0.029936794126439844
Position 4969: 0.029106866075769865
Position 9212: 0.028109733710077082
Position 4476: 0.024384744136240605
Position 14001: 0.02235162055301643
Position 8878: 0.019478521057287628
Position 22751: 0.01946511745082026
Position 8984: 0.018271476082456183
Position 2502: 0.017754355606132144
Position 3000: 0.017232256154559436
Position 504: 0.01439743295095929
Position 13864: 0.012567521982256257
Position 4521: 0.010500141999362026
Position 9195: 0.01024303500787486
Position 11169: 0.010054852019618771
Position 43289: 0.00981179934784002
Position 23161: 0.009582937446207349
Position 1089: 0.00879950282439591
Position 3052: 0.008287765223339759
Position 23329: 0.0076848154829951025
Position 293: 0.006592063763072096
Position 300: 0.006190431485090332
Position 8423: 0.006177425429667856
Position 7822: 0.005964810964132233
Position 22724: 0.005587089326917917
Position 7839: 0.005535554218363712
Position 11459: 0.005500332947116729
Position 38974: 0.005137784451503169
Position 3131: 0.005042211367265611
Position 10973: 0.004916290087988962
Position 1147: 0.003918760701682013
Position 214: 0.0033834589159019647
Position 900: 0.003318095963868546
Position 4248: 0.003029982926223598
Position 8270: 0.002836985859618159
Position 2461: 0.0027509559232593074
Position 2298: 0.0024030436074469965
Position 547: 0.0023139615794551386
Position 6588: 0.0023100010178798416
Position 4257: 0.0016679398348283235
Position 8994: 0.0011999710258203664
Position 8963: 0.0011618218679917164
Position 34125: 0.0009133954572887317
Position 1093: 0.000862634988603029
Position 258: 0.00083842781961146
Position 2430: 0.0008267984803146037
Position 858: 0.0008023072110406687
Position 27770: 0.000798049049847917
Position 29751: 0.0007239751357628519
Position 1021: 0.0006017035103055181
Position 254: 0.0005833607080860614
Position 984: 0.0005671915738068979
Position 36257: 0.0005319965257097067
Position 10694: 0.0004086038525071947
Position 364: 0.0003713677295783036
Position 35561: 0.0003645918057974239
Position 8171: 0.00035133550644985177
Position 1681: 0.00034517311847447296
Position 11243: 0.0003175694742626928
Position 30018: 0.00031156388889656004
Position 346: 0.000295479003101959
Position 3357: 0.0002470772828643617
Position 36134: 0.00020956662959182145
Position 28061: 0.00020859874332986746
Position 2089: 0.00018981815869493755
Position 1737: 0.00017601899789244766
Position 28227: 0.00016637091582009068
Position 31485: 0.0001601121477307732
Position 3389: 0.00012952916481622206
Position 29477: 9.33852515338824e-05
Position 4769: 9.215765367418636e-05
Position 29390: 7.971272177525802e-05
Position 6068: 7.457221820372407e-05
Position 30580: 5.862111247799291e-05
Position 31218: 5.624754287927527e-05
Position 29045: 5.3787424483401186e-05
Position 28806: 5.0581736869503893e-05
Position 28474: 4.865628055302382e-05
Position 4270: 4.781195094117122e-05
Position 6086: 4.229574266988895e-05
Position 12213: 4.0186049799681846e-05
Position 25907: 3.8971014443191614e-05
Position 1955: 3.6879864186024814e-05
Position 28378: 3.490375514352598e-05
Position 27819: 2.826601843588496e-05
Position 2325: 2.6482634377142435e-05
Position 836: 2.1395636214022126e-05
Position 2032: 2.0154647979422046e-05
Position 1960: 1.979905889998934e-05
Position 3200: 1.8052891895168176e-05
Position 28645: 1.7437698441438805e-05
Position 3168: 1.633858095116833e-05
Position 27737: 1.3984634073388037e-05
Position 3543: 1.3496305995191314e-05
Position 1177: 1.0635299556075184e-05
Position 1072: 1.0322239715386434e-05
Position 304: 9.76582275025239e-06
Position 601: 9.245530790674086e-06
Position 24053: 8.04491266635652e-06
Position 4073: 7.21817528335908e-06
Position 23898: 6.825622295938499e-06
Position 24961: 6.348860541009114e-06
Position 2265: 5.640236920372422e-06
Position 2302: 4.698139842157125e-06
Position 798: 4.611005953319746e-06
Position 315: 4.265605861982543e-06
Position 22918: 3.3919306306632505e-06
Position 25870: 3.0678337416445637e-06
Position 319: 2.923526186732564e-06
Position 23956: 2.5426800571324584e-06
Position 233: 2.467380497665588e-06
Position 1809: 2.14759655710878e-06
Position 27622: 2.124249670044728e-06
Position 22994: 1.633377808995845e-06
Position 21386: 1.252948943923868e-06
Position 18546: 9.109724050634194e-07
Position 22976: 8.294216788944233e-07
Position 12634: 2.974668280713726e-07
Position 12330: 2.3726470769090505e-07
Position 15431: 2.3087406039335137e-07
Position 14881: 6.74545369625143e-08
Position 12875: 6.372553114627385e-08
Position 16935: 5.491784544460549e-08
Position 9530: 3.8479855801391716e-08
Position 13756: 3.297592112091878e-08
Position 12901: 2.0743702031577486e-08
Position 10308: 9.568444731081579e-09
Position 9352: 7.345394667815617e-09
