Gene = UGCG
Sorted 3' Splice Sites (High to Low Probability):
Position 17838: 0.9999999971315914
Position 28010: 0.999999997131591
Position 34504: 0.9351763597414696
Position 35403: 0.7998153759057418
Position 32733: 0.663783690588901
Position 3198: 0.6479766014094289
Position 36060: 0.6059786096388308
Position 29617: 0.5860551359847886
Position 37672: 0.4259418697930779
Position 33077: 0.32324250841080976
Position 32602: 0.32174905076382687
Position 23321: 0.2576475350397568
Position 32803: 0.1818335058847402
Position 34979: 0.13211634763630253
Position 25881: 0.08730248787366354
Position 37974: 0.05550289556194259
Position 34940: 0.048903933054164184
Position 33153: 0.04742498896016366
Position 14382: 0.04676404507354032
Position 35706: 0.04181565318197646
Position 35362: 0.04033734344932068
Position 420: 0.03956961090500011
Position 33097: 0.03201717709211729
Position 37089: 0.028777178051037626
Position 1139: 0.026138985229398504
Position 36097: 0.01774319265480393
Position 2377: 0.017103253043141937
Position 20922: 0.015226532695405848
Position 37696: 0.014410362034521288
Position 38241: 0.012645629983773906
Position 35739: 0.012418328508022929
Position 37444: 0.012260051937186787
Position 38393: 0.010940082598037061
Position 34890: 0.010923931615057218
Position 38187: 0.009906931776806701
Position 3168: 0.00955648320393345
Position 37058: 0.009003846411959308
Position 33073: 0.008988391059394096
Position 1164: 0.008526992578688965
Position 18283: 0.008382647509987073
Position 35012: 0.007867815095815512
Position 2175: 0.007063042533149983
Position 33466: 0.0037623811446739963
Position 18904: 0.00367471521454084
Position 1258: 0.0032849989251371226
Position 35149: 0.0030396399907094123
Position 2149: 0.002692584527433829
Position 36942: 0.0024018096227134533
Position 2958: 0.002355570443397587
Position 9690: 0.0022410833454094086
Position 3238: 0.002214572179853049
Position 18992: 0.001982882756400155
Position 3062: 0.001972269913697612
Position 35478: 0.001754642630239723
Position 2118: 0.001555141153424856
Position 1701: 0.0015502312035716457
Position 37997: 0.0014871768838865959
Position 37405: 0.0014078217670770627
Position 1313: 0.0014030475245461233
Position 1766: 0.001303506884342543
Position 926: 0.0012260321385038422
Position 37650: 0.0011319103936495369
Position 35514: 0.0010755807307702247
Position 1006: 0.001058142155317399
Position 2357: 0.0010393794203329362
Position 1696: 0.0009571256385415447
Position 2163: 0.0008841420192058554
Position 35693: 0.0008791615069903654
Position 9686: 0.0007674020170199579
Position 632: 0.0007237794208105406
Position 1225: 0.0006598479177608864
Position 769: 0.000622160772125811
Position 37116: 0.0005839721695767773
Position 36320: 0.0005751867024713021
Position 18234: 0.0005007500628231449
Position 1742: 0.000427586908117245
Position 2295: 0.0004166212948576007
Position 1234: 0.0003103531363030949
Position 35312: 0.0002919813496765977
Position 2451: 0.00028016800384209365
Position 2449: 0.0002714193028611877
Position 35381: 0.000268583072442092
Position 34744: 0.00024964250397871575
Position 1519: 0.00023392577572589938
Position 2765: 0.00022750122310982683
Position 1804: 0.00020584578056851967
Position 2744: 0.00020429060039240724
Position 36016: 0.0001822010108503334
Position 1443: 0.00017689756083328335
Position 1727: 0.00017486159100310714
Position 396: 0.0001550212999775482
Position 1022: 0.00015074941313846
Position 1660: 0.00012332115471018392
Position 1277: 9.525040021023806e-05
Position 34660: 9.429481562217108e-05
Position 602: 7.868118100413712e-05
Position 2530: 6.775114452664076e-05
Position 199: 6.313666655492719e-05
Position 1316: 6.111606383957318e-05
Position 965: 6.0029703352775515e-05
Position 3087: 5.932740734681797e-05
Position 1772: 3.5835203897348046e-05
Position 1723: 3.2361294769840024e-05
Position 1115: 3.009574645877962e-05
Position 476: 2.8581982146951423e-05
Position 1300: 2.612234271955119e-05
Position 813: 2.164914107059119e-05
Position 1944: 4.4958430664168536e-07
Position 3751: 9.552800630236378e-10
Position 3460: 6.927584672630947e-10
Position 4118: 2.189625403662286e-10
Position 3771: 2.1507301492957684e-10
Position 4135: 1.8322365040389158e-10
Position 2851: 8.486845025529724e-13
