Gene = SGOL1
Position 5827: 0.00045221795393243335
Position 2723: 0.0004194315600676683
Position 5908: 0.00041267699516828556
Position 5867: 0.0004093606568973652
Position 10882: 0.00037869102767935106
Position 4755: 0.00037323696573233865
Position 12398: 0.0003644892536216345
Position 1599: 0.00036157519311612215
Position 2204: 0.00035769877388136534
Position 11220: 0.0003436876835798268
Position 10418: 0.0003331916820997266
Position 13696: 0.00029236898684321575
Position 1192: 0.00026962976092900054
Position 2133: 0.00026764734039467407
Position 2345: 0.00026644856888023575
Position 159: 0.0002611658960421246
Position 1868: 0.00025605884555858613
Position 7097: 0.00025556532760387027
Position 9899: 0.00023976722574919326
Position 2350: 0.00023350351448354523
Position 11004: 0.00023264196697535776
Position 9930: 0.00021240692484664523
Position 10059: 0.00019811694386830564
Position 471: 0.00019622680091817152
Position 5506: 0.00018656895273491236
Position 1847: 0.00016383587800052654
Position 3908: 0.00015175921843878432
Position 12041: 0.0001467603804030684
Position 4419: 0.00014438604283152962
Position 321: 0.00014284726827789663
Position 1575: 0.00013201648463769837
Position 4520: 0.00010587559232032278
Position 4667: 0.00010314522799688652
Position 916: 9.552648898694243e-05
Position 528: 9.461283114066358e-05
Position 186: 8.934838888865683e-05
Position 101: 8.255297245267419e-05
Position 1104: 6.532483682811884e-05
Position 5534: 6.374910286336967e-05
Position 4775: 6.270738084811721e-05
Position 3274: 6.188160047353454e-05
Position 3363: 5.9890152295775306e-05
Position 1337: 5.932973568243347e-05
Position 7667: 5.722703966523137e-05
Position 335: 5.076944467759738e-05
Position 5589: 4.956651979712236e-05
Position 7189: 4.85239977607702e-05
Position 7312: 4.6840937992528185e-05
Position 4135: 4.621006070646074e-05
Position 3343: 4.364864427239379e-05
Position 494: 4.1466723239373934e-05
Position 586: 4.011763822151949e-05
Position 588: 3.5571687269443384e-05
Position 603: 3.524302566602022e-05
Position 3718: 3.434986859795389e-05
Position 3051: 3.427920537062696e-05
Position 1953: 3.3074786968505e-05
Position 4457: 3.3018214884643047e-05
Position 8356: 3.2821536731403954e-05
Position 2728: 3.193853270826812e-05
Position 6296: 3.0442057144603466e-05
Position 2058: 2.7386870714694815e-05
Position 2768: 2.6811486064782615e-05
Position 2968: 2.656747204997268e-05
Position 4644: 2.170547684352446e-05
Position 5474: 2.1249409709801007e-05
Position 5258: 2.021502472905532e-05
Position 5754: 1.0647546194133768e-05
Position 4111: 7.783010295973063e-06
Position 3559: 4.757779934042381e-06
Position 437: 2.276680747421964e-06
Position 4537: 1.5291615291749996e-06
Position 2545: 1.4613661483595446e-06
Position 118: 1.2947751813660022e-06
Position 3694: 1.2155724192688767e-06
Position 213: 1.1470775491495962e-06
Position 3605: 9.598943996417183e-07
Position 3488: 5.209076594216108e-07
Position 459: 4.3575439979219047e-07
Position 124: 1.4786735581139102e-07
Position 3769: 1.2971297434444029e-07
Position 121: 1.1415960911585749e-07
Position 105: 9.750464931283475e-08
Position 255: 8.218249686275981e-08
Position 1038: 8.202871402312083e-08
Position 3523: 8.006418748559298e-08
Position 162: 5.997580501372131e-08
Position 516: 5.495255342421995e-08
Position 405: 4.8939089036498555e-08
Position 828: 4.218751538557767e-08
Position 859: 4.086018542843005e-08
Position 223: 3.7562527639173916e-08
Position 95: 3.122766589152377e-08
Position 478: 2.886754876615583e-08
Position 687: 2.7941162524197255e-08
Position 132: 2.0972768644415193e-08
Position 232: 1.5473692748363824e-08
Position 502: 5.921595316272265e-09
Position 513: 5.637499898395729e-09
Position 98: 4.2465270506031145e-09
Position 235: 3.859114179638688e-09
Position 109: 3.5907746480395685e-09
Position 225: 2.653287147695825e-10
Position 229: 2.2788246466016284e-10
Position 243: 1.6439066180196138e-10
Position 443: 1.583482380149998e-10
