Gene = EFHB
Position 248: 9.342253636091444e-05
Position 30271: 7.826324461462914e-05
Position 804: 7.163945271680169e-05
Position 37905: 3.599237399856418e-05
Position 93: 2.8479238797599624e-05
Position 34813: 2.14874075349058e-05
Position 317: 1.6116590334406023e-05
Position 66: 1.4321960708352808e-05
Position 303: 6.613181186242762e-06
Position 1172: 4.223560798580968e-06
Position 1018: 3.940198157223535e-06
Position 1146: 3.6111825733812856e-06
Position 988: 3.5274414793115172e-06
Position 1036: 3.1779241330755162e-06
Position 955: 2.5629761891430107e-06
Position 949: 2.19889374842019e-06
Position 1422: 1.7062359333667757e-06
Position 1401: 1.4353630470891794e-06
Position 1438: 1.0395053673464778e-06
Position 424: 1.1077842595386963e-07
Position 31: 6.109066846376916e-08
Position 1262: 5.744480171595183e-08
Position 920: 1.7412657531391537e-09
Position 158: 1.4898470918757505e-10
Position 560: 8.322563286294372e-11
Position 568: 7.844075839990543e-11
Position 408: 6.579228408682578e-11
Position 45: 6.030065352162783e-11
Position 441: 2.7452699502523806e-11
Position 432: 2.5359303108869003e-11
Position 439: 1.1562621654445766e-11
Position 87: 2.5309701330616453e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 14203: 0.9999999999999983
Position 28430: 0.9995109469351845
Position 18766: 0.966969414453387
Position 37338: 0.9165253715423137
Position 34664: 0.8733412892961502
Position 15812: 0.639665430280666
Position 35867: 0.638352989331701
Position 45131: 0.584547516616198
Position 45528: 0.538198614582185
Position 30256: 0.3127623872597884
Position 48175: 0.25804143322585427
Position 2186: 0.24811908314890166
Position 5346: 0.19569399724949016
Position 827: 0.16330151255713976
Position 35334: 0.16124644355820925
Position 1143: 0.15985180150204054
Position 50335: 0.15710577591720454
Position 49564: 0.12987537318870376
Position 2427: 0.12836957815535313
Position 38252: 0.10837930018835898
Position 16606: 0.10043570389679884
Position 15767: 0.09938337869296279
Position 30034: 0.09233181762587436
Position 24316: 0.07565025824440291
Position 36032: 0.0736851268456051
Position 21559: 0.0710696139582109
Position 39871: 0.07045715600577904
Position 2058: 0.07021525348406012
Position 34533: 0.06510063378091861
Position 15791: 0.06429208262071381
Position 26434: 0.06397633957458834
Position 29434: 0.061897727789985105
Position 15847: 0.06148370536228171
Position 39223: 0.0593269279568896
Position 41761: 0.0562590450424469
Position 34530: 0.056107453016974604
Position 1226: 0.05403029227973762
Position 15867: 0.051750359067425936
Position 45812: 0.04800458590352118
Position 29445: 0.03880948315527121
Position 35736: 0.03848690344599559
Position 48960: 0.03322719932682444
Position 34114: 0.029982708174891393
Position 35764: 0.025546140937111245
Position 16976: 0.02308387799632922
Position 33260: 0.02139123123279098
Position 29516: 0.020654655632777175
Position 46802: 0.02020169018141481
Position 810: 0.019643643409943606
Position 47936: 0.018574523033261132
Position 848: 0.017569854663847955
Position 24632: 0.01717539109084818
Position 714: 0.016713443786776458
Position 19094: 0.016663752641097502
Position 17002: 0.016073859328249025
Position 46115: 0.015690599662806896
Position 16624: 0.015344510880919785
Position 18722: 0.014827179551687551
Position 29456: 0.014643279529865242
Position 29947: 0.014573679081660658
Position 35223: 0.01452751516000695
Position 37791: 0.014276275100670404
Position 43746: 0.014022599451922892
Position 40497: 0.013921039730806743
Position 47510: 0.01385654831406094
Position 35500: 0.013694557551456172
Position 20984: 0.013450047431922048
Position 21521: 0.013127051904577497
Position 15718: 0.012942410143026902
Position 29878: 0.012452531054130545
Position 35285: 0.011973556865935738
Position 2430: 0.011790862459346475
Position 34880: 0.010287837335661222
Position 17546: 0.00977171582302719
Position 29403: 0.009285451955838638
Position 36598: 0.008802724200165176
Position 40383: 0.00801701736665993
Position 36923: 0.007809016348395721
Position 35595: 0.007786827501609998
Position 23646: 0.007751599141673622
Position 35947: 0.0077011128439664804
Position 16290: 0.0076127355932751285
Position 35658: 0.007540405872977327
Position 1873: 0.007485368528931548
Position 45836: 0.007277882786194165
Position 1104: 0.007210725493555435
Position 18877: 0.007209144354589835
Position 5306: 0.007199890052574481
Position 35363: 0.006764004424288389
Position 32676: 0.00669660292677713
Position 16067: 0.006348947436649194
Position 36277: 0.006317543853898358
Position 1324: 0.006017870557923925
Position 34901: 0.00588397255192623
Position 29379: 0.005762357215377109
Position 29309: 0.0045684552501421985
Position 29999: 0.004469758290033506
Position 29893: 0.004406597800376719
Position 28646: 0.004369839675760778
Position 34835: 0.004338366993025245
Position 36125: 0.00429918148503602
Position 876: 0.003891752719033094
Position 4474: 0.0038765887157025864
Position 19151: 0.003805081455569712
Position 43243: 0.003672775724555432
Position 41352: 0.0036326129086399544
Position 18698: 0.0036262090342912595
Position 16064: 0.0033451588272322107
Position 36560: 0.0033381014092194066
Position 1515: 0.0026520375227862525
Position 38519: 0.0025087957072824105
Position 4103: 0.0022718501885009112
Position 34488: 0.002268947334828915
Position 36191: 0.002236618251578307
Position 16581: 0.002122476027142164
Position 1043: 0.002097380721004974
Position 21530: 0.002006975191318321
Position 664: 0.0019901028723502095
Position 37660: 0.0019513978506950417
Position 41325: 0.001945704757009569
Position 36075: 0.0017422124233963765
Position 1348: 0.0017037003470435608
Position 35342: 0.0016220803282002987
Position 36343: 0.0015029732509768082
Position 37765: 0.0014643751550492447
Position 29835: 0.0014329858450160772
Position 516: 0.0013567120016253062
Position 19098: 0.0013448054913070295
Position 30037: 0.001277821783832615
Position 35315: 0.001156830455326877
Position 4179: 0.0010726179356803027
Position 17403: 0.0010491787440394854
Position 37363: 0.0009986281724647858
Position 28739: 0.0009921985124672066
Position 480: 0.0009761554241405713
Position 4113: 0.0007889683162496698
Position 975: 0.0006999849786495249
Position 28648: 0.0006761720662898145
Position 36048: 0.0005205912323149335
Position 29555: 0.0005163394782880729
Position 1985: 0.0004784868901737672
Position 1893: 0.0004340801625062183
Position 4037: 0.0004195464992664668
Position 1896: 0.0004088822350217001
Position 37537: 0.0003841285888590997
Position 29312: 0.0003726024781120436
Position 29525: 0.00032671051832750854
Position 28675: 0.0003044367365569951
Position 35139: 0.0002835875936303835
Position 38380: 0.0002766268067485122
Position 29927: 0.00027306446210638804
Position 1045: 0.00022492830963771193
Position 891: 0.00017182343585524424
Position 32237: 0.0001648854548161164
Position 668: 0.00016226033085442408
Position 34916: 0.000153208946167661
Position 16332: 0.00013662862721867602
Position 3214: 0.00010828364459147818
Position 37684: 9.847874805828384e-05
Position 556: 8.58247284826053e-05
Position 1252: 8.284439427706134e-05
Position 3293: 7.975911513930677e-05
Position 607: 5.753231611017652e-05
Position 1567: 5.739255984139104e-05
Position 768: 5.722733807298612e-05
Position 3024: 5.084897501235902e-05
Position 854: 4.85643942852667e-05
Position 1877: 4.784117606050624e-05
Position 2031: 4.302412073969683e-05
Position 1115: 4.2114761935719416e-05
Position 1421: 4.117739812836645e-05
Position 1570: 3.764505619070717e-05
Position 1534: 3.455657019012187e-05
Position 786: 3.314965082546852e-05
Position 1518: 3.162716365711564e-05
Position 920: 3.083445812165634e-05
Position 761: 3.0294074004585356e-05
Position 16719: 2.7855997700679123e-05
Position 575: 2.2975239823535284e-05
Position 1150: 2.2412395950900426e-05
Position 756: 1.9482108573023836e-05
Position 618: 1.8508552845416632e-05
Position 857: 1.5050756351497876e-05
Position 716: 1.1404973413751217e-05
Position 850: 1.0641592916126817e-05
Position 722: 1.063931491838685e-05
Position 18578: 8.894117859983624e-06
Position 29092: 5.972656961586897e-06
Position 19165: 5.796845344363324e-06
Position 19127: 5.093301417532782e-06
Position 949: 2.7509844380565916e-06
Position 36101: 2.7077120090925567e-06
Position 3974: 2.4298630610351285e-06
Position 484: 2.2164991072621424e-06
Position 29263: 1.8585025462157929e-06
Position 455: 1.5779082105277412e-06
Position 734: 1.2446603708137367e-06
Position 901: 1.1821074828475896e-06
Position 118: 6.195320515128503e-07
Position 879: 5.757654181224399e-07
Position 542: 4.5257467433288056e-07
Position 192: 4.155368683777542e-07
Position 416: 2.2026330397711845e-07
Position 1293: 1.950276150633852e-07
Position 773: 1.4102540897712655e-07
Position 683: 1.3164392069994034e-07
Position 589: 1.2166553907402398e-07
Position 403: 1.0966106844111957e-07
Position 582: 9.404380276767953e-08
Position 1009: 8.41881748586443e-08
Position 447: 7.42734946429978e-08
Position 624: 6.461035837058549e-08
Position 633: 6.456856246925617e-08
Position 207: 6.364498670356031e-08
Position 681: 6.277422534330233e-08
Position 197: 4.827489111023788e-08
Position 120: 4.722591621408579e-08
Position 173: 3.103801901484638e-08
Position 626: 2.6798692303373074e-08
Position 384: 2.6774264641259177e-08
Position 568: 2.3780387818586794e-08
Position 1353: 2.272115043221198e-08
Position 365: 2.2396687534407332e-08
Position 641: 2.1306982193477033e-08
Position 439: 1.43366141251632e-08
Position 248: 1.071287200997651e-08
Position 1018: 1.0128162846600122e-08
Position 317: 3.59805648267255e-10
