Gene = MGLL
Position 273: 0.0015508572376003896
Position 216: 0.0010077868866297081
Position 294: 0.0009909692096174106
Position 488: 0.0009847084355952191
Position 328: 0.000555085635443525
Position 500: 0.0004958775509143043
Position 2223: 0.00042104084126733327
Position 6298: 0.00032380399199802984
Position 3068: 0.00032367697646264523
Position 3973: 0.0003161988422655319
Position 4064: 0.00030249852387700737
Position 495: 0.0002877564300716599
Position 318: 0.00023804527885962153
Position 987: 0.00021810686501521666
Position 799: 0.0002116982333970748
Position 667: 0.00017175283341077413
Position 1924: 0.00015488675813809312
Position 1072: 0.00014994895411123298
Position 2019: 0.00014114364176578037
Position 614: 9.936945986794993e-05
Position 279: 8.590648632757897e-05
Position 1182: 7.706160609080141e-05
Position 300: 7.66179358807342e-05
Position 683: 6.767376140919488e-05
Position 490: 6.235992895263384e-05
Position 271: 6.0389262375886683e-05
Position 606: 5.556186760839595e-05
Position 277: 5.2269196209788025e-05
Position 209: 3.88999415968519e-05
Position 1133: 3.812922809758642e-05
Position 1852: 3.383317364148042e-05
Position 421: 3.3542882104303384e-05
Position 1793: 2.892158691358226e-05
Position 281: 2.7855170869699395e-05
Position 283: 2.5787120379774375e-05
Position 574: 2.3102543880327182e-05
Position 1066: 2.292041479562912e-05
Position 448: 1.4496918095899982e-05
Position 2174: 1.3398486949253434e-05
Position 326: 1.0675647429923455e-05
Position 2592: 1.0448934969922927e-05
Position 310: 9.728234583665839e-06
Position 2871: 9.021331207108188e-06
Position 316: 8.039389655327546e-06
Position 296: 4.4737129575982995e-06
Position 201: 3.205090547055599e-06
Position 80: 3.090144932420391e-06
Position 252: 1.9567287357014356e-06
Position 234: 1.6540060056977794e-06
Position 298: 1.43135239431479e-06
Position 308: 1.3168728738143963e-06
Position 285: 1.1693207494916196e-06
Position 1498: 1.0953534073115461e-06
Position 1833: 4.249933202950092e-07
Position 1855: 2.6493819549225564e-07
Position 41: 1.2415710247203425e-07
Position 287: 9.108597780489721e-08
Position 158: 8.46373547430836e-08
Position 1686: 2.468179777634131e-08
Position 381: 1.6443265521250085e-08
Position 94: 1.4242337725168052e-08
Position 1515: 8.906062618422385e-09
Position 1619: 5.5285255528618046e-09
Position 65: 4.8995926794232214e-09
Position 405: 1.8462816965839578e-09
Position 1561: 7.260706461362947e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 41354: 0.999913607179772
Position 1411: 0.9927990331176334
Position 10320: 0.9870751314468095
Position 24319: 0.9336960413573526
Position 7920: 0.8500694820766567
Position 29992: 0.7541394958809376
Position 13954: 0.7368533793490891
Position 22777: 0.5520357758296105
Position 14311: 0.531194984910719
Position 5863: 0.4717127798628713
Position 4468: 0.46607947281461387
Position 14331: 0.43246669575347063
Position 5778: 0.27524290894583514
Position 22751: 0.21928719908399907
Position 426: 0.2081635741634653
Position 8089: 0.14993049352832083
Position 50682: 0.14170304201717526
Position 46046: 0.12404758677065293
Position 3830: 0.12269634230452114
Position 46884: 0.12079024419013343
Position 855: 0.11007641432756604
Position 53474: 0.0960746610975726
Position 895: 0.0821700524992799
Position 2379: 0.07882062600401708
Position 42382: 0.07444132814827639
Position 457: 0.06917913620828817
Position 42212: 0.06821845847254067
Position 4211: 0.0677581466128328
Position 18278: 0.06416270055097434
Position 14612: 0.06209659463100578
Position 49844: 0.06199169829001852
Position 46376: 0.05374337462658582
Position 26384: 0.05276188202736492
Position 18236: 0.05018410692782484
Position 47438: 0.046261516210968
Position 4241: 0.04362761390632098
Position 46352: 0.03557277185885944
Position 47317: 0.03361579997827713
Position 6555: 0.033554758053663626
Position 43150: 0.03243870541749238
Position 42346: 0.027277842489243816
Position 45534: 0.02699921408755874
Position 2349: 0.026462726971020322
Position 47521: 0.021439679411329786
Position 14650: 0.019964605107037958
Position 46199: 0.01863390392177309
Position 45994: 0.018557535578935587
Position 42914: 0.017396433603510814
Position 2327: 0.01565206358446233
Position 2494: 0.015269321934889198
Position 43643: 0.01370453719346088
Position 4214: 0.012465563774418938
Position 42695: 0.012407728708180401
Position 2043: 0.012276648365310715
Position 42414: 0.011250495994010293
Position 44662: 0.011149234766946334
Position 1110: 0.010442268354987622
Position 47670: 0.009566361792467674
Position 405: 0.009325589807115862
Position 475: 0.007612899868092836
Position 44847: 0.007256901945274414
Position 43199: 0.007244611105807681
Position 1467: 0.006869784590560239
Position 2269: 0.006846957901500875
Position 2999: 0.0067732488907608
Position 2692: 0.006527505469044423
Position 3630: 0.0063145339659017065
Position 1061: 0.006192674943739578
Position 797: 0.005760515903069312
Position 968: 0.0044421719063448386
Position 45676: 0.004419236001098772
Position 3309: 0.00435856818743403
Position 3691: 0.004254365887241879
Position 1081: 0.003758936667007677
Position 6529: 0.0037409162828867517
Position 43596: 0.0036112813008029048
Position 5659: 0.003319393469380059
Position 43107: 0.003190467842057909
Position 2072: 0.0030312753789372786
Position 42594: 0.0028513400497108487
Position 3054: 0.0028306611866754576
Position 42184: 0.0024497163716324173
Position 3238: 0.0023240029016241884
Position 661: 0.0023134640570086924
Position 2093: 0.0020149095475748328
Position 2090: 0.0018565317081172732
Position 41788: 0.0017457845996674268
Position 43394: 0.0016816733903002325
Position 41632: 0.0016703675727925329
Position 41751: 0.0016131516670221794
Position 2247: 0.001345042377487313
Position 1162: 0.0013051530430940117
Position 42983: 0.0012844059828833105
Position 3581: 0.0012386437631037974
Position 793: 0.0012108107123029747
Position 785: 0.0010351649509622674
Position 2285: 0.0009845856383249494
Position 2504: 0.0009671403754835306
Position 3250: 0.0007843987295570418
Position 506: 0.000727724418955403
Position 2445: 0.0005386757415100419
Position 814: 0.00044685018821710243
Position 365: 0.0003542789836136562
Position 6165: 0.00032380537631293994
Position 1033: 0.0003192263794939961
Position 867: 0.000297120563755358
Position 816: 0.0002951458220087537
Position 649: 0.0002367413568857996
Position 640: 0.00020670110024472615
Position 1041: 0.0001882570214497822
Position 860: 0.00016178527714664218
Position 2157: 0.00015528769480920861
Position 1778: 0.00015401177364056685
Position 1744: 0.00011428327501171437
Position 721: 0.00010214922273729932
Position 764: 9.300348009652728e-05
Position 725: 9.117212643496387e-05
Position 1482: 8.217794451782562e-05
Position 1341: 7.640104119267566e-05
Position 761: 7.627690188131317e-05
Position 1430: 7.569993644856636e-05
Position 683: 6.592040186688988e-05
Position 1860: 6.502324300100422e-05
Position 2160: 6.259041741606255e-05
Position 777: 4.473309804803383e-05
Position 686: 3.8477542741569465e-05
Position 1690: 3.0070170352990003e-05
Position 2002: 2.9494423917770728e-05
Position 439: 2.7663776876241427e-05
Position 1507: 2.7660551823660486e-05
Position 1747: 2.7196624861549004e-05
Position 925: 2.173388378386327e-05
Position 1529: 1.6558532833279597e-05
Position 1438: 1.6335870034077242e-05
Position 1905: 1.5083882473990549e-05
Position 29914: 1.3606641163996851e-05
Position 1454: 1.3581638006908663e-05
Position 1420: 1.1081088085292686e-05
Position 2394: 1.0181532772656024e-05
Position 1373: 8.064682896757313e-06
Position 1750: 4.099641363420094e-06
Position 2116: 3.9965742273369275e-06
Position 514: 3.963777388510937e-06
Position 2661: 3.030400043486378e-06
Position 21533: 2.665937596385887e-06
Position 2194: 2.2446867274720736e-06
Position 18384: 2.1546473170452287e-06
Position 606: 1.2720117911094629e-06
Position 1972: 1.1954957185698448e-06
Position 582: 1.1943670248220948e-06
Position 1292: 8.649243726804658e-07
Position 667: 7.958379843109138e-07
Position 1892: 2.951292219148813e-07
Position 1841: 1.325076366150423e-07
Position 614: 1.046167227278313e-07
Position 699: 6.534772497994056e-08
Position 1546: 6.325406181375113e-08
Position 17810: 5.208201079430595e-08
Position 941: 4.860414664091184e-08
Position 730: 4.423181935131526e-08
Position 1981: 3.767854683330704e-08
Position 14740: 2.730589388286956e-08
Position 316: 2.0106727187460063e-08
Position 534: 1.8059719820571046e-08
Position 8440: 1.4911503018426982e-08
Position 11352: 5.8143186310971535e-09
Position 10497: 5.476826718450086e-09
Position 6878: 4.849800289199113e-09
Position 9472: 3.0376282386319607e-09
Position 8617: 1.9798521833525743e-09
Position 7027: 1.6973676424104576e-09
Position 518: 1.4026747025053644e-09
Position 6121: 1.263463475547019e-09
Position 6501: 1.2269725944670405e-09
Position 7285: 8.662371092056194e-10
Position 1241: 2.89371683119423e-10
Position 4731: 7.653588262916509e-11
Position 523: 2.4331142727235085e-11
