Gene = UMPS
Position 184: 3.953615242335149e-08
Position 478: 2.0645243089377367e-08
Position 337: 1.7874662853516655e-08
Position 43: 1.934642662485196e-09
Position 119: 1.454405616066069e-09
Position 504: 6.852179800480888e-10
Position 445: 8.193641804340266e-13
Position 480: 3.718416858888175e-13
Position 248: 6.693057916752542e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9657: 0.976564115350634
Position 4726: 0.8856054555674779
Position 11785: 0.8408787706078665
Position 13548: 0.8150516635017989
Position 18340: 0.4894856216317942
Position 7548: 0.27856574768777564
Position 7201: 0.23343770630209373
Position 1139: 0.1987338131522398
Position 8077: 0.14155247430202128
Position 7779: 0.10481704390347427
Position 17578: 0.09460064858180577
Position 10343: 0.08635848949009442
Position 17343: 0.08024287888562388
Position 5078: 0.07912223367385537
Position 10928: 0.058518502632211415
Position 8044: 0.050908259304136456
Position 18170: 0.05024031456355241
Position 15239: 0.04264523152638631
Position 16665: 0.03438449332846063
Position 7969: 0.02954898003430377
Position 15770: 0.02795798350363049
Position 8440: 0.025939735018739897
Position 10307: 0.02351580654684651
Position 6380: 0.021645103410886865
Position 7825: 0.021281171729255907
Position 1164: 0.016375309983362913
Position 13830: 0.015422986580397851
Position 15024: 0.0123790851973848
Position 6123: 0.011848123267946686
Position 15253: 0.010689234722910872
Position 18889: 0.010497174266141525
Position 13727: 0.010496090184833991
Position 7585: 0.010462105840247605
Position 13383: 0.009152044302956927
Position 4763: 0.008684130538915447
Position 10266: 0.00866541660484506
Position 18700: 0.007927168141900184
Position 13337: 0.007478935497323941
Position 5048: 0.007426234442212371
Position 14919: 0.0072826621530936025
Position 1883: 0.0070742956366300624
Position 16495: 0.006833060867099091
Position 13740: 0.006531160132326727
Position 11475: 0.006411879602611035
Position 15631: 0.005856552348092095
Position 14073: 0.0056317184553936386
Position 13623: 0.005385277644994075
Position 11879: 0.0052022917609608945
Position 3834: 0.004971104606743365
Position 3014: 0.004811832425400286
Position 3188: 0.00427667325432145
Position 10885: 0.0036619311805641003
Position 15715: 0.003640900822651975
Position 7958: 0.003432733282267606
Position 5142: 0.0032828504130856346
Position 14650: 0.0031457055414012185
Position 2987: 0.0024077348528556055
Position 5157: 0.0022605185356305894
Position 11489: 0.0020735633144277855
Position 4733: 0.0020667403695032137
Position 566: 0.0019532622114863756
Position 6147: 0.001919312821426308
Position 2324: 0.001799069806720524
Position 3200: 0.0017741285038579133
Position 14069: 0.0017393587085799574
Position 12078: 0.0017359180161224937
Position 11995: 0.001624434373129683
Position 10704: 0.0015730770822818046
Position 6016: 0.0014610596741199354
Position 16844: 0.0012754782105310345
Position 6725: 0.0012639238945084084
Position 16686: 0.0012605473045228812
Position 1618: 0.0012445507845782239
Position 7552: 0.0012440971289956078
Position 14093: 0.0012433891327050543
Position 10360: 0.001199846021778536
Position 473: 0.001112912314304304
Position 12300: 0.0011094750169605727
Position 1190: 0.0011019949838279935
Position 11193: 0.0010671830608355666
Position 3346: 0.0010212833355175384
Position 1869: 0.00095680852619383
Position 10321: 0.0009428533146208535
Position 710: 0.0009426808517053412
Position 4820: 0.0009293674547926141
Position 11847: 0.0008518149743918749
Position 15835: 0.0007278067370125491
Position 4038: 0.0007018497549057355
Position 11701: 0.0005742938480720636
Position 261: 0.0005690068069002123
Position 124: 0.0005347737183515601
Position 3238: 0.0005308741115591343
Position 11955: 0.0005164448810299953
Position 10789: 0.00046227632150969145
Position 574: 0.00044605169988039066
Position 12060: 0.0003994030732268524
Position 5293: 0.0003923178997351968
Position 4802: 0.0003886858541007178
Position 2965: 0.00038609320072393975
Position 5362: 0.0003612710068685327
Position 2478: 0.0003223242875833834
Position 997: 0.0003211776366513201
Position 811: 0.00029680122346789915
Position 12319: 0.0002869301456668797
Position 12335: 0.0002856596523180303
Position 4027: 0.00027186695573688937
Position 3103: 0.0002637060822185301
Position 632: 0.0002537025681573102
Position 3396: 0.00024220602359460784
Position 162: 0.00023892410651570997
Position 3092: 0.00021982261256705315
Position 4218: 0.00019965720761008635
Position 12719: 0.0001973908987579561
Position 7261: 0.0001905586286712441
Position 5246: 0.00018881741228748202
Position 1037: 0.00018406911678182217
Position 5334: 0.00017133132038383046
Position 10109: 0.00014999660118328008
Position 9457: 0.0001442506172138806
Position 2501: 0.0001338576511225766
Position 6615: 0.00012266484902076637
Position 5008: 0.00011281257964243422
Position 2385: 0.00010063601039354365
Position 7516: 8.675884863556132e-05
Position 3136: 8.646544391112366e-05
Position 6367: 8.250729969373802e-05
Position 1644: 7.987320689059412e-05
Position 961: 6.899561057220145e-05
Position 5263: 6.183059552360982e-05
Position 257: 4.486051809338079e-05
Position 491: 2.2507640772195524e-05
Position 639: 1.961126715218587e-05
Position 655: 1.8447459856635035e-05
Position 529: 1.4106107093672807e-05
Position 614: 1.2621016114530683e-05
Position 775: 1.2191297730056015e-05
Position 743: 1.0823881793411579e-05
Position 6128: 9.630599082732611e-06
Position 5249: 5.285672154218007e-06
Position 603: 5.180317830488639e-06
Position 4973: 4.764813294372522e-06
Position 13782: 2.804924959620673e-06
Position 856: 2.089113856029409e-06
Position 171: 1.5057076753655394e-06
Position 5301: 1.4946736452790252e-06
Position 875: 1.4693323686205564e-06
Position 605: 1.0792012173075507e-06
Position 273: 1.0072359967776006e-06
Position 1018: 9.77412377223331e-07
Position 1672: 9.109437407992761e-07
Position 192: 8.203511053550558e-07
Position 824: 8.039571967895829e-07
Position 1176: 6.938896366622532e-07
Position 658: 5.388556278723543e-07
Position 1702: 4.226526858212146e-07
Position 405: 3.5994501954349634e-07
Position 334: 3.487564766650382e-07
Position 305: 3.335326531448542e-07
Position 769: 3.2316467753430263e-07
Position 308: 2.36787132692678e-07
Position 2275: 1.9318202561246737e-07
Position 1776: 1.5874079248511897e-07
Position 283: 1.1963641982085556e-07
Position 669: 1.0033056207119004e-07
Position 1559: 9.90501108630475e-08
Position 2206: 8.523504364075027e-08
Position 1083: 5.734306757621268e-08
Position 1095: 3.583002618894298e-09
Position 915: 3.362398831943165e-09
Position 932: 2.4180307504493878e-09
