Gene = NEXN
Position 2554: 0.0002798196610803008
Position 2167: 0.0002579604046961927
Position 2778: 0.00024679650363845725
Position 1202: 0.00021696718498814298
Position 1140: 0.00021439562896496112
Position 1877: 0.00014766001662684842
Position 275: 0.0001101137769616206
Position 986: 9.339751089599223e-05
Position 1205: 7.506155384910063e-05
Position 673: 6.947998925981322e-05
Position 225: 4.888594441657599e-05
Position 1696: 4.182067750647205e-05
Position 339: 2.4150393365547964e-05
Position 1020: 2.022896930687392e-05
Position 1783: 1.971707811830936e-05
Position 2792: 9.825483477599796e-06
Position 395: 4.186144067681175e-06
Position 227: 3.6409757667777515e-06
Position 462: 2.7895585198495494e-06
Position 1043: 2.2815816114927155e-06
Position 813: 7.482039438068462e-07
Position 947: 4.785448778737482e-07
Position 1065: 4.3863605463628543e-07
Position 973: 3.0848385403846617e-07
Position 994: 2.59713154686705e-07
Position 1957: 2.2101292304129342e-07
Position 554: 1.981807385345903e-07
Position 615: 1.102973028589042e-07
Position 786: 2.3592317891333348e-08
Position 130: 2.694772907131833e-09
Position 102: 3.1336678424306984e-10
Position 559: 2.2720633909272888e-10
Position 510: 1.4887757116513747e-10
Position 177: 9.902889338498563e-11
Position 99: 9.103594291862688e-11
Position 171: 6.276288203580692e-11
Position 490: 2.9419871530876985e-11
