Gene = RBM8A
Position 635: 1.8053851952656353e-05
Position 764: 1.5340023369753028e-05
Position 18: 1.4494861187406062e-05
Position 1519: 1.3835836724350007e-05
Position 288: 1.1996334347850526e-05
Position 523: 9.337983898982641e-06
Position 941: 9.049195881896245e-06
Position 1611: 8.342567249178428e-06
Position 501: 8.154099683052169e-06
Position 758: 8.070580497929113e-06
Position 812: 7.704080927592465e-06
Position 1111: 7.189207243461891e-06
Position 119: 5.8694252769258255e-06
Position 3: 4.4221036132831265e-06
Position 1361: 3.9136798427036276e-06
Position 186: 3.3302432661700943e-06
Position 570: 3.101472127524704e-06
Position 1147: 2.4777732066908255e-06
Position 1668: 2.1722436534896778e-06
Position 2239: 2.0097754965683378e-06
Position 2040: 1.6163094337204643e-06
Position 1632: 1.3892381837346504e-06
Position 1740: 1.322296752739808e-06
Position 1848: 1.2215437830631283e-06
Position 625: 1.2104204910317932e-06
Position 1181: 1.0912961759143888e-06
Position 1676: 1.0665955646400093e-06
Position 544: 1.006288528124318e-06
Position 1462: 8.981835532810365e-07
Position 53: 6.144605632314304e-07
Position 1131: 5.961590376921375e-07
Position 838: 4.7373344136897606e-07
Position 386: 4.4361133140991275e-07
Position 1253: 4.4231070627866607e-07
Position 1742: 4.263098544405658e-07
Position 950: 4.2042293756834546e-07
Position 859: 2.415894758109374e-07
Position 1665: 2.035730717597837e-07
Position 72: 2.0246302408578968e-07
Position 691: 1.5494625762943714e-07
Position 657: 9.114817103304813e-08
Position 578: 3.395326870818421e-08
Position 70: 2.4665725779931307e-08
Position 427: 2.110409081317805e-08
Position 1262: 7.148525073912923e-11
Position 452: 7.329706002858405e-13
Position 1121: 6.50362085327251e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9925354423633623
Position 1608: 0.9691248985195106
Position 1358: 0.9633608659643287
Position 649: 0.9241992244611511
Position 458: 0.8248794881239139
Position 1941: 0.16573821795784802
Position 5318: 0.11303900317071934
Position 267: 0.08232274568391296
Position 2894: 0.07219206728929109
Position 3570: 0.06359839102791441
Position 596: 0.059202454797210785
Position 5701: 0.051702207455307944
Position 2465: 0.03500656226329116
Position 321: 0.029245547206497583
Position 4868: 0.025093748188411782
Position 1937: 0.022682605301352608
Position 2358: 0.02240677796286125
Position 3700: 0.021762630705808667
Position 3480: 0.020429431822372158
Position 427: 0.015295052838787512
Position 5854: 0.01272193398592102
Position 3962: 0.011775237096523748
Position 1371: 0.011644673421605693
Position 1610: 0.010623078909741434
Position 2374: 0.010035601129073477
Position 652: 0.01001841308936627
Position 2427: 0.00951931256531789
Position 303: 0.005418565625698774
Position 1391: 0.004104310793181574
Position 1961: 0.003245386910409535
Position 5603: 0.0031861835450829714
Position 4884: 0.0029188364168374623
Position 5276: 0.002841378482798325
Position 386: 0.0026235933073884667
Position 5504: 0.0025240502323947804
Position 1140: 0.002207487290538434
Position 2778: 0.0020430776415068163
Position 926: 0.0018081429016372189
Position 5475: 0.001805684642755624
Position 1774: 0.0017553858196358138
Position 327: 0.00162043557997456
Position 2222: 0.0015886864969783011
Position 5255: 0.001572178092160591
Position 3375: 0.0015081027954391003
Position 5478: 0.0013918205638556126
Position 5755: 0.0013793985743986532
Position 3665: 0.0013680482276003602
Position 2430: 0.0013083875920738592
Position 4898: 0.0013007655949443522
Position 3992: 0.0012482285216993641
Position 324: 0.0011597334478087252
Position 4647: 0.001135127945523093
Position 1848: 0.0011182742535495189
Position 4702: 0.001083665751162676
Position 2973: 0.0010649985371705758
Position 4264: 0.0010544565914092268
Position 3791: 0.0009159751545242891
Position 5873: 0.000896288769228526
Position 1142: 0.0008897741941968104
Position 1185: 0.0008272827969149113
Position 3638: 0.0008263229480425346
Position 3942: 0.0008208535880934154
Position 2415: 0.000784815523859364
Position 950: 0.0007469493318878595
Position 2040: 0.0007114828447814546
Position 689: 0.0006500726646423431
Position 5320: 0.0005781949960086698
Position 3485: 0.0005518785840902188
Position 2300: 0.0005467585968067935
Position 462: 0.000423004839415201
Position 3743: 0.00041029098476840284
Position 1323: 0.00039857528184199915
Position 2098: 0.00035728036401278906
Position 1427: 0.0003343850404605382
Position 1442: 0.0003273674961112042
Position 4340: 0.00029086238423962267
Position 1673: 0.0002888328305014083
Position 1395: 0.00025968516735736853
Position 460: 0.0002544810626116812
Position 1896: 0.0002472626095044329
Position 2599: 0.0002350063618516333
Position 4267: 0.0002295500139521378
Position 280: 0.00018666090831535496
Position 2984: 0.00014850371207258395
Position 2470: 0.00014843013137443283
Position 1657: 0.00013297562772367297
Position 479: 0.00012044816244901001
Position 3779: 0.00010805748648563124
Position 612: 0.00010640932806264495
Position 2830: 9.952219339519153e-05
Position 305: 8.106722813025418e-05
Position 346: 7.892828330264633e-05
Position 1886: 6.887861324862355e-05
Position 654: 6.460471540345037e-05
Position 1485: 5.921210100628484e-05
Position 1400: 5.6532343336169655e-05
Position 1412: 4.9848277374402975e-05
Position 2043: 4.434394636333263e-05
Position 1283: 3.522704024894254e-05
Position 485: 3.048737418692105e-05
Position 1260: 3.045138050209263e-05
Position 331: 2.8337996546026035e-05
Position 1095: 2.691837668275525e-05
Position 615: 2.615244215169411e-05
Position 399: 2.6070336019993368e-05
Position 874: 2.567589592660686e-05
Position 962: 1.8582797515291314e-05
Position 995: 1.827562919804414e-05
Position 401: 1.7373545942211477e-05
Position 618: 1.720955052642533e-05
Position 1035: 1.5995795600815187e-05
Position 699: 1.4131910282908615e-05
Position 974: 1.1550942687859606e-05
Position 971: 1.0799293769633691e-05
Position 958: 9.165124942564507e-06
Position 678: 8.243345419341708e-06
Position 664: 8.23364938467845e-06
Position 3226: 7.533746577563621e-06
Position 863: 5.965960372826306e-06
Position 1101: 5.885969562054287e-06
Position 1450: 5.734003746624002e-06
Position 1196: 4.799581742530485e-06
Position 1943: 4.649516315905754e-06
Position 1230: 4.223880213063027e-06
Position 1267: 3.898540429396008e-06
Position 1227: 3.2660230951538802e-06
Position 86: 3.1608696787918792e-06
Position 499: 2.8686415726916265e-06
Position 1973: 2.6296541039757257e-06
Position 149: 2.380366485491001e-06
Position 125: 2.135212734445175e-06
Position 608: 1.4986720502710446e-06
Position 1202: 1.3543139029896019e-06
Position 104: 1.3471620723398502e-06
Position 1147: 1.2284428238539587e-06
Position 2014: 1.0818805957803714e-06
Position 1993: 9.586131323274373e-07
Position 354: 9.054543967710656e-07
Position 1620: 8.216476540101532e-07
Position 2100: 6.313913579788447e-07
Position 1305: 5.591470547531926e-07
Position 2075: 4.5101803511849005e-07
Position 490: 3.813095898274535e-07
Position 1198: 3.769852340416818e-07
Position 1561: 3.4387033755374877e-07
Position 1278: 3.308397319389249e-07
Position 1629: 3.301179312868074e-07
Position 1297: 3.232636491152672e-07
Position 70: 2.958954599106141e-07
Position 1326: 2.4005377485370673e-07
Position 361: 2.3500591333827866e-07
Position 1530: 2.0571517803629613e-07
Position 2129: 1.9219329241717781e-07
Position 136: 1.7212962791032906e-07
Position 696: 1.0403160239992765e-07
Position 823: 8.49168425531377e-08
Position 206: 4.751360517049335e-08
Position 523: 4.344003534746112e-08
Position 542: 4.119591689818859e-08
Position 578: 3.550242535465715e-08
Position 166: 3.264341509807155e-08
Position 109: 1.1619688784116692e-08
Position 1626: 1.1291048467940847e-08
Position 1548: 1.0215884394781658e-08
Position 186: 1.0043843093305637e-08
Position 181: 5.957648918739785e-09
Position 1632: 1.4490763108530207e-09
Position 91: 1.151545211437938e-09
Position 226: 9.578448216052187e-10
Position 214: 7.118012614382728e-10
Position 236: 6.189742471508556e-10
Position 817: 3.340716087307682e-10
Position 78: 2.7233337012199306e-10
Position 838: 2.615347946390173e-10
Position 802: 2.0541001775425947e-10
Position 805: 1.8083969674151417e-10
Position 191: 1.5274973075032377e-10
Position 792: 3.9214981703626156e-11
Position 1687: 2.5686021099889026e-11
Position 1043: 2.3450663652351042e-11
