Gene = YRDC
Position 4187: 0.9289682696178934
Position 1208: 0.9272693862751341
Position 5209: 0.01924455520857078
Position 4050: 0.018640338865741905
Position 2934: 0.015245828705853537
Position 1614: 0.011966940714544424
Position 4221: 0.009907131791025509
Position 2741: 0.009852558677498782
Position 4634: 0.007352177690589021
Position 3987: 0.006980600493507761
Position 3651: 0.006508507998564128
Position 2721: 0.006311414052208872
Position 3680: 0.00558478827917272
Position 1575: 0.0053554134606324045
Position 4275: 0.00494873726871087
Position 1621: 0.004571797269237825
Position 1661: 0.004406753957442683
Position 3628: 0.0039037591902397386
Position 2634: 0.003732926492401606
Position 2492: 0.0035493534626539177
Position 4126: 0.0035279237961110994
Position 4672: 0.003286754568320943
Position 2770: 0.0031963458216868997
Position 742: 0.0031337613714403235
Position 685: 0.0030814014936413883
Position 1007: 0.003066179525571024
Position 2952: 0.0025759919680839573
Position 1560: 0.0024899581540182574
Position 904: 0.0023804325933385116
Position 2805: 0.002277554234882269
Position 4940: 0.00210834219744536
Position 1019: 0.002058996941461969
Position 5120: 0.00198724987536878
Position 1288: 0.0016351488357677925
Position 4224: 0.0014511621229609964
Position 4585: 0.0014298213341445772
Position 3522: 0.0014203139752541703
Position 5132: 0.001398250580099559
Position 2239: 0.001178983242002751
Position 2930: 0.0009736734911774148
Position 4084: 0.0008787632104492344
Position 3749: 0.0008546279426506604
Position 4344: 0.0008362522940935067
Position 4482: 0.0008189040697336858
Position 4678: 0.0006892593322816715
Position 3743: 0.0006554486292048947
Position 1637: 0.0006411407582619742
Position 3764: 0.0006345967014478084
Position 3703: 0.0006136771046958944
Position 3860: 0.0006130835939228564
Position 3356: 0.000544559584391246
Position 4071: 0.0005251770127824418
Position 880: 0.0005050626619553323
Position 2748: 0.0004426924856964842
Position 4272: 0.0004311201065452602
Position 4407: 0.000379834257460303
Position 5044: 0.0003744467203267404
Position 4331: 0.0003647189708324171
Position 3630: 0.0003518864221894971
Position 2530: 0.00034801429981247693
Position 1025: 0.00033579701872141877
Position 4385: 0.0003271512582778646
Position 828: 0.0003091194736476039
Position 498: 0.0002720750459718771
Position 4966: 0.0002626342128568241
Position 4199: 0.0002532730122920452
Position 536: 0.00022131900011402653
Position 1523: 0.00021694549648631917
Position 1248: 0.0002028777364729787
Position 4060: 0.0001985782151862181
Position 2431: 0.00018473048788346798
Position 1717: 0.0001756944586802675
Position 3591: 0.0001737608413182451
Position 699: 0.0001529566225707588
Position 4434: 0.00015042274087617596
Position 4155: 0.00014799715938561863
Position 1392: 0.0001389175722159898
Position 3611: 0.00013049852758690244
Position 1215: 0.00012829190808448827
Position 4000: 0.00012361441781349593
Position 3961: 0.00011240736032559149
Position 4571: 0.00011126732953535409
Position 4207: 0.00010587151407992607
Position 5085: 0.00010417548941936433
Position 4381: 0.00010100612059752574
Position 2150: 9.864960225447799e-05
Position 3500: 9.768269038338022e-05
Position 3570: 9.270553140746832e-05
Position 2202: 9.040119627318931e-05
Position 4824: 8.74130346809257e-05
Position 582: 8.59481577575943e-05
Position 3806: 8.35232113851881e-05
Position 2868: 7.922174039535216e-05
Position 3879: 7.758742218430146e-05
Position 2105: 7.205992059241371e-05
Position 1580: 7.158801174195092e-05
Position 4645: 7.148434627298806e-05
Position 1641: 6.24601570319665e-05
Position 1509: 6.195952421383398e-05
Position 4989: 6.167406102607054e-05
Position 508: 5.885845322972657e-05
Position 2605: 5.484663942537911e-05
Position 750: 5.475889897045112e-05
Position 835: 4.9665712336412614e-05
Position 4152: 4.8243310917448944e-05
Position 1113: 4.260211514407098e-05
Position 114: 4.056069473966524e-05
Position 672: 3.950902499264629e-05
Position 1675: 3.742664703556887e-05
Position 2499: 3.5185813750487244e-05
Position 4982: 3.495809049943485e-05
Position 4591: 3.429981936423239e-05
Position 984: 3.427575517305827e-05
Position 906: 3.3196808901379187e-05
Position 4731: 3.24745700620992e-05
Position 2315: 3.164664944105509e-05
Position 3635: 3.1291853256464645e-05
Position 759: 2.724471245565535e-05
Position 4818: 2.3048351569751966e-05
Position 4518: 2.2858984389827458e-05
Position 4159: 2.1134203009435927e-05
Position 3990: 2.053269712970916e-05
Position 5160: 2.0254591308695987e-05
Position 669: 1.829248454128512e-05
Position 4452: 1.746486498914186e-05
Position 3526: 1.5393496672010458e-05
Position 656: 1.4320685717471722e-05
Position 715: 1.3470733774321232e-05
Position 4095: 1.292036630252002e-05
Position 334: 1.2336256113804772e-05
Position 2024: 1.1791238903854745e-05
Position 3213: 1.0757230633809057e-05
Position 342: 1.0642884763485912e-05
Position 3550: 8.445173281152795e-06
Position 3955: 8.137882737825194e-06
Position 3435: 7.931960599828945e-06
Position 175: 5.0922588894873935e-06
Position 579: 3.8561452128223634e-06
Position 925: 3.709512166534696e-06
Position 911: 3.5216207574945877e-06
Position 640: 3.097908345366926e-06
Position 772: 2.7881850166869138e-06
Position 597: 2.6329569234418625e-06
Position 2401: 2.354130367345273e-06
Position 162: 2.2235276529849404e-06
Position 1259: 2.1834343434361867e-06
Position 1051: 2.1535685142054164e-06
Position 2708: 1.88171989941764e-06
Position 794: 1.75303366040269e-06
Position 848: 1.1627375499743029e-06
Position 774: 1.150351218719105e-06
Position 208: 1.1374513394816853e-06
Position 994: 9.515556439233396e-07
Position 2660: 9.344051993756677e-07
Position 2642: 8.439328485599795e-07
Position 470: 7.907519664241104e-07
Position 1671: 7.673416998290953e-07
Position 2807: 7.46524473414972e-07
Position 1054: 6.623611676441552e-07
Position 2580: 5.736314662384346e-07
Position 845: 5.708365023359189e-07
Position 232: 5.474392138667916e-07
Position 767: 5.206209617050958e-07
Position 476: 4.1851377759361413e-07
Position 1300: 3.9082461310495004e-07
Position 90: 3.4074888329225125e-07
Position 790: 3.229129015845816e-07
Position 297: 3.0418019145158754e-07
Position 2348: 2.6649929798727604e-07
Position 346: 2.652814322105942e-07
Position 1445: 2.513507486461362e-07
Position 1366: 2.3129083848811989e-07
Position 455: 2.2026239437034453e-07
Position 1307: 2.1865802179075816e-07
Position 1328: 2.0241835102927032e-07
Position 986: 1.8396058052502207e-07
Position 2494: 1.7751887396373533e-07
Position 393: 1.7054401810022502e-07
Position 1312: 1.671808151851845e-07
Position 810: 1.387530769391968e-07
Position 190: 1.2116082308640115e-07
Position 1063: 1.130712804650996e-07
Position 352: 9.73378953958204e-08
Position 601: 9.23237447005688e-08
Position 3504: 6.666193116991152e-08
Position 856: 6.32517200913863e-08
Position 3472: 5.992685284457807e-08
Position 3012: 5.6641449725437614e-08
Position 1333: 5.5931310296238834e-08
Position 1139: 5.304359136658609e-08
Position 183: 5.1761312233897994e-08
Position 1404: 5.1625515473026234e-08
Position 422: 4.5751059200956614e-08
Position 2109: 2.990623180696511e-08
Position 4100: 2.6810643778843913e-08
Position 1342: 1.876236030988033e-08
Position 1268: 1.7362622888590488e-08
Position 3298: 8.455431451594807e-09
Position 1421: 7.530092381212505e-09
Position 839: 7.13758433937132e-09
Position 1853: 6.510405600401111e-09
Position 1536: 6.0385771817739044e-09
Position 1452: 1.4959773033641907e-09
Position 1146: 9.807359141260152e-10
Position 1151: 3.3968684363243594e-10
Position 486: 9.135839232642916e-12
Position 1120: 4.990486008377365e-13
Position 464: 4.252305019565509e-13
Position 480: 2.6164791642498246e-13
Position 478: 2.2297362736147797e-13
Position 1094: 1.7141419251139265e-13
Position 70: 5.566803230043193e-15
