Gene = PCDHGB5
Position 6127: 0.5111997764871513
Position 21859: 0.40923007057922195
Position 11821: 0.33953710580065544
Position 26624: 0.30918537309957533
Position 22577: 0.2970068544156012
Position 11378: 0.2811793367263114
Position 15301: 0.2450901175744927
Position 16806: 0.20484191191050802
Position 23742: 0.18234934635837496
Position 7054: 0.17555206923187136
Position 548: 0.13403960143390384
Position 15745: 0.13021373685871054
Position 11139: 0.12613965628570808
Position 12406: 0.10246984048565276
Position 12419: 0.0949661333004823
Position 16011: 0.08067426609236471
Position 11625: 0.08013591519418393
Position 25326: 0.07552107524237736
Position 2296: 0.06962385233343446
Position 2265: 0.06207161248636065
Position 14835: 0.058759979770099245
Position 25776: 0.057196095620569896
Position 557: 0.04817391505340628
Position 15528: 0.047415073857596864
Position 12129: 0.045706196971045845
Position 11593: 0.040520423527985495
Position 2371: 0.03730881125246738
Position 6968: 0.03366407455250113
Position 11673: 0.032629116851358164
Position 503: 0.03260842008991543
Position 529: 0.032357668547618956
Position 5985: 0.029075639732661203
Position 6187: 0.028142099955682655
Position 17375: 0.02808810915657052
Position 630: 0.0261870503297883
Position 16612: 0.0248249940954751
Position 22707: 0.022615610628923234
Position 590: 0.022536565444109653
Position 2042: 0.02059317642482069
Position 11604: 0.02052699452571041
Position 6007: 0.020273227892035717
Position 15563: 0.01992303600848905
Position 17312: 0.01822343151258322
Position 15601: 0.018209164989266276
Position 11646: 0.01656155731907099
Position 18292: 0.012877889184783314
Position 12070: 0.012824323613817983
Position 8391: 0.012631640196086463
Position 6100: 0.012416608454648672
Position 16479: 0.011935230761982009
Position 19115: 0.011337551274324616
Position 5885: 0.010302796765535947
Position 16120: 0.009786170907766609
Position 2146: 0.009141134783967787
Position 6919: 0.008630457287895863
Position 8326: 0.007537463839809403
Position 2088: 0.00749564850495703
Position 12175: 0.006366110784058663
Position 1349: 0.0060183314145128
Position 15795: 0.005906322429840971
Position 12233: 0.004717588135799939
Position 1586: 0.00469154778460424
Position 18492: 0.004140231710481642
Position 4974: 0.0037317854125143097
Position 8145: 0.0033577548731508473
Position 11904: 0.0029380004601059443
Position 22876: 0.0026260886854137105
Position 1538: 0.0025622586113376493
Position 8357: 0.002405268061929038
Position 4730: 0.002395379949418326
Position 551: 0.002286286250533983
Position 2218: 0.00215049818355438
Position 2189: 0.0020753722561239808
Position 11425: 0.002040817920772198
Position 15465: 0.001993631420381758
Position 1734: 0.0019492285401864285
Position 13810: 0.001908803658042732
Position 17864: 0.0017821113725569608
Position 667: 0.001687716277458147
Position 7989: 0.0016358960282793448
Position 18936: 0.0016069414660202551
Position 11643: 0.0015755929352214574
Position 4753: 0.0015522277568093864
Position 4651: 0.0012850470819937901
Position 614: 0.0012817312315798266
Position 506: 0.0012536734382251776
Position 12746: 0.0012485013729534907
Position 11770: 0.0012108336034197956
Position 1291: 0.0010866631635251451
Position 17868: 0.0008396115927763346
Position 600: 0.0007806941105227712
Position 1987: 0.0007427919262893013
Position 1559: 0.000582792872915426
Position 12639: 0.00048052514676704924
Position 14917: 0.00043223132822498765
Position 11702: 0.0004186602789666731
Position 1615: 0.00030353908229548073
Position 16323: 0.00027214270361844266
Position 1510: 0.00021404649660954663
Position 12908: 0.00020628537352196844
Position 13143: 0.0001890927696793213
Position 14527: 0.00016877652252783663
Position 847: 0.0001511539994155642
Position 12578: 0.00014996110662178385
Position 13813: 0.0001393198671629885
Position 1891: 0.00013217025576258437
Position 12905: 0.0001251596349320455
Position 692: 0.0001250841041856136
Position 14142: 0.0001065691811759109
Position 12601: 7.49972554358678e-05
Position 1817: 6.054448395716134e-05
Position 320: 3.680472125518459e-05
Position 12934: 2.3645839436978317e-05
Position 12985: 2.251249981146055e-05
Position 1857: 1.5362593563661624e-05
Position 7316: 9.862560154539555e-06
Position 565: 6.911746772567264e-06
Position 1002: 5.427043027532281e-06
Position 1468: 5.255350965534947e-06
Position 416: 5.018934997822269e-06
Position 1257: 4.7763005838328346e-06
Position 440: 3.84769477475255e-06
Position 1362: 3.093456678423799e-06
Position 1940: 2.147718376347345e-06
Position 12027: 1.338296282490361e-06
Position 365: 8.926546892112639e-07
Position 1315: 8.918866496403408e-07
Position 945: 8.785683768878401e-07
Position 1263: 8.781305642684357e-07
Position 984: 7.760949144068451e-07
Position 371: 5.219666284834816e-07
Position 1018: 4.217500533355945e-07
Position 300: 1.847416961245251e-07
Position 616: 3.4304654059731298e-09
