Gene = BRK1
Position 1056: 1.4343020865967802e-05
Position 1591: 1.3261695283543229e-05
Position 1334: 1.2144824579476507e-05
Position 415: 7.3601962421986944e-06
Position 826: 6.636278668812327e-06
Position 659: 4.912427945788847e-06
Position 516: 4.21520016640832e-06
Position 404: 4.0447267960328545e-06
Position 552: 3.6903202063951687e-06
Position 4042: 3.119461045298084e-06
Position 32: 3.025975276553899e-07
Position 86: 2.0543518277741157e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10676: 0.9910489901510678
Position 9966: 0.5813984351178508
Position 10033: 0.3221329708907187
Position 652: 0.3063186698053653
Position 627: 0.14440368759419767
Position 10052: 0.060518934271352215
Position 864: 0.029750141666957112
Position 591: 0.01811248125996196
Position 1828: 0.014809996036344718
Position 9813: 0.01349268627527309
Position 5050: 0.0134057676495216
Position 11091: 0.012392793041868687
Position 11058: 0.011680982831886589
Position 11429: 0.011572725356681211
Position 5777: 0.010094335359680904
Position 934: 0.009667717950345255
Position 954: 0.008870395114202088
Position 357: 0.008753097807290361
Position 688: 0.008256539895685184
Position 5166: 0.006613910012977928
Position 673: 0.006299265130395919
Position 11494: 0.005639404445504234
Position 5719: 0.004952120855780745
Position 390: 0.004319375827990873
Position 5722: 0.0037326184005866962
Position 978: 0.0036558759191023704
Position 876: 0.0036464587176292663
Position 11007: 0.0027517123240021046
Position 1698: 0.002706509737187251
Position 532: 0.002604117364268774
Position 11197: 0.002481054441993583
Position 11122: 0.0015469353760495742
Position 905: 0.0015426301071084375
Position 11386: 0.0014983010519126372
Position 10837: 0.0014755348901990956
Position 487: 0.001192932931548338
Position 1824: 0.0011746349792100036
Position 3313: 0.001075802423285196
Position 11455: 0.0010192446438024405
Position 10971: 0.0009916916870061903
Position 922: 0.0008924848677972526
Position 11450: 0.0008161940029085821
Position 10799: 0.0007187265343277518
Position 3440: 0.0006958022639770328
Position 5967: 0.0004284804739056275
Position 5375: 0.00034618967471518385
Position 7678: 0.00034152790946737424
Position 11558: 0.0002987087304328518
Position 11259: 0.00027704418147712776
Position 11217: 0.00022700022958501017
Position 10981: 0.00021923774446751208
Position 10935: 0.0002181155313025195
Position 10657: 0.00019793290288999302
Position 11247: 0.00015550975134102137
Position 10250: 0.00015525328493481644
Position 10600: 0.00013160501873476344
Position 2920: 0.0001078872781539128
Position 4215: 0.00010679376677198588
Position 11173: 9.517463034431821e-05
Position 10747: 9.433055770604267e-05
Position 10918: 9.375166852300683e-05
Position 11435: 9.31595372316847e-05
Position 10567: 7.31103945238136e-05
Position 11531: 7.277970262671094e-05
Position 11586: 5.693848472328905e-05
Position 1065: 4.40546209073707e-05
Position 9535: 4.247750239008883e-05
Position 6185: 3.535529802448554e-05
Position 6164: 3.222571573548454e-05
Position 8944: 2.9507378799772335e-05
Position 4462: 2.6268936688517152e-05
Position 7864: 2.61504159908861e-05
Position 400: 2.5572426693801154e-05
Position 7728: 2.0833358063472815e-05
Position 7162: 1.630903196138319e-05
Position 1402: 1.6225928669823656e-05
Position 7751: 1.568370953901563e-05
Position 475: 1.4851253464971272e-05
Position 6865: 1.3661502601272389e-05
Position 4323: 1.2185849347189539e-05
Position 413: 1.1363952453692053e-05
Position 1123: 1.02718052163088e-05
Position 6160: 9.508650906274685e-06
Position 3274: 8.465751364022111e-06
Position 8614: 8.052749778323687e-06
Position 1138: 7.75482670999775e-06
Position 826: 7.533975046084236e-06
Position 1220: 6.434831945307874e-06
Position 2940: 4.0677868114890336e-06
Position 1419: 3.917998454738896e-06
Position 6542: 3.507843923239186e-06
Position 1347: 3.2222809605206644e-06
Position 595: 3.1943513370594234e-06
Position 3947: 3.1194610452980827e-06
Position 902: 3.0730686968617106e-06
Position 100: 2.837973324255389e-06
Position 2015: 2.6693892991021433e-06
Position 435: 1.9999536484782114e-06
Position 1989: 1.9009515868481786e-06
Position 321: 1.552038272332714e-06
Position 1018: 1.471086344557164e-06
Position 496: 1.0248482066648657e-06
Position 404: 8.416615715932875e-07
Position 2323: 5.018982024440867e-07
Position 121: 9.0007848380319e-08
Position 500: 6.406787549767034e-08
Position 151: 5.970531032966564e-08
Position 86: 5.55615342727019e-08
Position 136: 3.195761882921261e-08
Position 232: 2.2160370672567235e-08
Position 308: 9.881741252311832e-09
Position 797: 8.796727510853344e-09
Position 755: 8.34467081565274e-09
Position 845: 6.495025002162811e-09
Position 192: 6.493839449450321e-09
Position 124: 4.41536358521963e-09
Position 298: 2.8208801281500456e-09
Position 887: 1.9860889134730254e-09
Position 189: 1.1058664040534122e-09
Position 310: 7.026943508515225e-10
Position 982: 5.741104575605263e-10
Position 178: 4.768835719388392e-10
Position 142: 2.731876696816358e-10
Position 169: 2.7196825091724885e-10
Position 209: 6.238233497872139e-11
Position 240: 1.5452396762928162e-13
Position 199: 1.4968397085840169e-13
