Gene = PGBD5
Position 95: 7.93000310367906e-08
Position 206: 4.61528658338708e-09
Position 156: 1.4852835552007043e-09
Position 54: 4.249736116740697e-10
Position 1014: 3.487730206930913e-10
Position 1176: 1.4546362922374282e-10
Position 306: 3.5794728803240315e-11
Position 381: 1.0620774627425049e-12
Position 352: 1.0409263516160575e-12
Position 749: 3.5521790578243614e-13
Position 780: 2.9459631728274095e-13
Position 628: 1.3868034516147917e-13
Position 800: 3.384460431102874e-14
Position 412: 1.0316577103227119e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 20323: 0.9999960744585322
Position 26552: 0.999867806115532
Position 28871: 0.41708920334719407
Position 27145: 0.39117040956554966
Position 32211: 0.2675689310054543
Position 8012: 0.21302745881733984
Position 28644: 0.17330128933571293
Position 1263: 0.0989053495137834
Position 27118: 0.09737182109871238
Position 29011: 0.09406553035977895
Position 5538: 0.07753049091098736
Position 10648: 0.07056885328922137
Position 30799: 0.06845860261258627
Position 7232: 0.04951489466784733
Position 4215: 0.04766710285023012
Position 496: 0.043220098895058914
Position 12793: 0.03126699811227695
Position 27711: 0.02962657348337706
Position 27161: 0.028888674702190014
Position 30384: 0.02756207913607765
Position 253: 0.02654382291152429
Position 558: 0.025789261965899733
Position 236: 0.02282567233938868
Position 27804: 0.02222684662754921
Position 4269: 0.021607708028426143
Position 31095: 0.020658867085997804
Position 27991: 0.01689541982817059
Position 32155: 0.01293200693951064
Position 29132: 0.012703923985304582
Position 27464: 0.012468295650907806
Position 28113: 0.011939214421081186
Position 28472: 0.00967652267419136
Position 30796: 0.00962137826265264
Position 586: 0.009502490469456467
Position 318: 0.009487351633963784
Position 562: 0.009192468064415604
Position 446: 0.008987737839541012
Position 276: 0.008612113917853872
Position 26933: 0.007322021415106649
Position 29484: 0.006947546263425527
Position 27636: 0.006749929497704412
Position 27445: 0.005900009735321354
Position 5384: 0.00567604257020844
Position 27584: 0.0035501456737946665
Position 29638: 0.003544145172531988
Position 33069: 0.0034313798143816125
Position 535: 0.003279648602130052
Position 27175: 0.002973145071374258
Position 418: 0.0028855897283117126
Position 26867: 0.0028501997827682377
Position 27587: 0.0027010534134058353
Position 27086: 0.0025807112071138173
Position 27419: 0.00257102084003746
Position 29032: 0.0022572602021276333
Position 32098: 0.0016839388906644205
Position 352: 0.0015261619235542982
Position 28187: 0.0014878684872404457
Position 5250: 0.0012563964015123753
Position 26863: 0.001037946439408481
Position 1137: 0.0008004234565370589
Position 4819: 0.0005876592439068369
Position 26809: 0.0005784642613110999
Position 27468: 0.0005762323995272058
Position 5055: 0.0005214538264231034
Position 2569: 0.00046013947072359344
Position 27536: 0.00042127484647736397
Position 4891: 0.00032268097861061295
Position 27208: 0.0002318186514182503
Position 2754: 0.0001631846073997526
Position 5109: 0.00016165458577123044
Position 4682: 0.00016094096177334804
Position 5273: 0.00015380297828807918
Position 1059: 0.00014650934281306078
Position 512: 9.252141232787012e-05
Position 460: 7.966944812278108e-05
Position 2792: 4.519544165292903e-05
Position 896: 1.796255902039773e-05
Position 1172: 1.7245671943956363e-05
Position 1306: 1.718845095546795e-05
Position 374: 1.5624896465044093e-05
Position 8976: 9.655899550195006e-07
Position 9026: 5.308088418483572e-07
Position 9500: 4.826732283646747e-07
Position 2334: 2.914224011231875e-07
Position 7510: 2.873140141430051e-07
Position 2317: 2.499854510586738e-07
Position 8317: 2.1082717527796388e-07
Position 3231: 2.003249118039593e-08
Position 1675: 1.9342973696063917e-08
Position 3023: 1.786569456669553e-08
Position 2364: 1.7723494231455202e-08
Position 2449: 1.61510447078377e-08
Position 2072: 1.0047075861442728e-08
Position 3255: 9.861363175881398e-09
Position 2231: 7.842785762768262e-09
Position 2962: 7.774284626693746e-09
Position 2259: 6.498034433685979e-09
Position 783: 5.252113526895115e-09
Position 2115: 4.474754099080443e-09
Position 978: 4.149221660693047e-09
Position 780: 3.356797295035804e-09
Position 81: 8.974957214090018e-10
Position 1309: 1.8840779881963348e-10
Position 590: 1.5988227977833231e-10
Position 391: 1.5426351014447993e-10
Position 1280: 1.4777657104510122e-10
Position 1353: 1.2335996502264914e-10
Position 1020: 1.0351920513707925e-10
Position 1206: 6.214149039264696e-11
Position 531: 1.6090919121777485e-11
Position 147: 1.4180900228341083e-11
Position 464: 1.0265043233313701e-11
Position 499: 4.287886515745978e-12
Position 128: 3.86136800849863e-12
Position 95: 2.6625221604397636e-12
Position 381: 1.7964520236597409e-12
Position 176: 1.2530666063263267e-12
Position 153: 6.854731306274608e-13
Position 611: 4.770309910302129e-13
Position 539: 3.048937956989893e-13
Position 474: 2.02243056468733e-13
Position 103: 1.7087501440418534e-13
Position 606: 1.335504621349328e-13
Position 108: 1.1068455895683967e-13
Position 187: 4.7875589573168145e-14
Position 166: 3.5445609081564625e-14
Position 189: 3.512432109324366e-14
Position 729: 2.9559658501057267e-14
Position 707: 2.2607588433268968e-14
Position 646: 2.0185600093266066e-14
Position 677: 1.435344059259323e-14
Position 162: 1.3785219358048705e-14
Position 662: 1.0226678927119747e-14
Position 744: 7.560569389710807e-15
Position 133: 7.251122850697732e-15
Position 89: 3.825507845220479e-15
