Gene = DUS4L
Position 3799: 0.01971653580361426
Position 3852: 0.019193439883269034
Position 1236: 0.01882825638855385
Position 769: 0.016269777226912474
Position 11758: 0.015915562342054854
Position 13084: 0.012694369680253717
Position 6282: 0.011012582305624841
Position 13979: 0.010413813681657069
Position 8568: 0.010186104770694666
Position 12428: 0.009776043532274159
Position 7661: 0.009558795679314938
Position 1358: 0.008713622772999608
Position 13030: 0.007794586369246794
Position 12217: 0.006784472365983777
Position 12841: 0.006418523532557721
Position 199: 0.006013553037021004
Position 14341: 0.005558000278855515
Position 6952: 0.005490423071685221
Position 1087: 0.005467463598223194
Position 13638: 0.004928660175251799
Position 11916: 0.004787456573553055
Position 3725: 0.0046558746988991625
Position 14151: 0.004208626237957246
Position 635: 0.004032275071743988
Position 861: 0.0037990691799797125
Position 3118: 0.003668094409682834
Position 929: 0.0035715256296221525
Position 6326: 0.0035650302606102255
Position 1887: 0.003400244406055397
Position 14390: 0.003249953501554709
Position 202: 0.003193487673437038
Position 923: 0.0031926696765655635
Position 695: 0.0028109378977044124
Position 3855: 0.0028044288221386804
Position 1041: 0.0027158771502104654
Position 1202: 0.0026975203750648383
Position 186: 0.00258697473892438
Position 858: 0.0024701391341237816
Position 6791: 0.0023225252321220653
Position 593: 0.002141957061580124
Position 13185: 0.0020404366142940606
Position 3074: 0.001709461199492623
Position 8643: 0.0016881427780514368
Position 13064: 0.0016040150044887495
Position 11919: 0.001595828653663208
Position 12890: 0.0015883612668307035
Position 12894: 0.0014999484929898931
Position 14362: 0.0013752357559830323
Position 7596: 0.0013735837649803885
Position 14282: 0.0013505803872708945
Position 3190: 0.0012857043716924107
Position 12481: 0.0011755311357587888
Position 14007: 0.0010717536414284851
Position 2167: 0.0009873565916986285
Position 13739: 0.0009386285199818536
Position 1401: 0.0009283601932700934
Position 672: 0.000900631481170845
Position 1310: 0.0007962782561238494
Position 14000: 0.0006370560999946807
Position 13145: 0.0005390033941978132
Position 1492: 0.0005213427336298284
Position 462: 0.0004202719525840406
Position 1000: 0.0004178340201072799
Position 13997: 0.0003535991749193106
Position 13701: 0.00031095049001410107
Position 905: 0.0002632968161016441
Position 813: 0.0002572080353430387
Position 14500: 0.00023950400694939476
Position 11728: 0.00023110708728146657
Position 12767: 0.00022903308942284138
Position 9317: 0.00022237359176762616
Position 12875: 0.00022177321147418517
Position 7567: 0.00022012847771643105
Position 499: 0.00018388943832263528
Position 9270: 0.00015740985713126235
Position 13126: 0.000146214320498491
Position 13097: 0.00012124692867880506
Position 455: 0.00011643751059225886
Position 836: 8.908261784793415e-05
Position 240: 7.036539968387089e-05
Position 14463: 5.8258529353247e-05
Position 1101: 4.203818687130668e-05
Position 2097: 3.697568053200094e-05
Position 718: 3.619406289367727e-05
Position 482: 3.048540600110955e-05
Position 3295: 2.6722331628669566e-05
Position 1429: 2.127436714559951e-05
Position 409: 2.0772839011922333e-05
Position 477: 1.9795434403211742e-05
Position 710: 1.847349364333365e-05
Position 1209: 1.7214494243556182e-05
Position 385: 1.610902297429967e-05
Position 207: 1.3519478029806013e-05
Position 646: 1.2991645764170263e-05
Position 275: 1.1097630038727606e-05
Position 549: 8.315935584403696e-06
Position 3499: 7.950459335525308e-06
Position 3337: 6.745235650734696e-06
Position 307: 6.454100078813917e-06
Position 527: 5.011034019251275e-06
Position 12247: 4.613112831944354e-06
Position 3519: 4.5371815702550215e-06
Position 387: 4.391873776958636e-06
Position 290: 3.845106210133179e-06
Position 329: 3.649364021275455e-06
Position 512: 3.5663667880207003e-06
Position 3386: 3.521546706316449e-06
Position 3538: 3.2976685875650128e-06
Position 245: 3.044716339804111e-06
Position 312: 2.677740168219123e-06
Position 398: 2.5793820773306507e-06
Position 530: 2.082427803737903e-06
Position 251: 1.5797445270420149e-06
Position 534: 1.5639499491507373e-06
Position 355: 7.196634404547338e-07
Position 824: 6.38219885134114e-07
Position 832: 3.441560252570902e-07
Position 333: 3.293579425883562e-07
Position 504: 3.0764840456629215e-07
Position 164: 3.0684564122355416e-07
Position 294: 2.9164419298631597e-07
Position 843: 2.1414478433683716e-07
Position 248: 1.0226844067736089e-07
Position 506: 9.955685206153741e-08
Position 336: 3.811676964314886e-08
Position 341: 1.052741589471315e-08
Position 359: 6.729197725156183e-10
Position 338: 3.7961512695304973e-13
Position 343: 2.877180614291834e-13
Position 348: 3.694645780273609e-14
