Gene = GIMAP1-GIMAP5
Position 1824: 6.923396063564081e-05
Position 1916: 6.671248510952679e-05
Position 2598: 6.48174770401845e-05
Position 806: 4.1568968847574486e-05
Position 3127: 4.033276991632396e-05
Position 5731: 2.173080138517452e-05
Position 1385: 1.509287781198173e-05
Position 2757: 8.631625830020721e-06
Position 1328: 7.941298569291765e-06
Position 871: 7.914961466526248e-06
Position 57: 6.166868714654644e-07
Position 299: 4.881892879494429e-07
Position 432: 4.7057263207040604e-07
Position 424: 2.462655770738887e-07
Position 516: 2.2499597734076014e-07
Position 332: 1.426469253089885e-07
Position 262: 1.1165796537250996e-07
Position 301: 1.0330592046987898e-07
Position 253: 2.5674256791499916e-08
Position 41: 1.4856947250383478e-08
Position 94: 3.0034090694992264e-09
Position 92: 1.5034657304173322e-09
Position 10: 6.668340255235134e-10
Position 239: 5.664085491746298e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10014: 0.9973546677226229
Position 24210: 0.9873948762121104
Position 2373: 0.8486382330132309
Position 3599: 0.7131602845319793
Position 25514: 0.48750925554281077
Position 1804: 0.24346038179762336
Position 13237: 0.2217566880496067
Position 6838: 0.21832894627986288
Position 2180: 0.20667002914605231
Position 6163: 0.18005246351480536
Position 13160: 0.16392212113153068
Position 2636: 0.1491794400089176
Position 3379: 0.13814454325823983
Position 26539: 0.12906199757316322
Position 24565: 0.12666556519074176
Position 6717: 0.08925965753123265
Position 25240: 0.08870576755577324
Position 26513: 0.07379591265434614
Position 6532: 0.0599534718396845
Position 8949: 0.044456670261608475
Position 1717: 0.03403451819386212
Position 3503: 0.033134603763379226
Position 6142: 0.025960004963014843
Position 1724: 0.022940181386261277
Position 3794: 0.02076039564263169
Position 2294: 0.018049260609902935
Position 3527: 0.014606204781081782
Position 24471: 0.013599424379478026
Position 6669: 0.012367843510573998
Position 3551: 0.0119325333026386
Position 6866: 0.011891694661414988
Position 2049: 0.011441399323983742
Position 3445: 0.005675759854706642
Position 570: 0.0050755453961876746
Position 2265: 0.005024902080798746
Position 477: 0.004444435250715963
Position 1158: 0.0042570454673262325
Position 13853: 0.003495694336034333
Position 124: 0.0030017649716171935
Position 3545: 0.002568806896557604
Position 90: 0.0024651063209274533
Position 2200: 0.0024468968593281625
Position 623: 0.002436823983395393
Position 3717: 0.0023844715762591042
Position 585: 0.0020534669836022603
Position 1594: 0.0019378689358712908
Position 1669: 0.001912909236240082
Position 5833: 0.001572598347733921
Position 1774: 0.0014913262494370336
Position 1237: 0.0014555167254479869
Position 319: 0.0014546675850705324
Position 1741: 0.0011743258274214607
Position 2873: 0.0011442607193054833
Position 15591: 0.0011101286119856843
Position 693: 0.0010279098874247344
Position 10681: 0.001001078718687021
Position 2551: 0.0009132015902999933
Position 2329: 0.0008238720147493786
Position 16362: 0.0008137948631260118
Position 2577: 0.0007962054534223047
Position 14463: 0.0007749329134440853
Position 1682: 0.0007697325025253654
Position 1881: 0.0007683390855182248
Position 5851: 0.0005745464063328845
Position 1251: 0.0005713712362357133
Position 1319: 0.0005419666698618698
Position 135: 0.0004983115361704234
Position 2675: 0.0004793801385006339
Position 1133: 0.00044912627994290447
Position 6285: 0.0004176980364348611
Position 2066: 0.0004099903852299885
Position 2461: 0.00038312766107114567
Position 2220: 0.0003825740486038202
Position 1601: 0.00037175449190312584
Position 173: 0.00035245186828570326
Position 2130: 0.0003476904564419405
Position 10716: 0.00034290723464221553
Position 1178: 0.0003221053798040783
Position 359: 0.00031082742113869505
Position 2378: 0.00029949060772797094
Position 2089: 0.00028950993530486337
Position 17318: 0.0002835369482487219
Position 956: 0.00023409406428538473
Position 2598: 0.0002339449793540056
Position 1195: 0.00022041495456144556
Position 2007: 0.00021848445052374428
Position 5518: 0.00021136096214143823
Position 1175: 0.00019927111558450556
Position 2212: 0.00018419684432051503
Position 3473: 0.00018061815606122353
Position 2127: 0.00017938604308934684
Position 2779: 0.00016007254711137222
Position 5836: 0.00015912036895929336
Position 1014: 0.00015536612448281069
Position 3142: 0.00014882122647542038
Position 3408: 0.00014445114754659541
Position 1189: 0.00014042460277891377
Position 4217: 0.00013175198143194002
Position 1664: 0.00012538493489257308
Position 651: 0.00011943828127395015
Position 9449: 0.00010574643085905903
Position 404: 9.037118522675436e-05
Position 976: 8.766142466784207e-05
Position 1809: 8.464092566279735e-05
Position 12667: 8.297434100273284e-05
Position 223: 7.513144928365331e-05
Position 14250: 7.420009821216178e-05
Position 1550: 7.188543518942922e-05
Position 1906: 6.944260106338926e-05
Position 7173: 6.903047283976044e-05
Position 8208: 6.682581017885192e-05
Position 11848: 6.221777696699861e-05
Position 13644: 5.4933377514926604e-05
Position 288: 4.724256418282939e-05
Position 1462: 4.3333049741788745e-05
Position 1256: 4.2792316566455666e-05
Position 7023: 4.1232784070848206e-05
Position 701: 3.971082742938278e-05
Position 1201: 3.803537266030554e-05
Position 4674: 3.641949826944124e-05
Position 671: 3.2162826846980744e-05
Position 185: 2.927777848839995e-05
Position 3927: 2.7630280315411072e-05
Position 371: 2.731003230147131e-05
Position 160: 2.2388062040976126e-05
Position 2888: 2.0212749421984687e-05
Position 966: 1.9671475275736087e-05
Position 10832: 1.8137895467509726e-05
Position 8185: 1.803154736393599e-05
Position 3029: 1.6084248462221663e-05
Position 3015: 1.2134665541362216e-05
Position 2502: 1.103241055701679e-05
Position 1624: 5.8298586046781575e-06
Position 3696: 5.546698602595905e-06
Position 5765: 4.8820861432033765e-06
Position 1534: 4.815208769520822e-06
Position 4822: 4.459552830194888e-06
Position 1207: 4.250467328458572e-06
Position 480: 3.4537916816597706e-06
Position 731: 3.068520478491728e-06
Position 4510: 2.4968569418901996e-06
Position 376: 2.46129760492426e-06
Position 1335: 2.4572032143801704e-06
Position 1310: 2.4024071962695626e-06
Position 869: 2.2164727132755477e-06
Position 292: 9.107948069673418e-07
Position 420: 6.173375687728972e-07
Position 804: 1.378252710603291e-07
Position 2511: 6.04437065543069e-08
Position 3726: 5.983733642794076e-08
Position 658: 7.638093288172755e-09
Position 3801: 5.534185374172738e-09
Position 92: 5.13918620879039e-09
Position 3798: 4.6903240687669505e-09
Position 208: 3.0264404886329307e-09
Position 332: 2.9295958480359777e-09
Position 253: 1.93567387581746e-09
Position 182: 1.5794935987441504e-09
Position 340: 8.174796044002065e-11
Position 144: 4.8277691636141504e-11
Position 424: 4.05855938417077e-11
Position 231: 2.958422509861852e-11
Position 297: 2.324071592244675e-11
Position 299: 1.2365453019266328e-11
Position 383: 7.91820686434582e-12
Position 140: 3.1972372139727186e-12
Position 191: 2.7227524641712434e-12
Position 439: 1.2652070279831983e-12
Position 757: 7.254592499506737e-13
Position 196: 1.1429111466882934e-13
Position 198: 1.029491650719272e-13
