Gene = FAM120AOS
Position 5126: 0.009159507444089445
Position 3206: 0.008145018360879133
Position 1395: 0.007442145946260533
Position 3004: 0.006881999032777915
Position 954: 0.006122665407994906
Position 2201: 0.006100280393437411
Position 2905: 0.005851086739490883
Position 1610: 0.003785018899637825
Position 5176: 0.0036570193774932407
Position 5408: 0.0035495359070708463
Position 5665: 0.003368448429400285
Position 6714: 0.003223475307733072
Position 2473: 0.003160721325960059
Position 1053: 0.0030407824903300952
Position 7005: 0.0030251694664892785
Position 3737: 0.0025053892062253764
Position 5989: 0.0022947695963033646
Position 1538: 0.0022328088692060133
Position 5645: 0.0021221509745756647
Position 5708: 0.0020215398517900722
Position 3840: 0.0019851139741110173
Position 5648: 0.0015573477556836452
Position 4159: 0.0013950712890357464
Position 992: 0.0012564772607622315
Position 3026: 0.001195591932402395
Position 2504: 0.0010659084135960573
Position 4371: 0.0010148227611913453
Position 664: 0.0008640466497564394
Position 1485: 0.0007857920461280162
Position 1989: 0.0006635948293842556
Position 788: 0.0006634298068992323
Position 1392: 0.0006512224388016181
Position 1425: 0.0005613685318497041
Position 3337: 0.0005176023017366461
Position 5902: 0.0005128338795994415
Position 2468: 0.0004967112972609822
Position 1107: 0.00045072039443079553
Position 1215: 0.00044896131507731824
Position 4703: 0.0004482399671349393
Position 881: 0.0004425305447822844
Position 1783: 0.00043911194408683107
Position 1638: 0.0004369896484332376
Position 1422: 0.00042961145092427306
Position 2768: 0.0003727359631206092
Position 4295: 0.00035704452967247054
Position 5437: 0.0003492023727633474
Position 5152: 0.0003425302928388027
Position 1379: 0.0003229300147762283
Position 2005: 0.00030637826261431853
Position 642: 0.0002357305234838459
Position 3304: 0.00022914353436547316
Position 4618: 0.00021788956031524684
Position 644: 0.00021688046997732
Position 1251: 0.00019678066062479944
Position 1445: 0.0001874885202659924
Position 1239: 0.00018510532842606897
Position 962: 0.00016183897460205716
Position 739: 0.00015987285599979975
Position 4549: 0.00015397020708161533
Position 2597: 0.00015089054663877508
Position 2863: 0.00010263899145170859
Position 2814: 9.653428259748127e-05
Position 2002: 9.526707065194077e-05
Position 3041: 9.231918577375835e-05
Position 1145: 8.919983397921517e-05
Position 2658: 8.400097543855015e-05
Position 2647: 8.048446140920054e-05
Position 2591: 6.406232850069402e-05
Position 2717: 4.9464560154115955e-05
Position 2771: 3.9838134106251366e-05
Position 998: 3.851167476103624e-05
Position 424: 3.435516293391737e-05
Position 1494: 3.3334147838564256e-05
Position 716: 2.964583185937599e-05
Position 1547: 2.7189871575765167e-05
Position 713: 2.6439457523049732e-05
Position 608: 2.490318518207759e-05
Position 1262: 2.194000520216582e-05
Position 639: 1.8107750644625252e-05
Position 1067: 1.6643653045289238e-05
Position 814: 1.6387347206226702e-05
Position 2945: 1.5850664805500376e-05
Position 846: 1.5611104788092185e-05
Position 2245: 1.1305887075387317e-05
Position 809: 1.0190122155145735e-05
Position 622: 9.592289062627305e-06
Position 1269: 9.425458610863624e-06
Position 1497: 9.176214029886641e-06
Position 2299: 8.37164898342184e-06
Position 1153: 6.374243535157356e-06
Position 1653: 5.649207456802663e-06
Position 2520: 5.49367064461408e-06
Position 543: 5.284262359673677e-06
Position 1229: 4.506978376705051e-06
Position 574: 4.1875368591967345e-06
Position 352: 3.868499328091674e-06
Position 702: 3.397800222698138e-06
Position 487: 3.225228505630536e-06
Position 443: 2.7921855722827403e-06
Position 3012: 2.2901838124106884e-06
Position 510: 1.648755823463322e-06
Position 610: 1.3464079601339398e-06
Position 1517: 1.103350582702343e-06
Position 580: 1.0629583955361646e-06
Position 649: 3.8878331616020625e-07
Position 1401: 3.099179614257527e-07
Position 1082: 2.7560957519797146e-07
Position 516: 1.8915745753931792e-07
Position 365: 1.4410439107384337e-07
Position 1018: 1.2230749708203396e-07
Position 243: 1.0478033814651957e-07
Position 278: 2.426566024851202e-09
Position 409: 2.2279021064777957e-09
Position 829: 1.6508766404387216e-09
Position 584: 1.0984688545843585e-09
Position 1436: 3.2327473543472687e-12
