Gene = PPCS
Position 1623: 0.00301624973008875
Position 3184: 0.0028209075771239156
Position 1145: 0.0027656280643082215
Position 2997: 0.002628639255201591
Position 2416: 0.0022918608115053167
Position 3736: 0.0019041360890294508
Position 1367: 0.0017852445860520503
Position 951: 0.001755306210246076
Position 1837: 0.0017444327891976495
Position 3838: 0.0015763988164830295
Position 3567: 0.0015685814440399054
Position 3456: 0.0014960665902233757
Position 1570: 0.0014515976358696798
Position 791: 0.001435302862100311
Position 1003: 0.0013758388775380176
Position 2389: 0.0013244875514486166
Position 607: 0.0012871691933959966
Position 2159: 0.0012696003233678272
Position 1103: 0.0012280128936896942
Position 2460: 0.001195206914190754
Position 2101: 0.001090886834546076
Position 1573: 0.0009789442855516603
Position 2493: 0.0009272480087075851
Position 3158: 0.0008667306372708814
Position 986: 0.0008588483692559333
Position 2440: 0.0008455739016070816
Position 813: 0.0007794846359336547
Position 2624: 0.0007032813028727855
Position 3593: 0.0006949371575738602
Position 3647: 0.0006594291284467075
Position 1683: 0.0006542865323262749
Position 3590: 0.0006291987778615366
Position 2566: 0.0005641205604923624
Position 1745: 0.0005571046607398658
Position 1322: 0.0005295140585247496
Position 567: 0.000488072993226147
Position 726: 0.0004591234653234341
Position 1807: 0.0004572420455540414
Position 2865: 0.0004290369989973972
Position 1896: 0.0004153781621452305
Position 1111: 0.00038564338599056885
Position 3275: 0.0003450107975598869
Position 396: 0.00031034896555524823
Position 3703: 0.00029752842156070553
Position 3104: 0.0002775927398392375
Position 3670: 0.00027459012676902075
Position 1066: 0.00021709591283356668
Position 2178: 0.00021514430219368445
Position 2090: 0.00021381442329116053
Position 2698: 0.00017409673488513167
Position 430: 0.0001549170501405285
Position 2328: 0.00015360199055014764
Position 3814: 0.00015024667778452014
Position 1637: 0.0001165670999351603
Position 1618: 0.0001090929269943888
Position 1162: 9.451576177968305e-05
Position 133: 5.375869388579544e-05
Position 1331: 5.18830608525672e-05
Position 1469: 4.5708904265088735e-05
Position 445: 4.0267241217739514e-05
Position 363: 2.2897830507320285e-05
Position 414: 2.2813166132473585e-05
Position 448: 2.2074017617303692e-05
Position 188: 1.913447173062277e-05
Position 356: 1.876176135138976e-05
Position 1533: 1.5150351065956686e-05
Position 1282: 1.4410588363142468e-05
Position 1521: 1.1057164835581553e-05
Position 1266: 1.0435927634844718e-05
Position 92: 9.801554593209755e-06
Position 191: 9.443606972949743e-06
Position 907: 8.782764997348564e-06
Position 1597: 8.462257070134863e-06
Position 229: 8.210365203361961e-06
Position 105: 8.140283224138783e-06
Position 404: 6.474595006820255e-06
Position 1325: 5.8275958563342935e-06
Position 2629: 4.147194759557639e-06
Position 514: 3.3288997240970186e-06
Position 527: 3.1013268733085354e-06
Position 1504: 3.0381913829671836e-06
Position 369: 2.885821312832094e-06
Position 1438: 2.6726234743255625e-06
Position 549: 2.5577102982824274e-06
Position 498: 2.457981127836001e-06
Position 157: 2.291055417114584e-06
Position 1250: 2.1729709060190925e-06
Position 144: 2.094321754461381e-06
Position 1303: 1.4246520953749737e-06
Position 372: 1.410329445086771e-06
Position 407: 1.2064941442186784e-06
Position 1497: 1.1288489378661016e-06
Position 554: 8.584555161873933e-07
Position 764: 7.839315251003656e-07
Position 621: 7.619186478830886e-07
Position 417: 7.586848406253196e-07
Position 450: 4.508200748342525e-07
Position 219: 1.264379274380982e-07
Position 626: 8.435790770877712e-08
Position 629: 4.913724046881181e-08
Position 632: 3.7884006118833646e-08
Position 969: 3.437592633272765e-08
Position 770: 2.562030967201165e-08
Position 815: 8.499995460947169e-09
Position 988: 6.086671357651129e-09
Position 909: 5.812380941214586e-09
Position 918: 5.232860307625342e-09
