Gene = FAIM
Position 1422: 0.007729139563901858
Position 1515: 0.007497576394305171
Position 16901: 0.007371016337356723
Position 985: 0.004441616432644039
Position 21029: 0.0037050653638768267
Position 1104: 0.0035361344654718982
Position 7191: 0.003510337391015529
Position 18675: 0.0034985776056199788
Position 18946: 0.0033473729658620405
Position 24443: 0.0033204359187293895
Position 20556: 0.003234356848950911
Position 22673: 0.00300190838732705
Position 22416: 0.0028169240601866024
Position 2045: 0.002767836544123817
Position 24344: 0.002699109134854281
Position 5632: 0.002606445972060151
Position 24026: 0.00213268377396597
Position 22811: 0.0020625349973273635
Position 24144: 0.00197906215951916
Position 15197: 0.0018329298619800256
Position 18805: 0.001811726521154564
Position 21331: 0.0017947758741927496
Position 23912: 0.001630586437867996
Position 20689: 0.0015787922429683872
Position 2126: 0.0013163900990039452
Position 23999: 0.0012900377035261834
Position 21243: 0.0012776765004065536
Position 22837: 0.0012649697254497982
Position 21435: 0.0011059405555498925
Position 15532: 0.001063020388866661
Position 1995: 0.0010449000181307056
Position 14873: 0.0010143410892767182
Position 813: 0.000983972934668392
Position 23212: 0.0009451082363610084
Position 23861: 0.0009240798446789229
Position 24367: 0.0009024074944797521
Position 1556: 0.0008279862481952515
Position 21336: 0.000792566449095423
Position 9148: 0.0007913588095453841
Position 876: 0.0007807164078311894
Position 24492: 0.0007398887178243572
Position 14555: 0.0007013803338988022
Position 15380: 0.0006917074548320753
Position 22936: 0.0006415099783266843
Position 22688: 0.0006047969732801871
Position 20774: 0.000592226412221476
Position 2071: 0.0005816276568212097
Position 13588: 0.0005559968564830901
Position 658: 0.0004982255099792735
Position 4208: 0.0004766331228178139
Position 22716: 0.0004664184749556152
Position 23268: 0.0003447813601075393
Position 989: 0.00026015149928690996
Position 1021: 0.0002507753353421959
Position 20514: 0.0002498145051527404
Position 21407: 0.00024395260006552664
Position 22998: 0.00024155607610735496
Position 1017: 0.00021252349651464957
Position 182: 0.000192887596819359
Position 4134: 0.0001846194716486164
Position 968: 0.0001791738005142548
Position 21901: 0.00017085156390754338
Position 20803: 0.00016362477776299733
Position 21755: 0.00015161132359455361
Position 13640: 0.00014486485422752105
Position 4187: 0.00014337578491024368
Position 1056: 0.00013673743262111214
Position 1942: 0.00012973056535568728
Position 1043: 0.00011524406987972914
Position 21946: 0.00011303278843982983
Position 1075: 0.00010237572626671728
Position 14394: 9.52326205848934e-05
Position 14702: 7.44169624292175e-05
Position 578: 7.248644610449962e-05
Position 1752: 7.238956802536858e-05
Position 20905: 6.462567624453088e-05
Position 912: 6.006536026862977e-05
Position 502: 5.196417667837921e-05
Position 14531: 5.005029215171354e-05
Position 14473: 4.710854705914574e-05
Position 316: 4.1232600347356355e-05
Position 12952: 3.290209094572344e-05
Position 337: 2.427719595173882e-05
Position 1263: 9.606848814769402e-06
Position 919: 8.439405266880366e-06
Position 617: 4.926041280012447e-06
Position 21369: 2.406328802787975e-06
Position 15696: 2.3248312316223474e-06
Position 894: 2.247699382998645e-06
Position 378: 2.1141297245971435e-06
Position 13702: 1.844086991727925e-06
Position 535: 1.6818790898651527e-06
Position 1000: 1.400499679602325e-06
Position 1351: 1.173137534921343e-06
Position 1299: 9.037331717361094e-07
Position 1193: 7.554439761503001e-07
Position 1534: 7.018669837536035e-07
Position 1160: 4.208145662840318e-07
Position 1199: 2.7999745363312795e-07
Position 902: 2.543239566599942e-07
Position 273: 2.1152992947621362e-07
Position 580: 1.9165026263136933e-07
Position 674: 1.5900820393745304e-07
Position 444: 8.810218207923043e-08
Position 288: 6.134052197893086e-08
Position 2368: 3.0125068274210024e-08
Position 640: 4.3104810015755885e-09
