Gene = SH2D5
Position 8697: 0.004146221111159133
Position 6791: 0.003590269991755165
Position 7753: 0.0033009096218598617
Position 7084: 0.002778854838016693
Position 2574: 0.002684910730328947
Position 6084: 0.002164895029462899
Position 4612: 0.0020809535140871686
Position 5236: 0.0020761537957808282
Position 2570: 0.0020421158307930842
Position 360: 0.0018737956673882345
Position 2020: 0.00178246992175503
Position 6024: 0.0012433870342547899
Position 6664: 0.0010422764063668312
Position 6432: 0.0009410256388248325
Position 9136: 0.0007103103390150773
Position 9511: 0.0006967007652694445
Position 5548: 0.0003327873989266727
Position 6470: 0.00030632340518609675
Position 867: 0.00029437638248988547
Position 224: 0.00024550004786552356
Position 1158: 0.00023424363959504026
Position 5573: 0.00020807305368828144
Position 5579: 0.0001933665995348546
Position 319: 0.00014404919094784086
Position 700: 0.0001307359745406312
Position 860: 8.85751497754893e-05
Position 398: 8.715341888396779e-05
Position 369: 5.5436212299762306e-05
Position 434: 3.213138790445831e-05
Position 414: 3.117161776218985e-05
Position 412: 2.9893544780237828e-05
Position 606: 1.3753637585978394e-05
Position 70: 1.1359804952257345e-05
Position 597: 1.0245600420737801e-05
Position 10103: 8.363768999218119e-06
Position 73: 6.701547467230707e-06
Position 279: 3.952113539545626e-06
Position 494: 2.897359120358191e-06
Position 1859: 2.4772672458946037e-06
Position 656: 1.6732277642979433e-06
Position 67: 1.170729931885062e-06
Position 316: 4.948826075186206e-07
Position 35: 6.487987278576143e-10
Position 76: 1.2341290310005638e-11
Position 286: 1.4671828270621708e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8801: 0.9104256433925605
Position 7900: 0.8861474569499882
Position 8284: 0.87632177600053
Position 9620: 0.8632712551850142
Position 4449: 0.8473219902035336
Position 5460: 0.833926446404737
Position 264: 0.7007210421401728
Position 6469: 0.6837409439264092
Position 4932: 0.4357571559349981
Position 4826: 0.3093258581104752
Position 10540: 0.29212884933266337
Position 2887: 0.28156063276667814
Position 10367: 0.2191119426280173
Position 678: 0.19209345119253377
Position 1910: 0.15250440106873928
Position 5922: 0.15176874256070128
Position 5760: 0.14737445955626838
Position 993: 0.11576751053070353
Position 659: 0.11309725008392855
Position 5615: 0.1081547821319257
Position 979: 0.09193197642252032
Position 8287: 0.09074176316364643
Position 739: 0.09051537545665468
Position 1684: 0.07480585740394823
Position 10287: 0.07073354118928503
Position 9723: 0.07048729519383176
Position 7488: 0.0701038562615352
Position 10049: 0.05964140894035398
Position 1566: 0.05880537666761947
Position 4105: 0.04850118699424415
Position 10164: 0.04669332830660796
Position 9011: 0.04402342688313947
Position 10553: 0.041489118905895295
Position 7939: 0.037782879925193906
Position 4249: 0.035319075467184276
Position 10100: 0.030377628106364633
Position 10189: 0.029912620268784183
Position 10836: 0.0271439611293652
Position 2982: 0.02671323426897208
Position 5720: 0.025716362852326573
Position 10798: 0.025541290232580994
Position 9998: 0.02524110823199479
Position 9744: 0.023123164979078813
Position 10412: 0.022976705630711552
Position 8978: 0.021018972032842552
Position 814: 0.02030874971569602
Position 9028: 0.018675157909119274
Position 6404: 0.017176641848174006
Position 1510: 0.016952325412278132
Position 1939: 0.016105178006953314
Position 10866: 0.013948593698648917
Position 10605: 0.013342602484324584
Position 1851: 0.013290970643323633
Position 9521: 0.013202339976159378
Position 4785: 0.013077797145383579
Position 7660: 0.012687794955019678
Position 4318: 0.01187677209412284
Position 4727: 0.00987516179614535
Position 10344: 0.009779765978887658
Position 10767: 0.009644417939042344
Position 3997: 0.009401818719558204
Position 10704: 0.00913529280223593
Position 10801: 0.009129910100400544
Position 9537: 0.008865781888063869
Position 10460: 0.00856408333421879
Position 8749: 0.007967104333034786
Position 8552: 0.007017472927703143
Position 7428: 0.00680718319737697
Position 3902: 0.005999972303416108
Position 843: 0.005734769798249287
Position 10657: 0.0054164978342699285
Position 5703: 0.005336610360191828
Position 10673: 0.004580322749652094
Position 9356: 0.0039110791291079045
Position 8910: 0.0037644343061766206
Position 382: 0.0033749183279526696
Position 5353: 0.003322496688912604
Position 2437: 0.002815617761833841
Position 1604: 0.0027869358611273334
Position 5214: 0.0026647965672746414
Position 9871: 0.0025388909589334767
Position 10555: 0.002335349121070644
Position 7906: 0.002294549168755677
Position 5101: 0.0021135688834869647
Position 7957: 0.0020960848338831897
Position 9037: 0.0020566544500470185
Position 1746: 0.001916702661231306
Position 2271: 0.0019114087992881928
Position 8621: 0.0017415434912538322
Position 6726: 0.0016433454864683878
Position 462: 0.0016239482756699453
Position 1648: 0.0016061222283808311
Position 6920: 0.0014665570525029853
Position 1037: 0.0014115493847563008
Position 9578: 0.0013928727181770184
Position 5312: 0.0013603402927838354
Position 6942: 0.0013122977855137086
Position 10294: 0.001239531642273714
Position 6535: 0.0012052728718518835
Position 10202: 0.0010385169339562942
Position 8695: 0.0010099472558060005
Position 6295: 0.0009410256388248323
Position 9649: 0.0009285315168303908
Position 5796: 0.0008124734586200721
Position 451: 0.0007479095547289186
Position 5594: 0.0007065465948394633
Position 8243: 0.0005923444089931983
Position 10128: 0.0005119472771723709
Position 1246: 0.0005057844494035001
Position 5944: 0.00036620731776329025
Position 485: 0.00035916043943762764
Position 8572: 0.00030211384990747774
Position 270: 0.00020994252604260134
Position 286: 0.00019492518405168848
Position 292: 0.000169436977125293
Position 9480: 0.0001358125990265965
Position 9439: 0.00012706327183482325
Position 203: 0.0001159644438206451
Position 995: 9.399362198961287e-05
Position 1652: 7.794902776216759e-05
Position 9466: 7.434199418516379e-05
Position 1303: 6.566163983329252e-05
Position 8519: 4.660502635724247e-05
Position 212: 4.565822723823671e-05
Position 1271: 4.466791352471372e-05
Position 1297: 4.374857355286694e-05
Position 9362: 4.2081479686420074e-05
Position 9077: 3.93041269053644e-05
Position 1378: 3.55655429869058e-05
Position 874: 3.099697987446238e-05
Position 507: 2.8451709634805927e-05
Position 683: 2.150137563223526e-05
Position 10677: 1.8942005511247955e-05
Position 223: 1.7470422042237052e-05
Position 688: 1.3569684712003466e-05
Position 246: 1.3121855946512307e-05
Position 897: 9.01012851814048e-06
Position 329: 8.303014321330764e-06
Position 9418: 6.055036236411481e-06
Position 220: 1.967007355641082e-06
Position 9294: 1.8560634889625913e-06
Position 1062: 1.7757027993501847e-06
Position 876: 1.7491840138718483e-06
Position 364: 1.7074446960570378e-06
Position 527: 9.60889338908336e-07
Position 173: 9.152002396516642e-07
Position 360: 9.014354025841959e-07
Position 334: 8.642026848715724e-07
Position 167: 7.056635580899492e-07
Position 610: 5.907348849212337e-07
Position 1316: 4.2546896048230543e-07
Position 748: 3.074001253927962e-07
Position 1319: 2.9762555610745256e-07
Position 9389: 1.7267845070082312e-07
Position 235: 1.4298567114720253e-07
Position 529: 1.0276030416832454e-07
Position 170: 9.776899783228987e-08
Position 130: 9.69075672926554e-08
Position 558: 2.194439841258983e-08
Position 188: 1.956064652769841e-08
Position 133: 1.3459848117294994e-08
Position 1059: 1.1898668604843586e-08
Position 595: 1.149820511404095e-08
Position 1041: 9.040597518285109e-09
Position 137: 7.212777017676737e-09
Position 1116: 6.890754939848116e-09
Position 184: 4.617500026362865e-09
Position 158: 3.627601523572689e-09
Position 752: 3.624400488170901e-09
Position 156: 2.3242934615247533e-09
Position 141: 1.0544478795829571e-09
Position 143: 5.614236635956309e-11
Position 150: 1.6825260070592998e-11
Position 145: 2.101613542484821e-12
Position 108: 1.2559081861064587e-15
