Gene = GS1-114I9.3
Position 592: 6.465463747677673e-08
Position 651: 5.5472476288237703e-08
Position 636: 1.565486281754622e-08
Position 392: 2.457463761692857e-10
Position 161: 1.9894779753057622e-10
Position 379: 1.4157550224162558e-10
Position 495: 1.4127110575093982e-10
Position 447: 8.534226640459251e-11
Position 382: 8.477155300147767e-11
Position 155: 8.22848621012884e-11
Position 460: 7.914906981290653e-11
Position 309: 6.596617013836956e-11
Position 215: 3.5560969474425325e-11
Position 48: 1.486382740025905e-11
Position 167: 1.9887785770764e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17604: 0.30947659299029273
Position 20722: 0.15729509550507897
Position 19561: 0.10731818906750377
Position 8553: 0.09601692923748453
Position 15641: 0.08136999396935833
Position 9911: 0.07905537101709066
Position 17787: 0.07155784260173736
Position 7124: 0.06279683476668749
Position 7575: 0.04974069568457453
Position 17883: 0.044373829735992
Position 3539: 0.03206510052998938
Position 6573: 0.027389797903692933
Position 7202: 0.026645570196246696
Position 13560: 0.025029661173295296
Position 13759: 0.02460185936221127
Position 9054: 0.023997645981867474
Position 3634: 0.02268755121525431
Position 12897: 0.018753633484936957
Position 13512: 0.015251359244481528
Position 16627: 0.014234321999823062
Position 14042: 0.014222427692061453
Position 16273: 0.01136634210153398
Position 5009: 0.010526288863741554
Position 15274: 0.010418373418935721
Position 5654: 0.010028866365123542
Position 5298: 0.009794902712846875
Position 2979: 0.009577081829158179
Position 3653: 0.00805305704218391
Position 173: 0.007965617589788324
Position 8117: 0.0078974350454901
Position 12796: 0.004228111829025463
Position 12894: 0.00415470644728242
Position 7953: 0.004084680902498089
Position 5835: 0.0034006547952358693
Position 5208: 0.0033560079625063015
Position 9360: 0.0031366699796493576
Position 6483: 0.002816116381781757
Position 12556: 0.002709789196454752
Position 8781: 0.0026213835678255385
Position 6966: 0.0025511418578653537
Position 2816: 0.0019162462727617677
Position 7414: 0.0017926433124135256
Position 10966: 0.0015744366003297454
Position 4547: 0.0015434726209987168
Position 4720: 0.0014580246467299977
Position 2193: 0.0014337722840422566
Position 7928: 0.0013492737580313764
Position 10116: 0.001224242355047572
Position 9077: 0.0012174612290637966
Position 4119: 0.0011432979587506686
Position 6758: 0.0011396598459114404
Position 3391: 0.0011214056572759331
Position 9133: 0.0010021115906822613
Position 8085: 0.0009783919784392657
Position 9826: 0.0009654409908758256
Position 3033: 0.0008926391029993642
Position 4843: 0.000862991916980196
Position 6397: 0.0008065774690904738
Position 981: 0.0007969574980625687
Position 9130: 0.000793911847103568
Position 9104: 0.0007925010969696204
Position 8720: 0.0006778219538673561
Position 4397: 0.0006731673370224082
Position 9638: 0.0006499470581085126
Position 1116: 0.0006364398253008757
Position 3296: 0.0006126474005889393
Position 5861: 0.0006014272848689888
Position 2833: 0.000584326216828297
Position 9080: 0.0005666368822378778
Position 6534: 0.0005516126042848534
Position 5321: 0.0005061069668121594
Position 4268: 0.0004818817082412974
Position 5818: 0.0004637398360041281
Position 1355: 0.00043786819691236386
Position 6791: 0.0004110236028211308
Position 3448: 0.00039615551679741663
Position 265: 0.0003576866407312341
Position 3563: 0.00034148187781983855
Position 4334: 0.0003394501329826372
Position 7684: 0.00033073942432780155
Position 5716: 0.00030768744465799295
Position 1566: 0.0003068772489983271
Position 3253: 0.0003059695909639245
Position 7615: 0.00030502345102344713
Position 2447: 0.00028378223204291516
Position 6841: 0.0002557278231577144
Position 2363: 0.00024098296960846843
Position 4173: 0.00023799148048858388
Position 2382: 0.0002302656007780757
Position 3043: 0.00021374193897414172
Position 1404: 0.00020353592869738944
Position 3193: 0.00020343207614296877
Position 1598: 0.00018750998325838832
Position 6026: 0.00018671038936089268
Position 144: 0.00018423766492956707
Position 2882: 0.00018043766016951804
Position 3695: 0.0001797340880025682
Position 1191: 0.00017845290513232516
Position 6772: 0.00017105180688337186
Position 3968: 0.00017094540082156917
Position 1949: 0.00016513332162462212
Position 4138: 0.00016254644177684494
Position 5487: 0.0001550361951693338
Position 5388: 0.00014678509195025744
Position 2998: 0.00014428965713378624
Position 4827: 0.00014094143662012778
Position 1420: 0.00013812863647664356
Position 956: 0.00013705301269256747
Position 1544: 0.0001327013074649405
Position 5531: 0.00012740706220702025
Position 5119: 0.00012669534929715323
Position 4688: 0.0001238932602849601
Position 3165: 0.00011760083473573454
Position 4423: 0.00010571635934931042
Position 1381: 8.68894619910941e-05
Position 2677: 8.027062796828542e-05
Position 2425: 7.337700336140898e-05
Position 1318: 7.333304397784397e-05
Position 3755: 6.943244806667245e-05
Position 1283: 6.77925639337973e-05
Position 283: 6.716468827389328e-05
Position 2319: 6.69832404035236e-05
Position 1032: 5.638125472942044e-05
Position 3923: 5.296823760612163e-05
Position 692: 4.851205299036698e-05
Position 1509: 4.7293196198485385e-05
Position 1455: 4.6786586328834906e-05
Position 2841: 4.6224398058629315e-05
Position 2464: 4.298205244252135e-05
Position 3014: 3.3072212693246436e-05
Position 917: 3.189590540167488e-05
Position 1513: 3.125803619040324e-05
Position 1760: 2.8809357277679333e-05
Position 2233: 2.6776106661676794e-05
Position 469: 2.5346863379039422e-05
Position 181: 2.347954615592831e-05
Position 4852: 2.3284591057436318e-05
Position 601: 1.8709416106890277e-05
Position 887: 1.8423292032838107e-05
Position 1027: 1.773823307728488e-05
Position 1221: 1.6991280870901604e-05
Position 1070: 1.6024369465759274e-05
Position 1120: 1.4869019013106325e-05
Position 647: 1.4422569988384406e-05
Position 3356: 1.1867907767174182e-05
Position 3463: 1.1775764553313387e-05
Position 1601: 4.995385571777726e-06
Position 1575: 3.4223626252046875e-06
Position 3670: 3.332688286861863e-06
Position 3083: 3.3018500874054404e-06
Position 951: 2.061177670211158e-06
Position 1983: 6.73781571866772e-07
Position 2004: 4.248747634133857e-07
Position 2068: 7.379045871657674e-08
Position 607: 4.516219938531034e-08
