Gene = HYI
Position 2784: 0.0016142081414686506
Position 1067: 0.0016139143337789835
Position 887: 0.001520577745619182
Position 2109: 0.0013915676286679166
Position 1945: 0.001009965656320325
Position 1894: 0.0009110668732108448
Position 1525: 0.0008129848812889087
Position 2921: 0.0007586787413619287
Position 541: 0.0006369834419351963
Position 1876: 0.0005609091069879683
Position 1860: 0.0005299214214996477
Position 898: 0.0004688567474030878
Position 1215: 0.00046820667645684283
Position 1513: 0.0004524155591794087
Position 1378: 0.00039690966833913174
Position 2050: 0.00035981662305275327
Position 1132: 0.00035394319827910235
Position 1030: 0.00032166659442675935
Position 2053: 0.00031345131026260344
Position 2651: 0.0002898738093862548
Position 2311: 0.0002834933386053725
Position 2147: 0.0002613296915426969
Position 1600: 0.00024210501829300058
Position 2407: 0.00021510528662281378
Position 2161: 0.00021434798373747891
Position 834: 0.00020310150966389322
Position 1224: 0.0001999722226218518
Position 660: 0.0001996071416090231
Position 193: 0.000188392603030933
Position 2737: 0.00018420135129558718
Position 847: 0.00017955627038672073
Position 958: 0.00017416667183915534
Position 2534: 0.00015911556776693753
Position 1147: 0.00015821618344029562
Position 1094: 0.00014917594907182594
Position 2940: 0.000147557343755268
Position 1700: 0.00013426155560598824
Position 281: 0.00012818209326906515
Position 1487: 9.974821973166915e-05
Position 1390: 8.933185571187986e-05
Position 914: 8.666880791558912e-05
Position 843: 8.162857770454177e-05
Position 2686: 7.747052377044432e-05
Position 98: 6.80605354098512e-05
Position 2490: 6.559309069839649e-05
Position 869: 6.552161445025366e-05
Position 537: 5.932724847125505e-05
Position 1840: 5.890728801196886e-05
Position 2872: 5.676297816525662e-05
Position 902: 5.0612154260657277e-05
Position 2477: 4.800465327987533e-05
Position 2216: 4.584832889906816e-05
Position 2625: 3.915999334116963e-05
Position 2927: 3.775489168095289e-05
Position 2487: 3.562206290353423e-05
Position 1152: 3.2456292854733847e-05
Position 500: 2.4175119593566195e-05
Position 944: 2.3815371756086467e-05
Position 1012: 2.1983491218457372e-05
Position 962: 2.198044540421908e-05
Position 1604: 2.170024406399963e-05
Position 987: 2.1056754187603953e-05
Position 474: 2.0789522273668378e-05
Position 1589: 1.9101343710812526e-05
Position 243: 1.5549271820247012e-05
Position 603: 1.4352077206155329e-05
Position 1393: 1.348407269880596e-05
Position 2540: 1.139636776718301e-05
Position 882: 1.1144651772090131e-05
Position 2739: 1.0926386489872316e-05
Position 1570: 1.0818913603647803e-05
Position 1400: 1.0527239429213337e-05
Position 1293: 1.0387559221957992e-05
Position 2689: 8.914541886425552e-06
Position 948: 8.76001687081191e-06
Position 1354: 8.062856037631819e-06
Position 2471: 7.369789951690583e-06
Position 1183: 6.988807647959978e-06
Position 1348: 6.946227958231244e-06
Position 677: 6.55865969680877e-06
Position 2500: 6.461066115574203e-06
Position 1111: 5.613463378235046e-06
Position 324: 5.153398551192972e-06
Position 829: 4.627440709581985e-06
Position 1851: 4.245570794950556e-06
Position 587: 3.7053060681407603e-06
Position 104: 1.192082853511473e-06
Position 294: 4.611264798437328e-07
Position 1049: 4.266853961970633e-07
Position 333: 3.6921973457253906e-07
Position 568: 3.551606803879314e-07
Position 358: 3.422651544432766e-07
Position 919: 2.934718495239077e-07
Position 2572: 2.6555680534866974e-07
Position 684: 2.149311307687943e-07
Position 692: 2.1286407390639367e-07
Position 1044: 2.1208949703779897e-07
Position 695: 1.9880366278813541e-07
Position 303: 1.5452603955021402e-07
Position 505: 1.510354854583528e-07
Position 851: 1.3822549415849996e-07
Position 502: 1.3555677539125485e-07
Position 1230: 1.0353105758434316e-07
Position 554: 7.969386830479457e-08
Position 556: 6.23227520009045e-08
Position 565: 8.13522851002494e-09
Position 108: 6.291035110234595e-09
Position 449: 4.423788478901081e-09
Position 462: 4.2061346810821235e-09
Position 355: 3.3934650422563805e-09
Position 113: 1.7603489584792567e-09
Position 854: 7.420173008780279e-10
Position 111: 6.667751479030883e-10
Position 454: 7.243366401520707e-11
Position 413: 2.7487274569914807e-12
Position 422: 1.1019233957700017e-12
