Gene = PP2D1
Position 4112: 0.00013288611767697542
Position 3406: 0.0001308573621550311
Position 2896: 0.000129559639143031
Position 2669: 0.00012705702803364198
Position 3257: 0.00011695554103164035
Position 486: 0.0001057473891984269
Position 888: 0.00010158691370071417
Position 3061: 0.00010043378075123644
Position 1229: 7.678220368325677e-05
Position 953: 7.276171168411208e-05
Position 2683: 6.72057841631484e-05
Position 2609: 6.643655532228254e-05
Position 1454: 5.353135755175858e-05
Position 1102: 4.909919382826685e-05
Position 869: 4.839246470472346e-05
Position 318: 3.334957272896494e-05
Position 411: 3.21783486240903e-05
Position 1628: 2.708845937690936e-05
Position 1536: 2.376582194412204e-05
Position 1049: 1.671471128643196e-05
Position 192: 1.3257294363923025e-05
Position 1245: 8.231307654797894e-06
Position 1108: 7.1929936142266935e-06
Position 1092: 4.228922465618555e-06
Position 97: 2.602847974629662e-06
Position 1388: 2.4607143876756225e-06
Position 1419: 8.77506329638961e-07
Position 695: 7.07734156952648e-07
Position 698: 6.100360835928789e-07
Position 1283: 6.066824546618355e-07
Position 928: 4.1438050432819145e-07
Position 890: 3.496339116419322e-07
Position 724: 2.632448249786867e-07
Position 253: 8.20994891306365e-08
Position 1005: 5.1778812252936475e-08
Position 204: 4.9240524303421156e-08
Position 615: 4.5743229261887e-08
Position 226: 2.8452678144651102e-08
Position 198: 2.025410723053582e-08
Position 1483: 1.7956371193328138e-08
Position 443: 1.6538539284137667e-08
Position 441: 1.0677090170030054e-08
Position 76: 8.742727817447064e-09
Position 241: 2.792266024628701e-09
Position 206: 2.1714193000078596e-09
Position 413: 1.5586661021303945e-09
Position 262: 1.4775028055149436e-09
Position 280: 1.371813992336335e-09
Position 237: 8.994593377135664e-10
Position 211: 7.366613587626572e-10
Position 230: 5.268432569816684e-10
Position 326: 4.184679937906522e-10
Position 217: 2.347451696751798e-10
Position 777: 1.976743386043647e-10
Position 791: 1.7509949214706492e-10
Position 750: 1.3449485400717064e-10
Position 80: 2.470450482305245e-11
