Gene = GCC1
Position 1731: 0.0018525384259154816
Position 4465: 0.0018275056674909613
Position 2639: 0.0016969210475306746
Position 1253: 0.0013711266507256824
Position 616: 0.001319436558559756
Position 1716: 0.001164698560611546
Position 1642: 0.0010754713097506838
Position 4110: 0.0010415338810269446
Position 1664: 0.0009875896239453187
Position 4398: 0.0009187126135245038
Position 1306: 0.0008428247100766185
Position 3254: 0.000838646721008937
Position 1734: 0.000816629144577528
Position 620: 0.000793591190152015
Position 2960: 0.0007888503289162974
Position 2906: 0.0007501023387952589
Position 1177: 0.0007118869533482957
Position 4334: 0.0005403916099494333
Position 350: 0.00048394034517316634
Position 433: 0.0004790745344235251
Position 417: 0.0004486573726403014
Position 3954: 0.0004121102966141365
Position 1276: 0.00040185008192924077
Position 1889: 0.00039447331064089533
Position 1303: 0.0003848644745608227
Position 4932: 0.0003538249526528706
Position 3990: 0.00035119232383616693
Position 2102: 0.0003166804195117259
Position 650: 0.0002859368242863489
Position 2520: 0.00027660730933097696
Position 723: 0.0002550607541211684
Position 1081: 0.0002481936618195219
Position 2945: 0.00023025257850169492
Position 2465: 0.00021534223773904076
Position 394: 0.00019957427836742215
Position 1268: 0.00019925142956707696
Position 1795: 0.00019836655651492177
Position 2608: 0.00019598388229852997
Position 1139: 0.0001371655330301962
Position 750: 0.00012615680409447765
Position 2524: 0.0001237989705417576
Position 1873: 0.00012115741598182352
Position 875: 0.00011447158186625548
Position 933: 0.00010495932786604244
Position 757: 9.960733054457977e-05
Position 643: 9.679368263569448e-05
Position 520: 8.530091677175016e-05
Position 1590: 7.39301105144025e-05
Position 462: 7.335151921467943e-05
Position 1417: 7.257997997223529e-05
Position 2441: 7.061166931924599e-05
Position 1144: 6.994089906289152e-05
Position 282: 6.162375246021675e-05
Position 2444: 5.87614473911103e-05
Position 3488: 5.143967957528256e-05
Position 1189: 4.285495978035749e-05
Position 1009: 4.150367652132936e-05
Position 700: 3.1024189812759924e-05
Position 3485: 2.7458055973235023e-05
Position 488: 2.342073614852531e-05
Position 2245: 2.1497313545907893e-05
Position 2412: 2.0562964138036302e-05
Position 555: 1.2817515008211778e-05
Position 2654: 1.2021214114721798e-05
Position 1141: 7.632087740872331e-06
Position 1180: 7.493264973808849e-06
Position 741: 7.336605799693957e-06
Position 466: 6.939713496604191e-06
Position 430: 5.336217903519902e-06
Position 469: 4.73823821043575e-06
Position 1486: 2.0225143500722653e-06
Position 2336: 1.1226882129174905e-06
Position 705: 8.125617703454295e-07
Position 329: 5.065046938254654e-07
Position 811: 4.149260607524675e-07
Position 776: 3.545999125467493e-07
Position 2570: 2.68395748379928e-07
Position 259: 1.8026505641871697e-07
Position 572: 1.499903069776406e-07
Position 514: 1.431272923003202e-07
Position 532: 6.646630916763637e-08
Position 481: 4.8932846559633625e-08
Position 297: 2.1799089737861747e-08
Position 188: 1.6864533703407717e-08
Position 210: 1.6818185736770207e-08
Position 502: 1.4513014301013275e-08
Position 490: 1.371771423731003e-08
Position 150: 1.2592009221000777e-08
Position 116: 5.711824108368202e-09
