Gene = HHLA3
Position 12018: 0.021207515304439952
Position 13076: 0.01736748835545051
Position 2543: 0.01700423313813077
Position 12610: 0.015082954224022902
Position 5458: 0.014763006099572979
Position 10945: 0.01436234677347777
Position 12539: 0.014213414647742763
Position 5664: 0.01193908861141494
Position 9048: 0.011335720220548361
Position 2498: 0.011027107701315488
Position 7257: 0.00965794457525769
Position 8823: 0.008766779015165179
Position 12168: 0.007722026798535572
Position 665: 0.006379990852782322
Position 4525: 0.006243106145286629
Position 13028: 0.0060655493150241924
Position 8926: 0.005869559599370465
Position 3260: 0.005546652155951644
Position 5431: 0.005370025998748646
Position 12268: 0.004799209759254847
Position 12531: 0.004338763282776239
Position 4575: 0.003964188695266389
Position 2815: 0.0036535639432553903
Position 643: 0.0033586165131443495
Position 2607: 0.0032679276563784424
Position 5553: 0.003023494176266536
Position 9192: 0.0026889448578413812
Position 3705: 0.0023129558663672707
Position 9648: 0.0020657508477568334
Position 9591: 0.0019319398789529505
Position 12757: 0.0017068653326428676
Position 12070: 0.0014794466434676463
Position 545: 0.001429424987030435
Position 8031: 0.001382352477284304
Position 869: 0.001237446566584786
Position 5612: 0.0010801137875373992
Position 6725: 0.0010717931746067806
Position 7431: 0.001000407394565429
Position 4498: 0.0009716694341340613
Position 7556: 0.0008432543380250941
Position 3848: 0.0006526845292260438
Position 3899: 0.0006405048185357213
Position 2667: 0.0006282285757475007
Position 9719: 0.0006223563864375613
Position 2709: 0.0005426356408049505
Position 1495: 0.0005353262550996846
Position 8609: 0.0005334567490113814
Position 603: 0.00046886326871007516
Position 3731: 0.000384948678044148
Position 6704: 0.00037596572320245937
Position 564: 0.0003531461101154354
Position 204: 0.00035224792486545644
Position 2339: 0.00033663488572533427
Position 4840: 0.0002776450651914397
Position 3075: 0.000277276374531076
Position 2628: 0.0002510509227177434
Position 1677: 0.00023465557964868987
Position 2955: 0.000198608296835419
Position 257: 0.00018733753938886716
Position 8676: 0.00016202380706025176
Position 5586: 0.00014039772287309082
Position 5596: 0.00013822807198720976
Position 3874: 0.0001346594986263698
Position 6533: 0.00010402079673587309
Position 1225: 0.00010388439576233361
Position 5052: 9.735198026982042e-05
Position 3256: 9.15040441333475e-05
Position 7336: 8.628652927199646e-05
Position 1259: 8.222468553944728e-05
Position 1517: 8.184723803184394e-05
Position 1422: 8.114971044078903e-05
Position 7215: 8.110922208907052e-05
Position 7078: 7.676752557860678e-05
Position 4137: 6.371293595259492e-05
Position 3473: 6.338185874925069e-05
Position 1159: 5.19441710798865e-05
Position 4747: 4.8363381503944386e-05
Position 935: 4.407562211614025e-05
Position 1810: 4.4033984922805244e-05
Position 680: 3.981047681512565e-05
Position 1991: 3.496725654883309e-05
Position 1634: 3.228621991810142e-05
Position 1348: 2.9925245568986304e-05
Position 4199: 2.9834887713764794e-05
Position 3421: 2.682958304679829e-05
Position 1307: 2.4843637611508218e-05
Position 3981: 2.024793335237829e-05
Position 314: 1.7766971788174114e-05
Position 1268: 1.1423697357305264e-05
Position 2324: 7.644948051077496e-06
Position 798: 7.432338730369077e-06
Position 2360: 4.758096914208014e-06
Position 2344: 3.603315907457813e-06
Position 2788: 2.8060472135438718e-06
Position 2911: 2.3878164459085225e-06
Position 2698: 1.6771160587900764e-06
Position 613: 1.362225808725078e-06
Position 507: 1.0478100344508533e-06
Position 2169: 1.043641682657151e-06
Position 454: 8.66144463683624e-07
Position 440: 8.33970150308937e-07
Position 206: 7.858417351800912e-07
Position 716: 2.7851525925360843e-07
Position 214: 1.486030576072309e-07
Position 1371: 1.1825602100838262e-07
Position 606: 5.496023874285848e-08
Position 1446: 5.489343268251352e-08
Position 1962: 5.1376936527727774e-08
Position 2041: 4.507105824869845e-08
Position 251: 1.433526183326957e-08
Position 423: 1.2379196777597646e-08
Position 571: 1.0087202325074062e-08
Position 725: 9.966857767630838e-09
Position 349: 8.409807353012082e-09
Position 259: 8.353927659819366e-09
Position 390: 7.0463904816490364e-09
Position 287: 6.467226928753312e-09
Position 587: 6.122007613738172e-09
Position 518: 5.510863226145632e-09
Position 318: 4.8428427129897336e-09
Position 447: 3.89590282857025e-09
Position 331: 3.4518677278489603e-09
Position 194: 3.081869644554223e-09
Position 459: 1.6087335169130716e-09
Position 475: 1.5770226697678268e-09
Position 468: 1.348930581276007e-09
Position 525: 9.430218132260823e-10
Position 737: 6.06103141012266e-10
Position 374: 5.806690054736687e-10
Position 337: 5.071403492868299e-10
Position 366: 3.604479107553604e-10
Position 395: 3.2265988650019307e-10
Position 134: 2.5271699684777284e-10
