Gene = IQUB
Position 1353: 2.1985497012872058e-05
Position 1147: 1.612009750597722e-05
Position 1300: 1.6105434949823414e-05
Position 328: 1.3545577007913683e-05
Position 621: 1.3530916430885311e-05
Position 1032: 1.3476926871917163e-05
Position 459: 1.1723803695467287e-05
Position 1906: 7.949306741899335e-06
Position 519: 6.197695773186162e-06
Position 1746: 4.21581801868328e-06
Position 1804: 3.2784259506375047e-06
Position 517: 1.6617009897598324e-06
Position 1038: 6.090674889622181e-07
Position 584: 4.040974439471653e-07
Position 708: 3.4338716429772746e-07
Position 524: 2.8140395145296834e-07
Position 426: 1.8809143111652128e-07
Position 747: 1.6845977464613162e-07
Position 930: 1.6432306478023514e-07
Position 636: 1.4539697681643005e-07
Position 1131: 1.2654444645009767e-07
Position 1053: 1.170435182923186e-07
Position 331: 3.7463607230988e-08
Position 306: 3.215341527930449e-08
Position 640: 2.3210762585057276e-08
Position 538: 1.417079370586935e-08
Position 527: 1.1387132603307608e-08
Position 470: 9.265603594163107e-09
Position 680: 7.892959834005734e-09
Position 590: 6.2769947528446416e-09
Position 174: 1.7388398092333855e-09
Position 542: 6.13206883965023e-10
Position 532: 4.671162403734147e-10
Position 238: 3.127649257857736e-10
Position 193: 1.810982988606339e-10
Position 128: 1.4583232440155974e-10
Position 213: 1.3093630781605618e-10
Position 164: 5.291074101809378e-11
Position 135: 4.709625699362623e-11
Position 216: 4.685442326825112e-11
Position 219: 3.5982954761523966e-11
Position 177: 3.551880883243363e-11
Position 143: 2.7419512881128922e-11
Position 159: 9.630175295748383e-12
Position 156: 8.323409517391794e-12
Position 187: 4.517579754644041e-12
Position 150: 6.473361971562275e-13
Position 153: 3.0703849038355763e-13
Position 137: 2.883878852559508e-13
