Gene = HP1BP3
Position 30240: 4.283792880182371e-05
Position 41333: 4.136627990025089e-05
Position 227: 3.056393168818226e-05
Position 440: 2.9879920630220587e-05
Position 1066: 2.9876029401346602e-05
Position 1237: 2.9673714757356958e-05
Position 5265: 2.798784874647872e-05
Position 388: 2.6504947086665802e-05
Position 105: 2.5110521358325918e-05
Position 428: 1.903120429440868e-05
Position 472: 1.6497925193503225e-05
Position 168: 1.4653592260189966e-05
Position 46: 1.448198508998552e-05
Position 166: 1.1643440924791414e-05
Position 268: 7.305761776793155e-06
Position 875: 4.338516716763546e-06
Position 868: 2.2189517405704933e-06
Position 44: 1.738651075225621e-06
Position 8295: 1.4460299103056994e-06
Position 658: 1.3949109275115985e-06
Position 7091: 1.0800698592256202e-06
Position 237: 1.0298698530763754e-06
Position 443: 8.666738814948594e-07
Position 495: 7.711783668736999e-07
Position 617: 6.593354303414164e-07
Position 451: 6.053190682002327e-07
Position 317: 4.0947245943636173e-07
Position 758: 3.0296703312569106e-07
Position 6890: 3.0201916851215974e-07
Position 633: 2.311092780231512e-07
Position 457: 4.1953484182470684e-08
Position 134: 3.618024192312789e-08
Position 833: 2.6943572262419667e-08
Position 711: 2.5703341887924735e-08
Position 648: 2.408953054825877e-08
Position 107: 2.0816909501821147e-08
Position 84: 1.8560934263749118e-08
Position 37: 1.6088742962042935e-08
Position 545: 1.607397546759579e-08
Position 585: 1.5596818909845263e-08
Position 324: 4.9738922712986577e-11
Position 67: 1.3779921908943961e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 29431: 0.9998752170127605
Position 39032: 0.9960725376289172
Position 15614: 0.9338549759388259
Position 19023: 0.9167787280045601
Position 41031: 0.9049854335758718
Position 21156: 0.8439531001752907
Position 6776: 0.7563919282388237
Position 43513: 0.6687822970502846
Position 41596: 0.63806661404649
Position 39681: 0.4388102178902825
Position 6147: 0.43646230762993826
Position 14472: 0.24875823046439696
Position 6779: 0.23583565260860093
Position 10682: 0.20394663777697003
Position 9937: 0.1989488074274486
Position 8007: 0.16699541635767567
Position 41385: 0.13614168586974948
Position 580: 0.1335864840992066
Position 37726: 0.11779782522534038
Position 31758: 0.10874305669375497
Position 24286: 0.09691737003441674
Position 4496: 0.0944833644690078
Position 9976: 0.09424056467130275
Position 6129: 0.07926628135217548
Position 14616: 0.07683606071654608
Position 43034: 0.07534576798887262
Position 11444: 0.0741564380146244
Position 7079: 0.07155934860251838
Position 41772: 0.06304198190340123
Position 14502: 0.058209378876427735
Position 39677: 0.057685822333048704
Position 39270: 0.05611361901387719
Position 41346: 0.05105386059941804
Position 20399: 0.05052752995021155
Position 31605: 0.05015037865597684
Position 41053: 0.04835207807526974
Position 11044: 0.045866180552539854
Position 30970: 0.0423708267999574
Position 24370: 0.041809108318252
Position 42230: 0.04062117035693664
Position 10990: 0.04028646279465859
Position 24224: 0.03972771668822345
Position 40527: 0.03563006665551993
Position 41522: 0.030498523454249554
Position 19065: 0.030435775900646955
Position 27291: 0.02896624433942172
Position 4510: 0.027582041794524982
Position 41057: 0.027494434053857854
Position 42192: 0.025514255943383895
Position 30890: 0.025482533796637435
Position 41307: 0.025304280884128
Position 9891: 0.024545370865034218
Position 27312: 0.022166316145205908
Position 9979: 0.02209890127756421
Position 5611: 0.01784366039270323
Position 36712: 0.017062835150862217
Position 24569: 0.016462672518834463
Position 21161: 0.015373225710569668
Position 18784: 0.015172740114708408
Position 6202: 0.01495019281050395
Position 41036: 0.01471710014224808
Position 7139: 0.014213971951066131
Position 6199: 0.013417605680678244
Position 41242: 0.013309573459421499
Position 20424: 0.01321076911846986
Position 945: 0.012189494889095088
Position 9820: 0.011699513409400808
Position 40649: 0.011026298899010094
Position 2298: 0.010976257808108486
Position 39234: 0.010627168429603491
Position 31690: 0.00954343865302312
Position 5150: 0.008695544226114594
Position 5127: 0.00789026083347163
Position 41753: 0.007738539555657857
Position 20726: 0.007629517303247403
Position 30739: 0.007552128183388076
Position 31693: 0.007215406414148336
Position 5703: 0.006981105697040001
Position 43389: 0.005881849199027968
Position 4462: 0.005790179276486058
Position 42562: 0.005610165287611941
Position 42254: 0.005389422104840811
Position 25879: 0.004990935028416079
Position 7938: 0.004856030785687902
Position 7222: 0.0048534738673152765
Position 6177: 0.0048088486570925055
Position 43724: 0.004793883275517211
Position 19375: 0.004642027020711613
Position 39365: 0.004216994714784485
Position 10753: 0.0042124183390531145
Position 42626: 0.003717499035717693
Position 41351: 0.003088858618608236
Position 542: 0.0028464464968072697
Position 20273: 0.0028142798182475516
Position 9737: 0.0028042288398507213
Position 6660: 0.0027391743834496744
Position 41263: 0.0023759756735329224
Position 43627: 0.002360552664575299
Position 40335: 0.002291244766557385
Position 5259: 0.002120734582687644
Position 39701: 0.0019195019191919258
Position 19406: 0.0017315222032053112
Position 576: 0.0017190811814677724
Position 599: 0.0017148607066643682
Position 40303: 0.0016708296028223805
Position 41411: 0.0016626306570592796
Position 7187: 0.0016624066792753922
Position 41447: 0.0015745432019567216
Position 7040: 0.001465058050517087
Position 41073: 0.0014138187960720996
Position 23927: 0.0013616430266366487
Position 41526: 0.0012285760848116994
Position 41732: 0.0010812740228218788
Position 6088: 0.000952240243608605
Position 41059: 0.0007690539860285097
Position 7192: 0.0007464656978084348
Position 30851: 0.000733890122595801
Position 41804: 0.0007302689287035763
Position 558: 0.0007277203341587545
Position 39284: 0.0006973724458140359
Position 42425: 0.0005977249144183515
Position 5268: 0.0005357723866328387
Position 7172: 0.0005217872211649907
Position 8932: 0.0005108230865390119
Position 7512: 0.0004935629485017262
Position 1096: 0.000358362431479245
Position 41323: 0.00033107372054262386
Position 4131: 0.00030161518546043204
Position 41250: 0.00026726632879744435
Position 9943: 0.0002487725037422314
Position 42236: 0.00022023778379945836
Position 41944: 0.00020682714043488386
Position 756: 0.00019832395812284436
Position 7227: 0.00015244062489978618
Position 4275: 0.00015008134947365237
Position 2249: 0.00013533093615092156
Position 8750: 0.0001002986997799484
Position 41459: 8.609038802769386e-05
Position 7852: 7.340693783272337e-05
Position 4112: 7.340361603330576e-05
Position 7090: 6.268255989190581e-05
Position 7006: 5.971974189336707e-05
Position 4157: 5.191382648000539e-05
Position 30145: 4.2837928801823724e-05
Position 6538: 3.523644282574757e-05
Position 6450: 2.892844257130706e-05
Position 6986: 1.6311826295568074e-05
Position 404: 1.526120040707516e-05
Position 41676: 1.014305222145681e-05
Position 5215: 8.545615099112514e-06
Position 41603: 6.18887945371731e-06
Position 382: 5.790074566388379e-06
Position 1211: 5.564199932884643e-06
Position 247: 4.04544501109192e-06
Position 439: 2.2999222675586375e-06
Position 8171: 6.864259809652506e-07
