Gene = OSTN
Position 4096: 0.0017833647618428023
Position 13353: 0.0017596141297785163
Position 9983: 0.0017364959697556894
Position 4205: 0.0017035762766469584
Position 1410: 0.0016863061351390508
Position 15872: 0.0015953711881152692
Position 14577: 0.0015654103755339582
Position 13141: 0.001511843899657791
Position 10551: 0.0014812998885430039
Position 5243: 0.0013616680731137092
Position 5314: 0.0013523911942347343
Position 12914: 0.001273067185598293
Position 7489: 0.0012124993941303307
Position 9943: 0.0012120129637296837
Position 6660: 0.0011705863186464995
Position 12063: 0.0011651016953668015
Position 10527: 0.0011517064225095813
Position 6541: 0.0011247192557602348
Position 5840: 0.0011098662664518464
Position 848: 0.0010733316759350638
Position 2573: 0.0010505456919140325
Position 12763: 0.001049075959112796
Position 1579: 0.0010209461417460272
Position 12026: 0.0010004255651827332
Position 1357: 0.0009921262877868587
Position 2548: 0.0008840766339151981
Position 5042: 0.0008282087705213973
Position 3463: 0.0008178913155272022
Position 14376: 0.0007780627748517148
Position 3516: 0.0007183352228547982
Position 16075: 0.0007052529036714956
Position 358: 0.0006986297987422002
Position 9459: 0.000689177517042757
Position 14342: 0.0006811099859331188
Position 15835: 0.0006579283653892585
Position 8714: 0.0006174524237550812
Position 10760: 0.0006012961038460311
Position 13926: 0.0005811361774115298
Position 11596: 0.0005639929065119526
Position 2628: 0.0005586342707295274
Position 9553: 0.0005367760338603089
Position 522: 0.0005276612135214029
Position 3124: 0.0005255507720257939
Position 7309: 0.0004916705099694659
Position 4179: 0.0004747168214219171
Position 519: 0.0004706263616564984
Position 3088: 0.0004692310025542427
Position 13007: 0.00043431132190168667
Position 3001: 0.0004192213533460675
Position 10589: 0.00037290012597015814
Position 6927: 0.00036673867291127377
Position 2593: 0.0003280837917212916
Position 10533: 0.0003028503549527029
Position 2674: 0.00028741670519813966
Position 11496: 0.00027381506039128535
Position 2365: 0.0002615175217907257
Position 7157: 0.00022272354934664034
Position 3037: 0.00019619153490920975
Position 1549: 0.00019006653858961683
Position 3254: 0.0001693505478985753
Position 1425: 0.00015223508431235307
Position 9330: 0.00014720462469574965
Position 548: 0.00014496426961833718
Position 2414: 0.00014156843623257582
Position 3070: 0.0001397333104877708
Position 1680: 0.00013462776760612453
Position 2705: 0.00012663594667630112
Position 674: 0.000122693566733474
Position 3398: 0.00011367607430285593
Position 382: 0.00010808202626805873
Position 3146: 0.00010291721018954478
Position 2412: 9.869097293520861e-05
Position 798: 9.368863889382478e-05
Position 2935: 9.269494001521652e-05
Position 9887: 6.881242402478789e-05
Position 7816: 6.764083590033147e-05
Position 7290: 5.475710380929141e-05
Position 9050: 5.3406065155979235e-05
Position 6634: 5.0472220190852504e-05
Position 6624: 5.0104578614907506e-05
Position 6409: 4.3272294015179135e-05
Position 3771: 1.6541016184291974e-05
Position 6603: 1.026957798874214e-05
Position 6781: 7.187419671488569e-06
Position 1181: 6.98448122595505e-06
Position 4538: 5.78641298258363e-06
Position 3848: 5.5522936450663565e-06
Position 2905: 4.45396458893656e-06
Position 1247: 3.466180374474749e-06
Position 1634: 2.634923226668732e-06
Position 2596: 2.102506653548889e-06
Position 432: 1.5051051786692157e-06
Position 3423: 1.190180374080266e-06
Position 3276: 9.63959392776716e-07
Position 599: 8.560704617501632e-07
Position 574: 7.629861910085413e-07
Position 1596: 5.909882877267976e-07
Position 2214: 5.620024509104186e-07
Position 2231: 4.910830197259965e-07
Position 4044: 4.052435007064053e-07
Position 4184: 3.7973892095101216e-07
Position 4143: 3.6933447092935873e-07
Position 1643: 3.660548596035666e-07
Position 2333: 3.218635229992601e-07
Position 2450: 2.990051329319213e-07
Position 1656: 2.6684450466455384e-07
Position 500: 2.393961809593673e-07
Position 1009: 2.162666054210046e-07
Position 613: 1.2408012728735044e-07
Position 2248: 3.8895510084209126e-08
Position 2200: 3.115383553078527e-08
Position 2462: 2.7769849555405173e-08
Position 971: 1.1828924950170392e-08
Position 524: 1.3090430125604191e-09
Position 252: 8.168044241802179e-10
Position 528: 7.874803881383808e-10
Position 364: 7.598784284057627e-10
Position 456: 3.658481228392981e-10
Position 408: 8.056518111819554e-11
Position 480: 4.106942531611994e-11
Position 176: 1.6109825104481244e-11
Position 468: 1.5167260369606453e-11
Position 394: 1.403095947661598e-11
Position 439: 5.2163039788604775e-12
