Gene = SIMC1
Position 792: 3.3072333142539708e-06
Position 1686: 3.304060052773003e-06
Position 1058: 3.1182842148979887e-06
Position 610: 2.8969404627533377e-06
Position 662: 2.730001154479822e-06
Position 268: 2.7129311743757935e-06
Position 2059: 2.1189267173542728e-06
Position 1175: 1.9874484054308886e-06
Position 289: 7.659101111977144e-07
Position 953: 7.368155924675434e-07
Position 234: 6.572181832779458e-07
Position 789: 6.030600423913435e-07
Position 36: 5.883537817080905e-07
Position 33: 5.673373266720214e-07
Position 829: 4.6316249129961e-07
Position 1603: 1.9580345350489704e-07
Position 281: 1.6191003316045034e-07
Position 1325: 1.211510741235366e-07
Position 24: 1.1267882162450097e-07
Position 1554: 9.617190774859514e-08
Position 95: 1.220689745227669e-09
Position 18: 4.517440362401299e-12
Position 303: 4.083973388404101e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9188: 0.2934212253199678
Position 7204: 0.282367582317642
Position 887: 0.23423208613200056
Position 7261: 0.20521965035187031
Position 4150: 0.16759103798674854
Position 3459: 0.16726289108428072
Position 4833: 0.16462269638219298
Position 2646: 0.16434260759392005
Position 14850: 0.15746275597998474
Position 1263: 0.10172874079254127
Position 7664: 0.05272239331918236
Position 3975: 0.04741478655067828
Position 3248: 0.0394839303613697
Position 3644: 0.03939830468750385
Position 3199: 0.0354514332297147
Position 8797: 0.03350344734950913
Position 9525: 0.03161122325352688
Position 10719: 0.02657520448758669
Position 11002: 0.025303292260930046
Position 4113: 0.023808090436889723
Position 2348: 0.023463589986406044
Position 9703: 0.022517954341262223
Position 6399: 0.02005057605022722
Position 3144: 0.018541719895606046
Position 7829: 0.011428627835348724
Position 8516: 0.008175188405597614
Position 3503: 0.007413688657237877
Position 3933: 0.00656510066070119
Position 466: 0.005934489397048058
Position 8411: 0.005628347430027771
Position 545: 0.0053211456914247605
Position 2565: 0.004229126023925363
Position 632: 0.003970636378286692
Position 3296: 0.0035165925612706452
Position 9999: 0.002894314326679119
Position 1707: 0.0026009872405528636
Position 1968: 0.002333558554572858
Position 1124: 0.00227882653490267
Position 1182: 0.0021442595891378083
Position 3481: 0.001565691657207928
Position 8103: 0.0014782424790812836
Position 3728: 0.001438196749219985
Position 1998: 0.0011864838971566859
Position 3431: 0.001084808160727531
Position 4131: 0.0010747219565991723
Position 472: 0.0010099906120518485
Position 4428: 0.0009966203926598778
Position 6761: 0.0009466137771594304
Position 6872: 0.0009060368369841811
Position 359: 0.0009013255600097476
Position 6325: 0.0008032577935563648
Position 1033: 0.0006760745787793604
Position 818: 0.0006656924013861745
Position 5789: 0.0006483519292590437
Position 4302: 0.0006409515295816334
Position 2259: 0.0006146109212462375
Position 1890: 0.0005686980071193686
Position 914: 0.00039863035083841764
Position 2196: 0.00039154338691653196
Position 5249: 0.00038683579618910307
Position 2837: 0.0003767816403176627
Position 560: 0.0003523157496377408
Position 2594: 0.0003370074289504329
Position 1909: 0.00032179722344748526
Position 3226: 0.000310217997346041
Position 3088: 0.00024847888482827895
Position 585: 0.0002474193729149083
Position 2570: 0.00020765166854721148
Position 674: 0.00016771602693036182
Position 2360: 0.00013961444900538881
Position 2687: 0.00010988297607374667
Position 3154: 8.862222957328469e-05
Position 1542: 7.730157295003975e-05
Position 2745: 7.207420264370385e-05
Position 1104: 4.726842629091669e-05
Position 1225: 3.938128179339987e-05
Position 436: 3.090734048337999e-05
Position 429: 2.8553710782572874e-05
Position 1036: 2.14817410687698e-05
Position 988: 1.9626550155493114e-05
Position 2107: 1.9053885350028284e-05
Position 2209: 1.7638158580672248e-05
Position 1739: 1.3200095926151917e-05
Position 1274: 1.2455108675795988e-05
Position 1154: 1.2337433125043727e-05
Position 1132: 1.1924577578600962e-05
Position 1725: 9.91402870074207e-06
Position 504: 8.99750405552741e-06
Position 486: 7.444771431133768e-06
Position 979: 7.199454827099972e-06
Position 767: 5.63304317193908e-06
Position 1051: 5.486798161118549e-06
Position 938: 4.993567644657571e-06
Position 850: 3.912889035171779e-06
Position 754: 3.858847724026588e-06
Position 411: 3.6734283808628287e-06
Position 480: 3.497330074784649e-06
Position 441: 3.2385751932037185e-06
Position 365: 2.7926969707964255e-06
Position 844: 2.630428435169691e-06
Position 797: 2.2883647917160904e-06
Position 836: 1.8867685617551992e-06
Position 488: 1.7822596302842015e-06
Position 684: 1.5834063385550927e-06
Position 452: 1.2807249386085844e-06
Position 1075: 1.2177249845306102e-06
Position 1236: 1.1308008867705847e-06
Position 637: 9.519751177234099e-07
Position 736: 6.650149593225679e-07
Position 1512: 4.488158151793348e-07
Position 218: 4.134547394550486e-07
Position 1570: 3.596954133847092e-07
Position 1716: 2.0698474479631708e-07
Position 139: 1.2049233203587524e-07
Position 524: 9.492255655160833e-08
Position 643: 3.2089526384595005e-08
Position 1388: 2.5823582143151975e-08
Position 512: 1.663121786434945e-08
Position 173: 1.1338226324833765e-08
Position 800: 5.170784633068639e-09
Position 789: 4.462712263039474e-09
Position 1685: 3.0009941928442014e-11
Position 695: 2.921158504144358e-11
