Gene = GMPS
Position 5044: 8.045933705821988e-06
Position 4789: 7.543048130077821e-06
Position 1180: 7.019390414879633e-06
Position 4343: 6.51113162427965e-06
Position 938: 6.0383051336665134e-06
Position 6353: 6.01736450375843e-06
Position 2979: 5.531265070498186e-06
Position 5128: 5.512877588777768e-06
Position 503: 5.244049690426951e-06
Position 1416: 5.15711741239624e-06
Position 5262: 5.1564198508406905e-06
Position 1313: 4.883936638598957e-06
Position 2936: 4.5753823926728575e-06
Position 3565: 4.444640918363654e-06
Position 3683: 4.388381459226431e-06
Position 5172: 4.1437840716107365e-06
Position 5109: 3.5889847626602125e-06
Position 3816: 3.5076337830511544e-06
Position 5205: 3.4857996343544552e-06
Position 1762: 3.445927124865577e-06
Position 1189: 3.4379985656641388e-06
Position 806: 3.333103436064819e-06
Position 1945: 3.0569870344386223e-06
Position 4645: 2.740425325540447e-06
Position 2528: 2.4308527730951633e-06
Position 1679: 2.248661537573137e-06
Position 3608: 2.159513118026105e-06
Position 1560: 1.9920303836300603e-06
Position 3193: 1.9862497715298356e-06
Position 3282: 1.8166142682364372e-06
Position 2067: 1.7613416948678818e-06
Position 2822: 1.7298145483159085e-06
Position 763: 1.7179083036155156e-06
Position 2669: 1.6723533820583434e-06
Position 1087: 1.5594469899621559e-06
Position 2280: 1.4520716298322714e-06
Position 1209: 1.4174047190868986e-06
Position 2453: 1.3584026850220579e-06
Position 1471: 1.272397846957998e-06
Position 1813: 1.1515023428211137e-06
Position 1925: 8.539277091685401e-07
Position 893: 8.035977095911394e-07
Position 658: 7.319955246860971e-07
Position 1067: 6.724430973903834e-07
Position 603: 4.982172700340768e-07
Position 839: 3.4880264706435663e-07
Position 233: 2.5831553676674307e-07
Position 252: 2.455210062832957e-07
Position 543: 6.703308817256605e-08
Position 1497: 6.322055286815951e-08
Position 1606: 4.0702263913582536e-08
Position 1641: 2.005012003544721e-08
Position 2005: 5.490305247553147e-09
Position 1420: 3.948205526580082e-09
Position 1504: 3.456113267860805e-09
Position 595: 2.1071202599775867e-09
Position 383: 6.222088134061377e-10
Position 505: 2.998308883126554e-10
Position 435: 2.4859145778811874e-10
Position 660: 8.598216135549117e-11
Position 401: 7.533296046530308e-11
Position 353: 6.604498411444149e-12
Position 361: 4.319948686248047e-12
Position 366: 5.417317040834239e-13
Position 679: 3.4906117922851634e-13
