Gene = CACYBP
Position 2193: 9.606488482800345e-05
Position 901: 9.032355368198329e-05
Position 2053: 5.8622478501738445e-05
Position 460: 4.0315995473610854e-05
Position 375: 3.742192691265675e-05
Position 686: 3.724293432252417e-05
Position 4930: 3.510290405279982e-05
Position 355: 2.406557678602239e-05
Position 550: 1.3484667656457388e-05
Position 209: 1.3026670877001059e-05
Position 9119: 9.505223500139562e-06
Position 462: 3.901304803765129e-06
Position 4121: 2.683560991996113e-06
Position 905: 1.9763377791436246e-06
Position 194: 1.794559470623906e-06
Position 271: 1.587308653047186e-06
Position 1080: 1.5323051127566957e-06
Position 815: 1.1871257531393487e-06
Position 334: 1.1568496579477404e-06
Position 289: 1.1106977132149076e-06
Position 820: 1.0793760124288306e-06
Position 7758: 9.75927748682138e-07
Position 1165: 8.206873485958959e-07
Position 1148: 7.587069388781186e-07
Position 1171: 6.611593623885681e-07
Position 1038: 5.806309921493063e-07
Position 854: 3.3335998371175417e-07
Position 517: 1.9223605952002855e-07
Position 1432: 1.3714646400909215e-07
Position 175: 1.284533723205496e-07
Position 205: 1.0056975391049854e-07
Position 945: 7.605645358626753e-08
Position 1101: 6.106157584328279e-08
Position 1260: 3.992843401879433e-08
Position 190: 2.5657968413974542e-08
Position 804: 1.874169745157031e-08
Position 163: 2.741843801420447e-10
Position 467: 9.097060316697366e-11
Position 185: 3.593647877620767e-14
Position 119: 8.137890655526165e-15
