Gene = RP4-613B23.5
Position 6987: 0.00019551627161877382
Position 13561: 0.00018914503870009713
Position 12594: 0.0001847848714189888
Position 12573: 0.00018372158403411396
Position 10529: 0.00017462624160724177
Position 5625: 0.00016015562222800863
Position 13340: 0.00015705954947720218
Position 12267: 0.0001413234264247707
Position 11373: 0.00011277059915401689
Position 11135: 0.00011025413525560201
Position 12690: 0.0001082580206875066
Position 11414: 0.00010789458237137234
Position 11447: 9.754383861590979e-05
Position 11162: 9.261655543875397e-05
Position 2565: 9.189373197929363e-05
Position 5345: 8.546870625724221e-05
Position 3031: 8.186804456582427e-05
Position 9668: 8.067625825868e-05
Position 11538: 7.864314862216136e-05
Position 1273: 7.235894704261814e-05
Position 1622: 6.991526751269453e-05
Position 10570: 6.923685502209456e-05
Position 2492: 6.835517694547629e-05
Position 11541: 6.577503177816685e-05
Position 10425: 6.315894852158813e-05
Position 5261: 6.238790838183894e-05
Position 7027: 5.9213273618087704e-05
Position 1070: 5.7789062343794595e-05
Position 3792: 5.5336744769384666e-05
Position 2826: 4.936725482552668e-05
Position 3690: 4.821815740237191e-05
Position 2217: 3.993473732145135e-05
Position 6834: 3.936076441090514e-05
Position 2196: 3.8496771331819175e-05
Position 1658: 3.6787271409464834e-05
Position 1872: 3.2105469123015565e-05
Position 2151: 3.083315292973489e-05
Position 3542: 2.7818505909625773e-05
Position 1911: 2.705508539906438e-05
Position 1661: 2.649134158104559e-05
Position 2308: 2.603602632220863e-05
Position 6871: 1.9706929462753247e-05
Position 2109: 1.5739732614565228e-05
Position 8298: 1.546701993630537e-05
Position 7736: 1.2680790843331276e-05
Position 2731: 1.219117848255247e-05
Position 1024: 1.0904992288480939e-05
Position 4652: 9.335867295831765e-06
Position 6399: 7.683299802810592e-06
Position 5371: 7.5960781919856975e-06
Position 4554: 7.210265854706212e-06
Position 4216: 7.098233522562196e-06
Position 2126: 5.368721553612046e-06
Position 1171: 5.095337781762589e-06
Position 3044: 4.305591288054436e-06
Position 2033: 3.991544852405118e-06
Position 1899: 3.926348496038998e-06
Position 3915: 3.7019604493857455e-06
Position 4668: 3.4751584191320743e-06
Position 3093: 3.1420385541184686e-06
Position 1109: 2.8305051606173108e-06
Position 3377: 2.1915614160095568e-06
Position 476: 2.0972414932704954e-06
Position 1026: 2.0921138942051137e-06
Position 1721: 1.2506439291794492e-06
Position 2130: 1.2159970508427844e-06
Position 1751: 1.1912643473042213e-06
Position 1541: 1.095781316499333e-06
Position 2527: 9.446438768337739e-07
Position 791: 7.163482173818709e-07
Position 439: 4.3420881404020257e-07
Position 853: 3.397132997948504e-07
Position 825: 3.255074167382081e-07
Position 459: 3.236163907085881e-07
Position 1819: 3.2336630329057703e-07
Position 435: 3.1041376224386065e-07
Position 1983: 2.7053054912884346e-07
Position 1175: 2.2788910318834014e-07
Position 442: 1.7882241337234727e-07
Position 1049: 1.712112760486903e-07
Position 794: 1.694450843559113e-07
Position 868: 1.6732951242725666e-07
Position 493: 1.6473831880404607e-07
Position 3259: 1.4717751262298296e-07
Position 404: 1.246753617652996e-07
Position 1503: 1.0494758708278863e-07
Position 393: 9.68570132861867e-08
Position 1203: 9.458038756519255e-08
Position 1123: 9.086476489135514e-08
Position 1149: 8.86477292145372e-08
Position 1958: 8.398825447109866e-08
Position 1004: 6.646054147326798e-08
Position 487: 5.630334704727165e-08
Position 726: 5.4384578790961184e-08
Position 2240: 5.281790427192189e-08
Position 478: 4.5637123284519184e-08
Position 771: 3.1615079647447366e-08
Position 1207: 3.0449442840787005e-08
Position 448: 2.17881117519115e-08
Position 1708: 2.099617374190946e-08
Position 887: 1.8357004750164084e-08
Position 407: 1.8052258138800097e-08
Position 664: 1.7061432654685935e-08
Position 832: 1.54558242004631e-08
Position 532: 1.319622438811978e-08
Position 738: 1.1351440913976525e-08
Position 835: 1.0256481454054452e-08
Position 391: 9.915343261647586e-09
Position 894: 6.5604310378590365e-09
Position 507: 6.4266756713852164e-09
Position 754: 4.642345145946434e-09
Position 239: 4.540154424002969e-09
Position 689: 1.9211627459504497e-09
