Gene = CGGBP1
Position 928: 1.0010444830554999e-08
Position 441: 4.8735035773599484e-09
Position 200: 3.172997394019974e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 824: 0.4754222266065036
Position 4173: 0.3438714795510551
Position 2528: 0.3284860561436273
Position 3048: 0.26376912815108566
Position 4194: 0.2284728866434527
Position 3000: 0.1913146672808775
Position 7007: 0.16723420741944714
Position 2804: 0.15312638916461524
Position 6375: 0.1397236051475309
Position 1755: 0.11259624396069397
Position 2307: 0.08915955499788741
Position 2611: 0.07744425512267915
Position 851: 0.06202219689229227
Position 1736: 0.03364060180959115
Position 1955: 0.024742580660798184
Position 3064: 0.024716918609427253
Position 2899: 0.01918496012080401
Position 2752: 0.01757277411791592
Position 769: 0.015623018642498529
Position 2489: 0.014152741239414422
Position 4066: 0.012344858578974686
Position 4197: 0.011950168821896782
Position 916: 0.011435454990733396
Position 3344: 0.011021579780904404
Position 981: 0.009717515047586604
Position 5705: 0.008808093003630163
Position 5170: 0.008336239543382444
Position 2002: 0.008247042701479478
Position 2562: 0.0069793312961149495
Position 1435: 0.006287404283119986
Position 3119: 0.005863404738815269
Position 398: 0.005764572948819029
Position 5631: 0.0034643738108129283
Position 2358: 0.0029471639834643152
Position 5780: 0.0028925366344091426
Position 2159: 0.0028655020903789663
Position 1959: 0.0027572772310545265
Position 1488: 0.0025847239104017706
Position 4432: 0.0022463352092919227
Position 1228: 0.002088778564824797
Position 1917: 0.0018084500482911986
Position 6124: 0.0017202865555169579
Position 829: 0.001409473932290027
Position 2131: 0.0013227687655602974
Position 3476: 0.0013070075418090824
Position 4900: 0.0012691151533118384
Position 540: 0.0012346396855749016
Position 493: 0.0011115133572488834
Position 2629: 0.0010646537481187838
Position 3758: 0.0010635191875150813
Position 7099: 0.001044217933500496
Position 461: 0.000995690613303675
Position 5475: 0.000989056635819662
Position 1077: 0.00087128023238233
Position 5090: 0.0007159517330716859
Position 1380: 0.0007136518532837192
Position 2095: 0.0007060731580757519
Position 2638: 0.0006399332877179139
Position 1858: 0.0005494619084197855
Position 2277: 0.0005452316690203466
Position 3247: 0.0005447689250040338
Position 1517: 0.0005363643373727158
Position 5831: 0.0005328750941175574
Position 4011: 0.0005239760824077374
Position 2192: 0.0004972638575273551
Position 944: 0.0004966859073018232
Position 3070: 0.00048617390910086816
Position 4580: 0.00048236926120343786
Position 2260: 0.0004726580215887125
Position 3943: 0.00037813515728477
Position 489: 0.00037137688258402944
Position 5289: 0.00036934575315200163
Position 422: 0.00036442499727798135
Position 1289: 0.00035842798130153
Position 1817: 0.0003438684272129838
Position 4897: 0.0002862071353374299
Position 1903: 0.0002829862297722178
Position 4866: 0.0002797073328302738
Position 1464: 0.0002460296001844155
Position 1829: 0.00023177182284418
Position 4461: 0.00021596055849367553
Position 3093: 0.00019946802929001847
Position 543: 0.00016750757514932593
Position 3919: 0.000161754019122101
Position 1847: 0.00013345353444211856
Position 1360: 8.133377792036028e-05
Position 547: 8.013484561175566e-05
Position 2944: 7.566445104861695e-05
Position 1320: 6.768981865162247e-05
Position 2039: 6.660007578388543e-05
Position 1833: 5.328923210524873e-05
Position 2136: 4.694181037109167e-05
Position 873: 4.528989090163611e-05
Position 359: 4.346449752212055e-05
Position 1654: 3.898104239671699e-05
Position 1240: 3.8511887152008307e-05
Position 308: 3.54457247118194e-05
Position 950: 3.356863280044044e-05
Position 1586: 2.8469795785997026e-05
Position 545: 2.4509543489408743e-05
Position 700: 1.1855212636596947e-05
Position 741: 1.1055269552927925e-05
Position 311: 9.520926497450204e-06
Position 357: 8.264785993707519e-06
Position 353: 8.21796962035823e-06
Position 340: 8.021934931721473e-06
Position 552: 6.506720195145522e-06
Position 2018: 6.3421839186846046e-06
Position 997: 5.768201520985994e-06
Position 382: 5.387861857052817e-06
Position 1195: 5.002465210081578e-06
Position 622: 3.699203362910819e-06
Position 1275: 2.7892791182393833e-06
Position 1004: 2.6530409686503902e-06
Position 434: 2.3013443655565915e-06
Position 721: 2.2009380058801486e-06
Position 366: 1.7604660710261934e-06
Position 868: 1.7378001902466502e-06
Position 1270: 7.262993414326555e-07
Position 446: 5.198348770291323e-07
Position 363: 4.611477610055118e-07
Position 349: 3.851329356925279e-07
Position 374: 3.6991185364870194e-07
Position 652: 1.5392576707951813e-07
Position 616: 1.335884516886383e-07
Position 649: 6.233593754425878e-08
Position 625: 4.781563837868683e-08
Position 712: 3.8469174298147214e-08
Position 674: 2.591023067175656e-08
Position 633: 9.486616052684726e-09
Position 662: 9.14782748909081e-09
Position 668: 7.067337945228288e-09
Position 1061: 6.246773333083148e-10
