Gene = RECK
Position 1631: 0.0022028062365784186
Position 3021: 0.002087514082174225
Position 862: 0.002075611894080998
Position 328: 0.0019902264037706067
Position 970: 0.0018713472595984586
Position 1201: 0.001705740495150608
Position 2196: 0.0016512992930894262
Position 1328: 0.0011530497692443706
Position 766: 0.0011188118850126885
Position 990: 0.0009724714638248949
Position 2823: 0.0009420388801021533
Position 521: 0.0009340247128020939
Position 393: 0.0008461098759862063
Position 2962: 0.0008021677586491193
Position 550: 0.0007617259276101031
Position 1048: 0.0006566114310505985
Position 1340: 0.0005557088707623468
Position 5191: 0.0004624721468566616
Position 331: 0.00044937165076768925
Position 4820: 0.00035215880959982266
Position 3103: 0.00031953373195983394
Position 660: 0.00030814903888945347
Position 416: 0.00024407705531675667
Position 302: 0.00023506121647401976
Position 680: 0.00023200516702330298
Position 486: 0.00022438208034354526
Position 445: 0.00020912078875872346
Position 239: 0.00018732978643913075
Position 2478: 0.00016410458227144903
Position 593: 0.00010357243784271645
Position 2902: 7.187027548258535e-05
Position 1231: 5.934461835109701e-05
Position 172: 3.362673558975151e-05
Position 717: 2.892494233983777e-05
Position 1157: 2.1428634827687165e-05
Position 342: 1.5927819567743e-05
Position 412: 1.5018047871652591e-05
Position 1028: 1.4855100794364762e-05
Position 1008: 1.1621270608654735e-05
Position 695: 3.0388528894234855e-06
Position 358: 2.3445597778917483e-06
Position 431: 2.2648942204021267e-06
Position 184: 1.9511356363893014e-06
Position 200: 1.47949668575299e-06
Position 249: 7.117118723276271e-07
Position 634: 6.973050006251397e-07
Position 726: 5.742756460812368e-07
Position 242: 3.7980452144783134e-07
Position 251: 2.3527715056659684e-07
Position 2571: 2.3241250936131797e-07
Position 196: 2.7447935281678472e-08
Position 159: 7.379814640713782e-09
Position 205: 3.4575079081590496e-09
Position 532: 2.5569441794947987e-09
Position 641: 1.3263386077669068e-09
Position 78: 7.288237993571365e-10
Position 360: 6.623677980712621e-10
Position 125: 6.514414628581101e-10
Position 114: 3.0717932343840926e-10
Position 89: 2.4301416810375735e-10
Position 133: 2.1601338273984227e-10
Position 130: 3.6558376566450124e-11
Position 74: 2.714077373496341e-11
Position 93: 6.359123837834147e-12
Position 128: 4.095444839992725e-12
Position 104: 3.2966053842072602e-16
