Gene = RP11-511P7.5
Position 743: 1.896811890671037e-07
Position 711: 1.6839953140309392e-07
Position 457: 1.513376772530676e-07
Position 737: 1.456203345192518e-07
Position 235: 7.042477189458883e-08
Position 740: 6.551012888191015e-08
Position 830: 5.182813098894301e-08
Position 934: 4.257227137406923e-08
Position 542: 2.5766497048531163e-08
Position 309: 2.1106639177727195e-08
Position 315: 1.829713232042926e-08
Position 868: 2.4814224973659644e-11
Position 228: 1.5943312521951058e-12
Position 233: 1.2536991984995593e-12
Position 140: 3.050999697586521e-13
Position 78: 2.2317623911184815e-13
Position 87: 6.591540633318867e-14
Position 72: 3.919235958543847e-14
Position 210: 2.993911448761833e-14
Position 74: 2.287384465100976e-14
Position 145: 1.1837599965661752e-14
Position 751: 1.2203436942986758e-15
Position 152: 2.1591803303871102e-16
Position 161: 6.414098216477097e-18
Position 176: 2.051037169567107e-18
