Gene = RGS7BP
Position 689: 0.013030752507945742
Position 1283: 0.011852371742638899
Position 1355: 0.01093493612263735
Position 10126: 0.00979623837663314
Position 5707: 0.009423642471161911
Position 396: 0.00892750661841406
Position 13283: 0.00850499518904205
Position 4719: 0.007904831523410542
Position 1146: 0.007526358442651313
Position 412: 0.0071318355062103865
Position 659: 0.006533551049948855
Position 10105: 0.0055344216346964875
Position 4420: 0.0040734618494721216
Position 3044: 0.0040679380767286175
Position 14403: 0.00397130858267465
Position 2810: 0.003866104876749408
Position 1485: 0.003684812545461461
Position 10056: 0.003595266580440063
Position 2663: 0.003442427209988963
Position 866: 0.0034040769757245756
Position 1982: 0.002282706458851576
Position 4701: 0.0021019087157401325
Position 4491: 0.0015157573564521054
Position 19443: 0.0014101231750816823
Position 17315: 0.0012319217942404772
Position 14979: 0.0012171273352095647
Position 2813: 0.0009326170307042468
Position 18260: 0.0008470170510604737
Position 12527: 0.0007892794218485831
Position 13807: 0.0007686677563775659
Position 755: 0.00066526486242594
Position 12962: 0.0005123355210755061
Position 4561: 0.0005063330847262206
Position 17201: 0.0005004430253008198
Position 168: 0.00043789226573596134
Position 9559: 0.00042050059824698475
Position 3636: 0.00035015585360627616
Position 732: 0.0003485476126849976
Position 1957: 0.00033636191390871224
Position 1944: 0.0002974347316950334
Position 3679: 0.00029068418567570987
Position 3622: 0.00026122381339382857
Position 847: 0.00021273232382071355
Position 2751: 0.00020406709883291635
Position 723: 0.0001655548397470617
Position 12548: 0.00015574762936940422
Position 2090: 0.00014861469860935262
Position 1204: 0.00013130557966014916
Position 7507: 0.00011671279558061495
Position 931: 0.0001160660553076275
Position 1072: 9.761930992763315e-05
Position 6789: 9.598996877289574e-05
Position 2199: 7.853607429553196e-05
Position 894: 7.131711241730293e-05
Position 7202: 6.825766037815524e-05
Position 355: 6.502867253551682e-05
Position 6474: 6.432912796138728e-05
Position 579: 6.259491347592166e-05
Position 432: 5.527088693980781e-05
Position 1048: 4.878937111287003e-05
Position 298: 4.6976264763868706e-05
Position 363: 4.009761575512137e-05
Position 6913: 3.633090754245958e-05
Position 257: 3.081581506215188e-05
Position 10023: 2.3127370993522104e-05
Position 802: 2.0629391809395467e-05
Position 9595: 2.0072109019992287e-05
Position 693: 1.8126765217025753e-05
Position 414: 1.7914979447211735e-05
Position 5116: 1.4088049698079398e-05
Position 2710: 1.348572287532248e-05
Position 223: 1.20180993059449e-05
Position 2216: 1.145881885153314e-05
Position 573: 1.145079555091666e-05
Position 330: 1.125454222911408e-05
Position 844: 1.0513574437782558e-05
Position 3113: 8.684209572748085e-06
Position 1045: 8.399111972539805e-06
Position 7484: 7.087546848122247e-06
Position 5290: 6.365426080474281e-06
Position 3934: 5.719696690768636e-06
Position 191: 5.2417738835437e-06
Position 2328: 3.827406573292793e-06
Position 1421: 2.9758047273908933e-06
Position 1451: 2.653714079630032e-06
Position 174: 2.2915769899851223e-06
Position 1861: 1.7642261268205294e-06
Position 141: 1.7072508289415462e-06
Position 1577: 1.361580427311331e-06
Position 1453: 1.211797300924733e-06
Position 195: 1.1532804898448723e-06
Position 438: 1.1131421679992066e-06
Position 400: 7.153506101802598e-07
Position 419: 6.951334320044916e-07
Position 2342: 6.945926091902058e-07
Position 1436: 4.3320181068281183e-07
Position 145: 4.2200365469472966e-07
Position 1423: 3.8155565672208643e-07
Position 117: 3.6451226130643267e-07
Position 1786: 3.1287206096040193e-07
Position 696: 1.815139415630365e-07
Position 201: 1.768383092101288e-07
Position 1082: 1.2065387641783825e-07
Position 1034: 1.1019205931497517e-07
Position 1051: 1.043875760783787e-07
Position 1317: 9.726493932430337e-08
Position 1549: 8.830284183527539e-08
Position 470: 1.8101148955899116e-08
Position 448: 5.201696906610188e-09
Position 427: 3.743195974303544e-09
Position 487: 1.9667896183304984e-09
Position 450: 1.7228883258117133e-09
Position 210: 1.495094759186128e-09
Position 799: 1.4625185332529464e-09
Position 704: 1.4135181543738948e-09
Position 708: 4.6424690619326417e-10
Position 906: 4.245845686170412e-10
Position 123: 3.3453358331111363e-10
Position 534: 1.881225269752386e-10
Position 532: 8.222359958788705e-11
Position 939: 3.9936892113705975e-13
Position 885: 3.975398060039095e-13
Position 806: 2.8352989159178556e-13
