Gene = ATOX1
Position 27757: 0.01872675536748812
Position 22322: 0.01755322980991842
Position 29450: 0.014678098501794076
Position 21282: 0.011621926782345032
Position 28503: 0.009437843685296408
Position 28083: 0.009279015483029293
Position 26968: 0.00885117593211794
Position 14783: 0.008564305639506657
Position 4212: 0.008303419110785495
Position 29599: 0.007786708437743741
Position 28920: 0.0069376620459577895
Position 22053: 0.006653862964817867
Position 24575: 0.006546755778123129
Position 28398: 0.006533617811694408
Position 14993: 0.006501515677676519
Position 21027: 0.006120493409423494
Position 22220: 0.006098210689895169
Position 6695: 0.005065488892108442
Position 22025: 0.00456613024009664
Position 14800: 0.004531209676313863
Position 28336: 0.003971269935383238
Position 20980: 0.0038307544565139994
Position 26606: 0.003767664332389298
Position 22142: 0.003466832809191084
Position 24536: 0.002200381214398842
Position 29675: 0.001743130717944174
Position 6556: 0.0014140711644227786
Position 4217: 0.0013375430586147496
Position 25342: 0.0012714182441386744
Position 29193: 0.0010665658154942082
Position 6523: 0.0010207533215438117
Position 28974: 0.0008776778267876498
Position 26491: 0.0007972380451106373
Position 27803: 0.0007480034257342737
Position 21613: 0.0007444829891990708
Position 21278: 0.00012241767231342386
Position 22874: 0.00010040423615632375
Position 1377: 5.1112249220263426e-05
Position 638: 2.7328386852420527e-05
Position 1653: 2.648690965080023e-05
Position 1976: 2.5548394448930733e-05
Position 21061: 1.9608300518345444e-05
Position 21046: 1.5941265499768338e-05
Position 779: 1.4599626798766438e-05
Position 677: 1.3682605574646839e-05
Position 5334: 1.3356237923658521e-05
Position 785: 1.0412502248084091e-05
Position 21493: 5.327478506410901e-06
Position 691: 3.765779260291359e-06
Position 17064: 2.9272296880778443e-06
Position 937: 2.5837285359171933e-06
Position 15071: 1.6557093090332654e-06
Position 1992: 1.5875836427710907e-06
Position 1995: 1.1931154286718156e-06
Position 3759: 1.043067572916102e-06
Position 10597: 1.0108406268764643e-06
Position 1623: 9.262274774873472e-07
Position 12480: 8.522480843717506e-07
Position 1759: 6.994130227263205e-07
Position 1492: 6.912768959380063e-07
Position 755: 6.751290805097646e-07
Position 1329: 5.204114806873305e-07
Position 11888: 4.3417917940930244e-07
Position 718: 2.4278221936766334e-07
Position 2419: 1.4396383058807258e-07
Position 5610: 5.790231126232838e-08
Position 3611: 5.7234744639568864e-08
Position 247: 5.540122515014305e-08
Position 1218: 5.336231827159068e-08
Position 215: 3.613460461913825e-08
Position 196: 2.5832000332138655e-08
Position 3755: 1.3047485205047746e-08
Position 3782: 9.59379479590785e-09
Position 261: 2.5801728581612335e-09
Position 2223: 1.1420902398001945e-09
Position 2189: 6.712707068104061e-10
Position 2158: 4.553227394815102e-10
Position 1052: 3.906852673473883e-10
Position 865: 2.5849399202600985e-10
Position 1430: 2.0921158174498424e-10
Position 2304: 2.0662077559491313e-10
Position 991: 1.9015144901937393e-10
Position 955: 1.655828678854229e-10
Position 2015: 1.537457199794488e-10
Position 862: 1.4357410439072672e-10
Position 920: 1.4341773619382128e-10
Position 1706: 1.3804521857072027e-10
Position 198: 9.65006228642958e-11
Position 980: 9.194604554951914e-11
Position 998: 7.3052082815397e-11
Position 439: 6.357922675940207e-11
Position 1391: 5.407893418431453e-11
Position 536: 5.243211246410856e-11
Position 940: 3.186414565418148e-11
Position 457: 2.2260754003406425e-11
Position 1572: 2.0616500230663037e-11
Position 1130: 1.8184071175583864e-11
Position 763: 7.453585295364919e-12
Position 1522: 3.034493157311581e-12
Position 421: 6.503418304826051e-13
Position 543: 5.877111566718922e-13
Position 523: 1.4870200957796554e-13
Position 548: 1.2298910970437973e-13
Position 797: 1.1665483690408188e-13
Position 817: 8.651929459524607e-14
Position 825: 6.465974408506954e-14
Position 296: 4.0502529329489495e-14
Position 514: 2.1856626245471296e-14
Position 411: 2.1124887728434545e-14
Position 508: 1.124631289222294e-14
