Gene = NPR3
Position 35973: 0.019078106167638387
Position 15615: 0.01796986931521906
Position 31854: 0.01731347119986303
Position 14967: 0.014439750412243707
Position 30929: 0.01386681914115446
Position 6190: 0.013763373030906889
Position 27548: 0.013272284193168568
Position 35407: 0.012885220626430228
Position 34297: 0.01228246351489706
Position 667: 0.011418720752398779
Position 602: 0.011105063256748036
Position 3127: 0.010796175025533332
Position 35860: 0.010753047500515823
Position 37730: 0.01057260015493265
Position 15424: 0.009552500751170949
Position 1479: 0.009440957718161343
Position 1983: 0.009299504218959672
Position 34074: 0.008897758354176862
Position 30357: 0.008816471824302573
Position 35907: 0.008810155133850117
Position 34236: 0.008313557594874938
Position 27736: 0.007183814536098236
Position 39884: 0.0063691597220653755
Position 930: 0.005229307327068628
Position 1496: 0.00510751345279226
Position 14163: 0.005023592441207541
Position 37489: 0.005012277403642993
Position 728: 0.004998895463981156
Position 30895: 0.004865402650725278
Position 27756: 0.004379153521778145
Position 15081: 0.004176621256607203
Position 15589: 0.00408529084160188
Position 36053: 0.003982852670855553
Position 35140: 0.00396567810672741
Position 13250: 0.003759151132917471
Position 34387: 0.0035590247709316055
Position 35576: 0.003421716502987525
Position 34740: 0.003108633597862012
Position 32295: 0.0030614315650519504
Position 14042: 0.00292950439616278
Position 957: 0.0026792111306171416
Position 1512: 0.0023932536613053106
Position 37526: 0.00223404849623694
Position 31012: 0.00199603270901445
Position 646: 0.0019861193842375877
Position 1117: 0.0016798669446678762
Position 34533: 0.0013047807393822357
Position 719: 0.001273360744430929
Position 28798: 0.001216468289270157
Position 353: 0.0011722801865161226
Position 2519: 0.0009994946834040077
Position 1872: 0.0009555524805943589
Position 2630: 0.0007803590316489107
Position 36884: 0.0007633429176944548
Position 1182: 0.0007123290916532852
Position 731: 0.0006459375678208421
Position 35948: 0.0005455212591013176
Position 734: 0.0003883268567615435
Position 1336: 0.00036576625765083937
Position 1782: 0.00033002681373894675
Position 2902: 0.0002452453505547271
Position 1716: 0.00023401910313139695
Position 707: 0.00022710090917971168
Position 1221: 0.00020287073687805715
Position 554: 0.00015746976901097332
Position 1481: 0.00010653745169706242
Position 1542: 9.216506160520687e-05
Position 456: 8.745297038125113e-05
Position 397: 7.94840130275493e-05
Position 31219: 7.182917612188074e-05
Position 1073: 6.977109452552027e-05
Position 1888: 5.1031982866834605e-05
Position 1232: 3.613726223459276e-05
Position 298: 3.57546907948084e-05
Position 1132: 3.432943538703713e-05
Position 236: 3.05467672728029e-05
Position 1082: 2.7838537244445186e-05
Position 809: 1.9056056919408367e-05
Position 1249: 1.7205667040045627e-05
Position 774: 7.667913369352446e-06
Position 1356: 5.514366286471502e-06
Position 1165: 5.068445694651889e-06
Position 474: 4.383589388025258e-06
Position 471: 3.8150501138627106e-06
Position 1013: 3.707704804421484e-06
Position 789: 2.9226693293411514e-06
Position 206: 2.283443309698565e-06
Position 168: 1.953303829115446e-06
Position 434: 1.6978279482005804e-06
Position 372: 1.6585955157827123e-06
Position 438: 1.451832679620532e-06
Position 209: 6.58420447459833e-07
Position 480: 1.4739915445988747e-07
Position 182: 1.1531969992244225e-07
Position 305: 8.544353410706724e-08
Position 284: 2.049733323435154e-08
Position 191: 1.2290625950061309e-08
Position 322: 1.1898716459694301e-08
Position 215: 1.035969548976635e-08
Position 365: 1.3496761901140196e-09
Position 189: 1.2167991980048343e-09
Position 187: 1.1601320952326784e-09
Position 185: 6.023183801324469e-10
