Gene = OTULIN
Position 6726: 0.0024771421925003883
Position 1971: 0.0024473050799910336
Position 1902: 0.0023804051203998935
Position 9353: 0.002236796949214106
Position 19937: 0.002197533015238873
Position 12503: 0.0019314612098136634
Position 14921: 0.0018782349418096345
Position 5745: 0.0016697024696400063
Position 2811: 0.001641310690348312
Position 3520: 0.0015897247579942514
Position 3835: 0.0015838950634419013
Position 606: 0.001243956964882061
Position 8436: 0.0010325970530426544
Position 25990: 0.0009722592840997238
Position 1782: 0.0009700440281622621
Position 4311: 0.0008946954112014172
Position 3651: 0.000856311710131802
Position 2408: 0.0008391491628287772
Position 18953: 0.0007628834273357386
Position 2072: 0.0007506992619024901
Position 2045: 0.0007447236051261314
Position 1905: 0.0007118566816715488
Position 3368: 0.0006545401830121591
Position 20834: 0.0006463909076301312
Position 24337: 0.0005542373310542869
Position 14909: 0.000514930907786312
Position 20667: 0.00047525784781074525
Position 1858: 0.0003635431464153917
Position 568: 0.0003618853729680061
Position 1432: 0.0003469931799575565
Position 1311: 0.00030597090097300017
Position 1539: 0.00030110474453096326
Position 4879: 0.0002672361829740317
Position 1718: 0.00024310586767686715
Position 2651: 0.00023932204248977446
Position 4367: 0.00022110495753734096
Position 18807: 0.00021439399876934314
Position 19577: 0.00019831030963166942
Position 2292: 0.0001621157816571181
Position 3101: 0.00014709683227385703
Position 18829: 0.00014116520629266124
Position 724: 0.00013802313067333115
Position 2817: 0.0001323478422613282
Position 20998: 0.0001251498912353889
Position 14403: 0.0001126659333368352
Position 4201: 0.00011034040121612334
Position 3106: 0.00010991213140894774
Position 5905: 0.00010629038265380656
Position 4911: 0.00010473829517718967
Position 2030: 0.00010425665886012682
Position 797: 0.00010419509752738957
Position 1257: 9.836221958571038e-05
Position 2120: 9.325514138210066e-05
Position 17635: 8.520254510697073e-05
Position 666: 8.04822172323608e-05
Position 3073: 7.627043279561232e-05
Position 3786: 7.624495763980533e-05
Position 17619: 7.592713744710119e-05
Position 1219: 6.936275585414112e-05
Position 1280: 6.898892908678973e-05
Position 578: 6.621937049730816e-05
Position 9267: 6.618116893399685e-05
Position 2451: 6.230581238406969e-05
Position 3000: 5.0201358705423725e-05
Position 14469: 4.872651267089273e-05
Position 2954: 4.6569333519226276e-05
Position 1873: 4.051150083885518e-05
Position 2437: 3.315151676535058e-05
Position 485: 3.307342594059469e-05
Position 2296: 3.203447082839524e-05
Position 14160: 3.186048158916717e-05
Position 758: 2.8975842641168674e-05
Position 2671: 2.817409902618391e-05
Position 14578: 2.7635055865998854e-05
Position 2341: 2.758530027996817e-05
Position 1487: 2.6931897387642115e-05
Position 2837: 2.4379455054967173e-05
Position 643: 2.2971029342703164e-05
Position 1490: 2.1708471564007514e-05
Position 3123: 2.1382170725472116e-05
Position 3003: 2.079232596712398e-05
Position 2246: 1.9496910875403273e-05
Position 1459: 1.9348866683234804e-05
Position 894: 1.8736583937096344e-05
Position 1870: 1.8256896823123457e-05
Position 2880: 1.727484416332795e-05
Position 2813: 1.6367634911312264e-05
Position 416: 1.595634882436999e-05
Position 16946: 1.566448774905926e-05
Position 1381: 1.5014679146149045e-05
Position 1980: 1.3593024486077084e-05
Position 900: 1.314126889190484e-05
Position 2269: 1.2754856918688758e-05
Position 2387: 1.1731891715594373e-05
Position 14108: 1.0482209546837878e-05
Position 1191: 1.018419232808654e-05
Position 14445: 9.970794103438415e-06
Position 928: 8.21428499683274e-06
Position 1108: 7.647504412406119e-06
Position 1556: 7.537494324932683e-06
Position 20201: 6.753429299992072e-06
Position 15501: 6.011165711351187e-06
Position 1511: 5.613143187530716e-06
Position 1292: 4.692938512187361e-06
Position 442: 3.955162613348817e-06
Position 14877: 3.3213632106657398e-06
Position 15611: 3.077599380164645e-06
Position 10326: 4.6001355489674793e-07
Position 3539: 9.138768421307632e-11
Position 3730: 7.877007135844177e-11
Position 3393: 7.652377236733233e-11
Position 3607: 6.553823857860316e-11
Position 3477: 5.663399650240295e-11
