Gene = FTSJ2
Position 3768: 0.0076789962683449925
Position 6746: 0.007496303684735423
Position 3868: 0.007470474446691623
Position 2400: 0.006653090989156027
Position 4733: 0.0062354971930098655
Position 4500: 0.006162331483299616
Position 4125: 0.006141349632557272
Position 3658: 0.005652834637505599
Position 2936: 0.005104206194977542
Position 3481: 0.0050670479709160055
Position 4314: 0.005063252850191225
Position 4130: 0.0050297169698939725
Position 5367: 0.0038394040094101504
Position 2003: 0.0037624163361302185
Position 2961: 0.0037613638111997456
Position 2888: 0.0033149141329806473
Position 6669: 0.003287768231629858
Position 1236: 0.002767071513328515
Position 7577: 0.002647210507552886
Position 2601: 0.002623655295172426
Position 2139: 0.0025972811755071465
Position 630: 0.002545984782028972
Position 2915: 0.0025214655133900506
Position 6950: 0.002422321086600643
Position 6816: 0.0023851813576920037
Position 3854: 0.0022785993540397754
Position 4449: 0.00226371358871318
Position 2203: 0.0022332396210204635
Position 2142: 0.0022293945218195632
Position 1983: 0.0020476461300863564
Position 4280: 0.0020061697943476653
Position 3980: 0.0018170217604983967
Position 7775: 0.0015930642176487809
Position 5676: 0.0015463285851178314
Position 6871: 0.001527708334667937
Position 2353: 0.0014445140994994402
Position 3976: 0.0013682292165871934
Position 6472: 0.0012254010145213295
Position 2178: 0.0010982823396087798
Position 5858: 0.0010213780784444457
Position 518: 0.0009961799290266542
Position 5568: 0.0009712744106078989
Position 1675: 0.0009555595347907181
Position 6371: 0.0009253388973003041
Position 362: 0.000834085340429951
Position 2780: 0.0008293519997312635
Position 2231: 0.0006399116433666916
Position 3017: 0.0006212183405370241
Position 3282: 0.0005907072372480768
Position 5060: 0.0005636155130457066
Position 2617: 0.0005543477920345369
Position 5466: 0.0005477829948885268
Position 2245: 0.0004882953644638818
Position 5327: 0.00043696474978550937
Position 159: 0.0004115566653844348
Position 4467: 0.0004084440308469619
Position 4699: 0.00040730128260829435
Position 308: 0.0003907679336654305
Position 3751: 0.00037979175751001753
Position 5285: 0.00037097181156496524
Position 2823: 0.0003659205730080538
Position 4248: 0.00035217626890334723
Position 4423: 0.0003480735681071752
Position 3902: 0.00030126503722169366
Position 1683: 0.0002947288561103588
Position 4334: 0.0002798220281884817
Position 4670: 0.0002641361273678773
Position 1372: 0.00025209323112523023
Position 4420: 0.00025020681857633985
Position 3523: 0.00022470415438939026
Position 780: 0.0002220039433121377
Position 3509: 0.00022012284974389732
Position 4391: 0.00021639475455118717
Position 437: 0.00021192835300576403
Position 1253: 0.00017354256749731626
Position 1449: 0.0001682304894081468
Position 3585: 0.00015647452182096475
Position 3053: 0.00011932230016203072
Position 1892: 0.0001134909538341502
Position 1214: 0.0001111743753833567
Position 2528: 0.00010778485187086471
Position 1415: 7.577809724932683e-05
Position 447: 6.877618642507046e-05
Position 2432: 6.521726958320284e-05
Position 2774: 6.295498534683855e-05
Position 2120: 6.0974207203306666e-05
Position 500: 4.966074906847559e-05
Position 3704: 4.63047502055941e-05
Position 2966: 3.756099930036462e-05
Position 2714: 3.47364797298804e-05
Position 478: 3.192196896339865e-05
Position 1617: 2.648197944003775e-05
Position 930: 2.611151259538108e-05
Position 2746: 2.137261438694981e-05
Position 295: 1.4692240165406538e-05
Position 3881: 1.0634055166045221e-05
