Gene = TRH
Position 2123: 0.00692260692371199
Position 3207: 0.006187624027090836
Position 2126: 0.0044424758289690535
Position 1604: 0.0032929509064122107
Position 1835: 0.0030567593617481337
Position 3037: 0.0026054071286674054
Position 1590: 0.002478258261619747
Position 3424: 0.0024035736412794835
Position 2524: 0.0023937301382200397
Position 1007: 0.002346018066973864
Position 2882: 0.002287813322814542
Position 3242: 0.0022642660976336442
Position 1264: 0.002053131256299395
Position 2441: 0.0018001578420718974
Position 3543: 0.0016762774979206289
Position 2835: 0.001633076971302873
Position 2638: 0.0016211485998382602
Position 173: 0.0016148783831576527
Position 384: 0.0014988125522457432
Position 1863: 0.001423442013760582
Position 628: 0.0013563055261498452
Position 979: 0.0008770644239880459
Position 271: 0.0008057166680048994
Position 641: 0.0007830702228246061
Position 1897: 0.0007737285844730747
Position 1173: 0.0007519833748463091
Position 3002: 0.0007169650080659991
Position 437: 0.0006940455288264997
Position 3626: 0.0006691059464040658
Position 2032: 0.000655621275658972
Position 993: 0.0006259851158339473
Position 1971: 0.0006091611578276049
Position 3572: 0.0005845620713692099
Position 2645: 0.0005621268234658075
Position 1934: 0.000548340871677716
Position 611: 0.0005395200061634189
Position 678: 0.0005205265979081626
Position 1169: 0.00048522811566822823
Position 1288: 0.0004533094937551032
Position 2543: 0.00042262063329358317
Position 3439: 0.0004196451079139388
Position 1840: 0.0004042706558850016
Position 1793: 0.00039437670483575833
Position 1013: 0.0003812367510646848
Position 3460: 0.0003466354241338296
Position 3060: 0.00032264170234089457
Position 3145: 0.0003180805445004472
Position 3385: 0.00031744971243391327
Position 746: 0.000313142814060188
Position 1314: 0.00022460907777081221
Position 2740: 0.00022274666495443715
Position 1179: 0.00020809474267874598
Position 1118: 0.00020554254785234727
Position 368: 0.00013893390532180333
Position 2786: 0.00013323607313765084
Position 445: 0.00011736162688858629
Position 1607: 0.00010677153700675364
Position 1279: 0.00010313802950499152
Position 420: 9.959807638733984e-05
Position 2098: 9.887012399547599e-05
Position 2929: 8.86751196533794e-05
Position 613: 8.573665458642054e-05
Position 548: 8.319207107511095e-05
Position 1375: 7.555782324785341e-05
Position 2652: 7.52723352511856e-05
Position 2649: 7.105510879612503e-05
Position 1592: 6.561611128948102e-05
Position 2169: 6.253220802189321e-05
Position 2798: 5.45713698757195e-05
Position 2143: 4.881773755621336e-05
Position 1335: 4.8789340178123704e-05
Position 2561: 4.8272428696376346e-05
Position 1601: 4.761385031017972e-05
Position 2295: 4.5338662140779914e-05
Position 321: 3.964638977983942e-05
Position 1625: 3.532175060053712e-05
Position 1977: 3.1981066606828035e-05
Position 408: 2.7757851820043167e-05
Position 2362: 2.648286433284491e-05
Position 1661: 2.358997382131373e-05
Position 1323: 1.994623276294754e-05
Position 1381: 1.7899694646693613e-05
Position 2177: 1.664472935429373e-05
Position 228: 1.6439233051620018e-05
Position 967: 1.56201520945275e-05
Position 1979: 1.4414500928416387e-05
Position 1039: 1.4320524465869771e-05
Position 1305: 1.2393829935344845e-05
Position 85: 1.1960986639971438e-05
Position 1337: 1.0563083691447775e-05
Position 2045: 1.0289691126444895e-05
Position 1066: 1.0219103618312955e-05
Position 2448: 1.0053775095184287e-05
Position 1399: 9.576208804334003e-06
Position 2461: 8.841584755574275e-06
Position 2465: 7.898994358013875e-06
Position 1451: 7.121661281945153e-06
Position 181: 6.858492325407875e-06
Position 410: 6.520957630262909e-06
Position 812: 4.158632900777558e-06
Position 287: 3.964951626036655e-06
Position 475: 2.8022011159674014e-06
Position 391: 2.800170830768148e-06
Position 702: 1.69014948401314e-06
Position 623: 1.3631164200013557e-06
Position 1813: 8.3478822779507e-07
Position 724: 6.067776371974051e-07
Position 2321: 6.043784594428518e-07
Position 2467: 6.017689431388901e-07
Position 1817: 5.459288409814069e-07
Position 1445: 4.952341062234348e-07
Position 2324: 4.4602851058683186e-07
Position 1758: 2.360022890879455e-07
Position 1709: 2.0494202714954295e-07
Position 284: 1.90406396562067e-07
Position 826: 1.3344680411216299e-07
Position 192: 8.673846720771465e-08
Position 2262: 8.025869971569141e-08
Position 281: 7.758065702176267e-08
Position 504: 3.005783075123272e-08
Position 874: 2.168543611164861e-09
Position 763: 1.965206281412257e-09
Position 814: 1.7180354302483865e-09
Position 518: 1.1198640883126391e-09
Position 183: 7.102602624965269e-10
Position 1055: 1.749596319531518e-12
