Gene = UBE2H
Position 2815: 0.07751112212660655
Position 576: 0.0696712732101384
Position 12993: 0.04867126830228927
Position 2856: 0.04791727073686362
Position 8596: 0.0464042816416353
Position 1628: 0.039072898539736924
Position 643: 0.03563962930825549
Position 3846: 0.035620653325226084
Position 4586: 0.03373226483135919
Position 15210: 0.030053056451728934
Position 9067: 0.027463242467216858
Position 3886: 0.026727034658431514
Position 3817: 0.025731084031784323
Position 687: 0.0235497018721582
Position 14245: 0.022577396022338256
Position 6490: 0.02196603391102829
Position 1099: 0.02060846624314533
Position 13622: 0.015514815747551107
Position 12209: 0.015485064386988177
Position 10263: 0.014755656452531126
Position 3506: 0.014038023171168486
Position 9071: 0.01291196864677026
Position 3923: 0.010123579176786574
Position 332: 0.008812465756214983
Position 8268: 0.00833909807804508
Position 3861: 0.008292538598024563
Position 5676: 0.008285875185818099
Position 606: 0.008205841343644923
Position 357: 0.008077183424715832
Position 5516: 0.00800318144387327
Position 7304: 0.007637017307281397
Position 5486: 0.006936581501507136
Position 6375: 0.006428237137758775
Position 4301: 0.006013749267439739
Position 4062: 0.005009522968039774
Position 9368: 0.004413344236553457
Position 1016: 0.0040980770232612405
Position 7890: 0.004038836417443518
Position 4461: 0.003822629250754373
Position 1131: 0.003487124725995695
Position 3466: 0.0034412754187975654
Position 872: 0.003403384888527542
Position 1083: 0.0032512312348721806
Position 822: 0.003247772660710397
Position 4823: 0.0032440675350126056
Position 9800: 0.003208290146498803
Position 6019: 0.003187529690992504
Position 9266: 0.0026333346097126243
Position 5977: 0.0024921661186836507
Position 4249: 0.002465218454373956
Position 5948: 0.0021934155332348493
Position 7871: 0.0021082949412410037
Position 5576: 0.0019885582842999083
Position 5773: 0.0019676556474780356
Position 3091: 0.0017308366985527193
Position 5719: 0.0016398988673404931
Position 545: 0.0016042300372218449
Position 2561: 0.0015745694392134413
Position 2431: 0.0013962768747845114
Position 3446: 0.0012739270047731166
Position 221: 0.0012490700318942187
Position 7574: 0.0011566170134096818
Position 958: 0.0011178474762802543
Position 2344: 0.0011030714037111933
Position 2449: 0.0010262698340496284
Position 2685: 0.0010121937087489237
Position 2576: 0.0009297320632325114
Position 407: 0.0008311637168692054
Position 1902: 0.0007247687298235812
Position 2200: 0.0007060480195587516
Position 2452: 0.0006444145408380579
Position 787: 0.0005561963998251843
Position 1736: 0.0004409583059765881
Position 2034: 0.0004093323505570896
Position 1020: 0.000388968245591079
Position 1671: 0.0003807302579495654
Position 1875: 0.00037415448555461206
Position 194: 0.0002936635826934042
Position 1404: 0.00028728796880818266
Position 3104: 0.000233723695365706
Position 994: 0.00022115121190472854
Position 1034: 0.00018426771409285996
Position 305: 0.00016489490908320407
Position 308: 0.00015020625567966982
Position 2207: 0.0001202638002843597
Position 1965: 0.000104202732376854
Position 3719: 9.389170929222443e-05
Position 1327: 7.543449110119776e-05
Position 689: 6.364895587252305e-05
Position 1390: 6.031086614693863e-05
Position 1334: 5.811078801695166e-05
Position 1114: 4.3071063629967474e-05
Position 998: 3.743705546231932e-05
Position 1366: 3.108043378241092e-05
Position 2659: 2.425676516745367e-05
Position 1242: 1.8141964283442068e-05
Position 1370: 1.350714735151654e-05
Position 334: 1.3121422999495774e-05
Position 1162: 1.2864497703734057e-05
Position 371: 1.0325517922036024e-05
Position 1135: 8.336974533435967e-06
Position 377: 4.795527886377372e-06
Position 1277: 3.0349091862573867e-06
Position 161: 2.8458748684079663e-06
Position 1052: 2.6222354378374396e-06
Position 1410: 2.1406328780695837e-06
Position 1385: 2.0595841934844303e-06
Position 367: 1.1502411402651168e-06
Position 527: 5.515091228359411e-07
Position 142: 3.849677737153751e-07
Position 625: 3.680238650397563e-07
Position 417: 3.602456924282228e-07
Position 558: 3.442797101498217e-07
Position 175: 3.2585758854858647e-07
Position 504: 3.023766557646184e-07
Position 419: 2.1092324112938853e-07
Position 444: 1.6824902760301809e-07
Position 379: 1.0251454505266765e-07
Position 131: 9.481285977559078e-08
Position 375: 9.113424209252012e-08
Position 126: 7.209547783512514e-08
Position 181: 3.3755980007067e-08
Position 616: 3.3677644413246945e-08
Position 167: 2.5127765426183026e-08
Position 100: 1.7431990311876787e-08
Position 82: 1.2286652473168267e-08
Position 128: 1.0455460448834696e-08
Position 461: 3.6471207011939702e-09
Position 97: 3.236608406781028e-09
Position 169: 5.971803093216013e-10
Position 111: 3.992519663381577e-10
Position 614: 3.384260455478078e-10
Position 104: 1.514982631423588e-10
Position 753: 8.876980729936321e-11
Position 107: 1.3076126917847526e-12
