Gene = VOPP1
Position 15762: 0.0009685994866898689
Position 19130: 0.0009151785604206378
Position 16785: 0.0003763931707713272
Position 11377: 0.00031553517491110576
Position 3289: 0.00016682353564562898
Position 3014: 0.00011728511443129564
Position 9368: 0.00011386626320265695
Position 5659: 4.7807584620985504e-05
Position 9263: 3.941244556100973e-05
Position 1415: 1.7460821214854344e-05
Position 1154: 9.428779784498442e-06
Position 3599: 8.150422343736945e-06
Position 360: 5.259991173932646e-06
Position 1074: 5.098524027558719e-06
Position 322: 4.787824262812688e-06
Position 1308: 4.706615014404417e-06
Position 3347: 2.018839167972525e-06
Position 1579: 1.929866811141973e-06
Position 1610: 1.5172289274448065e-06
Position 3476: 1.4713667080976078e-06
Position 1747: 1.3436195389508397e-06
Position 1750: 1.3421497443495117e-06
Position 1423: 9.014186766864619e-07
Position 2641: 7.12058551974527e-07
Position 338: 5.726933351808934e-07
Position 1684: 5.088362094572275e-07
Position 804: 5.030882291305443e-07
Position 1279: 3.6320458601092814e-07
Position 404: 3.1439339613667807e-07
Position 1801: 2.7507202179599737e-07
Position 1182: 2.519505673556054e-07
Position 640: 2.0647526544393816e-07
Position 340: 1.6718663727034714e-07
Position 678: 1.572075235959996e-09
Position 667: 5.526985671668739e-10
Position 735: 2.5819152870126373e-10
Position 771: 6.199716731746956e-11
Position 763: 3.378338717125134e-11
Position 809: 3.050680777540734e-11
Position 720: 2.3934839937420892e-11
Position 590: 2.037394087837244e-11
Position 505: 4.379030560010336e-12
Position 683: 2.7948115390979582e-12
Position 696: 1.8216951439121173e-12
