Gene = DTWD2
Position 251: 4.3735167400837056e-07
Position 475: 3.6867809284346827e-07
Position 1013: 3.6693318061506346e-07
Position 1723: 3.6271677960645375e-07
Position 1218: 3.4606375453729235e-07
Position 693: 2.7797652571356914e-07
Position 1118: 2.3362230277554425e-07
Position 2358: 2.3029777966975147e-07
Position 610: 1.958281196534608e-07
Position 2700: 1.6344822919953693e-07
Position 974: 9.636697758685062e-08
Position 2398: 4.24062163918785e-08
Position 932: 3.867628862069287e-08
Position 366: 3.239577674767124e-08
Position 591: 3.216614040294995e-08
Position 572: 2.8004575728727632e-08
Position 423: 2.0994418993454606e-08
Position 878: 1.55829205694037e-08
Position 1086: 1.394141039253337e-08
Position 282: 1.3180163636952397e-08
Position 533: 3.9554485549964625e-09
Position 523: 2.361067462726605e-09
Position 304: 9.538224529472398e-10
Position 501: 9.506460989510132e-10
Position 420: 7.847576876086528e-10
Position 301: 6.02669587425491e-10
Position 416: 5.015517549942635e-10
Position 289: 4.5708847611255715e-10
