Gene = CTC-534A2.2
Position 5779: 0.000836613212809996
Position 1385: 0.0007858112529792294
Position 1728: 0.000740627603042398
Position 3891: 0.0007377222275942545
Position 3148: 0.0007220748958602351
Position 319: 0.0006534215662118614
Position 5122: 0.0006282523103878902
Position 920: 0.0005805848690732876
Position 1549: 0.0005630924960499157
Position 735: 0.0005447085002731859
Position 3888: 0.000506545924140224
Position 1319: 0.0005062285134131452
Position 260: 0.0005043679571550031
Position 2127: 0.0004886278986209882
Position 3205: 0.00048707507722230034
Position 5688: 0.0004466331213098323
Position 4300: 0.00044051082751378896
Position 1303: 0.0004128120194478028
Position 4658: 0.0003872452697076085
Position 3202: 0.0003861456491013384
Position 3624: 0.0003683217356322245
Position 3048: 0.00034842639279251324
Position 4360: 0.0003454471795873368
Position 4476: 0.000307377183532655
Position 3721: 0.0003040851052650001
Position 284: 0.00025718975184872494
Position 598: 0.0002532994378563061
Position 2656: 0.00023086293861861206
Position 1947: 0.0002118982596363219
Position 1468: 0.0001947578178434272
Position 3349: 0.00018731286754316228
Position 626: 0.00015224101219017835
Position 1514: 0.0001353569682541065
Position 1666: 0.00012885079800434965
Position 748: 0.00012154113596861977
Position 1605: 0.0001166529287782058
Position 2253: 0.0001158107817041736
Position 592: 0.00011096934374292199
Position 2033: 0.00010326112758390766
Position 1383: 0.0001030530372921533
Position 538: 0.0001015935100665781
Position 1257: 9.689061766419631e-05
Position 1489: 7.843891580791222e-05
Position 221: 7.1153829678654e-05
Position 1693: 6.991374343648816e-05
Position 402: 6.443077622152714e-05
Position 2634: 6.398534290679484e-05
Position 1380: 3.944952740452172e-05
Position 1175: 3.3482646669285736e-05
Position 751: 2.9102995492834914e-05
Position 322: 1.0247977863718827e-05
Position 302: 2.633263896189029e-06
Position 1212: 2.3022148429277323e-06
Position 585: 1.7371403755340654e-06
Position 702: 1.2661987247398126e-06
Position 175: 2.2687050946119643e-07
Position 480: 1.9927354760904238e-07
Position 857: 1.9684548815561484e-07
Position 710: 1.4161818612946004e-07
Position 99: 1.3988627036299394e-07
Position 341: 1.3497343812142276e-07
Position 601: 6.287230284216744e-08
Position 181: 6.138377824627878e-08
Position 162: 5.66766111588441e-08
Position 128: 2.220391435422736e-08
Position 151: 1.4256950555959904e-08
Position 141: 1.2544686140862984e-08
Position 103: 8.599345917784237e-09
Position 148: 6.533094052340404e-09
Position 125: 4.317358000806274e-09
Position 177: 3.595655931440714e-09
Position 484: 4.379508848471656e-10
Position 179: 3.7096779022550504e-10
Position 132: 3.0121476456725293e-10
Position 106: 2.246189129688394e-10
Position 154: 4.9954076160692636e-12
Position 187: 4.142380296354293e-12
Position 76: 9.559829551727887e-13
Position 189: 8.939686514877506e-13
